average_entropy,average_policy_loss,average_value,average_value_loss,eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,explained_variance,fps,n_updates,num_ppo_update,steps,total_steps
2.7080498,-0.0011981371014068525,0.031159066,0.3771871303518613,78.16883116883118,-1.7012987,78.4186046511628,-2.3139534,0.00021219871388844513,851,24,1.0,256,8192
2.7058592,-0.0006152684315262983,-0.106404126,0.2969636246562004,91.7,-2.91,83.83,-2.68,8.925289268202352e-05,862,48,2.0,512,16384
2.7036197,-0.0008060908358958033,-0.32303736,0.2504931597246064,90.19,-3.11,82.52,-2.3,0.009271873703129319,863,72,3.0,768,24576
2.6916952,-0.0009817432777102415,-0.5039327,0.22516763450888297,78.98,-1.84,85.44,-2.6,-0.0029638381545036285,856,96,4.0,1024,32768
2.6823277,-0.0014978407695889473,-0.5421635,0.1734831991046667,82.56,-2.0,82.56,-2.85,0.03824124237658055,861,120,5.0,1280,40960
2.6860929,-0.001550338608212769,-0.48861656,0.15997065804898739,85.13,-3.24,82.48,-2.98,0.10384418842813248,862,144,6.0,1536,49152
2.6823165,-0.0009679864626377821,-0.5918023,0.15598344020545482,85.99,-2.3,82.33,-2.64,0.17889100393470536,862,168,7.0,1792,57344
2.6752045,-0.002639338909648359,-0.59053344,0.14907783456146717,82.2,-1.92,77.98,-1.73,0.2880363611582938,851,192,8.0,2048,65536
2.6783288,-0.003188903583213687,-0.584671,0.14030576452612878,77.41,-2.13,77.6,-1.74,0.4561186946790142,857,216,9.0,2304,73728
2.6533856,-0.00369896424934268,-0.5357338,0.12164317898452282,79.0,-1.97,76.84,-2.04,0.5725588687742091,862,240,10.0,2560,81920
2.6537387,-0.004857941376976669,-0.5043675,0.1072662291303277,79.47,-1.83,84.81,-1.62,0.5428713782164416,860,264,11.0,2816,90112
2.6127152,-0.007475880295969546,-0.4544197,0.0927796882763505,75.3,-1.32,76.39,-1.91,0.5723721023837653,861,288,12.0,3072,98304
2.5799956,-0.007311549042351544,-0.5119155,0.07970354229211807,78.35,-1.05,73.67,-1.66,0.6412956109507294,860,312,13.0,3328,106496
2.5809355,-0.0084373748768121,-0.34890494,0.07302309077233077,77.4,-1.48,76.48,-1.36,0.640553683115245,857,336,14.0,3584,114688
2.556682,-0.010766122238710523,-0.38442048,0.06426997184753418,72.95,-1.43,78.07,-1.41,0.6845408453786878,849,360,15.0,3840,122880
2.5786333,-0.011907477802596987,-0.21327904,0.06211126178503037,81.59,-1.26,76.73,-1.65,0.5796369513084827,861,384,16.0,4096,131072
2.5457869,-0.013079232280142605,-0.20861591,0.0664554987102747,76.2,-1.33,77.24,-1.21,0.6320146793661436,861,408,17.0,4352,139264
2.5350528,-0.0147499540168792,-0.39744508,0.06583776224404574,72.97,-1.02,78.12,-0.81,0.6351299008212329,860,432,18.0,4608,147456
2.5513468,-0.015607055963482708,-0.32308114,0.06554936844855547,78.28,-1.03,78.75,-1.21,0.5771846982285065,857,456,19.0,4864,155648
2.5422997,-0.016601302863564343,-0.50054944,0.07357360154390336,75.01,-1.51,73.49,-1.12,0.6606782689061368,860,480,20.0,5120,163840
2.5311856,-0.016117977888789027,-0.26770782,0.07163879532366992,78.21,-0.98,76.5,-0.91,0.6719441705196783,858,504,21.0,5376,172032
2.538641,-0.0179087456734851,-0.23947991,0.069609504789114,75.63,-0.78,75.09,-0.86,0.6499882907122557,858,528,22.0,5632,180224
2.5501127,-0.018122293113265187,-0.29740304,0.07166629131883383,76.15,-0.81,78.17,-1.17,0.5275675620247382,851,552,23.0,5888,188416
2.5418873,-0.018353844264056535,-0.18032686,0.0638057978823781,77.08,-0.63,79.86,-1.1,0.6597776202849273,858,576,24.0,6144,196608
2.5567029,-0.01905520514352247,-0.06450571,0.058290677815675734,81.05,-0.23,74.95,-0.79,0.4177516592796935,861,600,25.0,6400,204800
2.5095553,-0.019628627067431806,-0.13738424,0.057630518414080144,76.88,-0.74,81.09,-1.2,0.6363856336541002,855,624,26.0,6656,212992
2.5218985,-0.020433050813153386,-0.011468594,0.05747856985777616,80.18,-0.72,78.75,-0.8,0.5579139564329194,860,648,27.0,6912,221184
2.550088,-0.020216521872207523,-0.0074261385,0.06412219770252704,79.42,-0.79,81.42,-1.16,0.44996109222194225,857,672,28.0,7168,229376
2.51711,-0.019952055979520083,-0.13087644,0.06709374282509088,73.41,-0.41,81.34,-0.91,0.5059351183816232,858,696,29.0,7424,237568
2.5196805,-0.02011833029333502,-0.019067291,0.06782294683158398,81.63,-0.65,77.73,-0.73,0.5355272451087998,849,720,30.0,7680,245760
2.4884589,-0.020209179860539734,-0.11282749,0.06805922780185938,78.9,-0.56,75.78,-0.57,0.5563000735956861,860,744,31.0,7936,253952
2.4513047,-0.02058546632062644,-0.27047935,0.06087612878531218,77.8,-0.41,79.97,-0.47,0.5785950791848786,860,768,32.0,8192,262144
2.4952784,-0.022193007189780473,-0.04948506,0.06186317048966885,84.82,-0.33,78.42,-1.08,0.49213844247246974,858,792,33.0,8448,270336
2.4498878,-0.023364899016451092,-0.12252548,0.06292379505932331,81.85,-0.52,78.41,-0.22,0.6135934386838331,852,816,34.0,8704,278528
2.467688,-0.023866312715690584,-0.07076646,0.05660086100921035,75.62,-0.29,78.32,-0.98,0.5943868262617606,858,840,35.0,8960,286720
2.4630141,-0.02321477136341855,-0.02643784,0.05804805239662528,82.31,0.01,78.34,-0.13,0.5594877451784286,857,864,36.0,9216,294912
2.4695861,-0.022348644563462586,0.022489076,0.058916460666805504,77.53,-0.29,84.25,-0.18,0.41926898090275955,850,888,37.0,9472,303104
2.4804974,-0.022007083534263075,0.02986489,0.06287083869799971,76.62,-0.24,80.46,0.02,0.49607777871521785,860,912,38.0,9728,311296
2.528721,-0.023928126473911106,0.18376541,0.06554852299392223,80.05,-0.07,79.71,-0.26,0.5589076124205,859,936,39.0,9984,319488
2.4806886,-0.02496119698975235,0.00711572,0.06859034683555365,83.43,-0.1,81.49,-0.31,0.5780574091935702,855,960,40.0,10240,327680
2.4616563,-0.026090645371004938,0.057435654,0.0643055172637105,83.99,0.03,86.55,0.21,0.49588188698140623,860,984,41.0,10496,335872
2.4480908,-0.02708529627881944,0.086604126,0.05872020252048969,77.71,0.29,80.98,0.43,0.38468699833397324,859,1008,42.0,10752,344064
2.4333124,-0.02762429361231625,0.096266754,0.059420207142829896,79.86,0.42,78.85,0.21,0.3641945903917825,854,1032,43.0,11008,352256
2.4606519,-0.027141871135681866,0.14627413,0.05364986034110188,80.4,0.54,83.38,-0.04,0.3483081877346009,860,1056,44.0,11264,360448
2.4034634,-0.02740125315729529,0.18672685,0.051749370042234656,84.08,0.65,81.99,0.23,0.36077205373732524,857,1080,45.0,11520,368640
2.4020512,-0.028749559028074145,0.11175059,0.04893950061872601,79.98,0.71,82.96,0.45,0.5163140386095487,849,1104,46.0,11776,376832
2.4332168,-0.029234007569029927,0.21347159,0.045175721626728775,85.44,0.54,87.66,0.2,0.5394379459815394,859,1128,47.0,12032,385024
2.3850534,-0.028633691309951245,0.18212487,0.04864481490105391,85.0,0.59,80.68,0.38,0.4921224906878384,860,1152,48.0,12288,393216
2.437409,-0.028469357606954872,0.21020861,0.04692046435549855,81.99,1.15,79.03,0.62,0.5651698024306842,860,1176,49.0,12544,401408
2.4451034,-0.026817244444973767,0.26798907,0.0488634711690247,84.91,1.3,82.88,0.59,0.5109083034592816,860,1200,50.0,12800,409600
2.431168,-0.027372327516786754,0.33752587,0.05012837463989854,78.06,0.71,87.87,0.86,0.5736771337828701,860,1224,51.0,13056,417792
2.4272778,-0.028365316381677986,0.23574077,0.0450289373844862,77.89,1.19,80.92,1.3,0.6186360700806621,859,1248,52.0,13312,425984
2.37925,-0.029114682367071508,0.2502022,0.0464711775444448,87.88,1.04,86.79,0.84,0.6089606974572308,850,1272,53.0,13568,434176
2.3722847,-0.02829931712243706,0.34741998,0.04675945209339261,84.88,1.36,83.76,0.81,0.6575229171097852,860,1296,54.0,13824,442368
2.342923,-0.028195218620821833,0.28728893,0.055422821547836065,88.41,1.18,86.14,1.23,0.5758517731968484,860,1320,55.0,14080,450560
2.3542542,-0.029647014401853085,0.48685402,0.05552718121558428,85.98,1.54,85.76,1.35,0.7644844625702445,861,1344,56.0,14336,458752
2.3062482,-0.029959253706037997,0.5215694,0.05595785332843661,89.92,1.75,101.64,1.65,0.7747494907634607,858,1368,57.0,14592,466944
2.3048298,-0.029551075738854706,0.5280636,0.055003817509859804,85.51,1.84,85.36,1.25,0.7482822361289287,860,1392,58.0,14848,475136
2.288953,-0.03181455196812749,0.55453306,0.04824240827932954,88.52,1.5,89.99,1.61,0.6863138420716332,859,1416,59.0,15104,483328
2.2861602,-0.03125551962293684,0.46940634,0.0472566825710237,88.15,1.84,103.32,1.7,0.7947440419990028,861,1440,60.0,15360,491520
2.3446445,-0.03147576779127121,0.5282113,0.04922085529193282,90.79,1.82,94.5,1.91,0.7131492111203028,851,1464,61.0,15616,499712
2.2856197,-0.030265512699261306,0.51090044,0.05254644699394703,98.73,1.7,93.03,1.93,0.6801696338963543,860,1488,62.0,15872,507904
2.2850623,-0.03032711850479245,0.4261001,0.052324428111314776,99.27,1.79,99.51,1.92,0.6965820474591898,860,1512,63.0,16128,516096
2.27204,-0.028065567531157284,0.5709033,0.06556282013654709,99.28,2.21,92.35,1.51,0.5517104446059755,858,1536,64.0,16384,524288
2.282849,-0.02870091440388933,0.46776232,0.06788539379835129,96.69,1.78,106.17,1.63,0.6272750536170756,861,1560,65.0,16640,532480
2.2689867,-0.027564639404881745,0.51346076,0.07368750911206007,113.5,2.11,101.83,1.56,0.5967586980060005,860,1584,66.0,16896,540672
2.3264189,-0.02721517870435491,0.48331732,0.07497507851570845,109.01,2.26,104.04,1.32,0.6096617051764239,858,1608,67.0,17152,548864
2.3124804,-0.026891308478079735,0.6002412,0.0681691949442029,107.36,1.78,104.64,2.13,0.6629258672247211,858,1632,68.0,17408,557056
2.2875886,-0.02795026558917016,0.73372215,0.06975520770996808,109.34,2.02,102.65,2.05,0.6620389516660421,851,1656,69.0,17664,565248
2.2521932,-0.028535799444653093,0.755701,0.06540646571666002,106.87,2.36,107.55,2.14,0.7190838820901284,861,1680,70.0,17920,573440
2.2601542,-0.02925909064244479,0.6704291,0.06752175137400628,110.9,2.24,103.3,1.94,0.6635130950596583,858,1704,71.0,18176,581632
2.2205467,-0.03039160872809589,0.63061386,0.06529555711895227,107.55,2.09,100.54,2.21,0.6854937820288544,860,1728,72.0,18432,589824
2.212434,-0.03126091239973903,0.7645289,0.06181121796369553,125.94,2.37,118.38,2.29,0.6920270210469991,861,1752,73.0,18688,598016
2.2120152,-0.030184612181037664,0.7634911,0.062363324351608754,128.68,3.1,117.18,2.76,0.7323117248327479,861,1776,74.0,18944,606208
2.1312912,-0.029165965137071908,0.9776779,0.07291936665773392,120.73,3.42,110.88,2.4,0.6164938300764415,860,1800,75.0,19200,614400
2.2014203,-0.02883511195424944,0.70497507,0.08013291381299496,144.78,3.57,134.65,2.77,0.6313009771781634,850,1824,76.0,19456,622592
2.183058,-0.02857160126324743,0.80013597,0.0849358893930912,141.4,2.98,136.41,3.42,0.701516448089952,855,1848,77.0,19712,630784
2.1804135,-0.02899586075451225,0.9271022,0.08237519424408674,131.71,2.48,131.68,3.31,0.7315130403682346,854,1872,78.0,19968,638976
2.1935205,-0.03070758198387921,0.96396893,0.0701999031379819,128.16,2.55,132.95,3.14,0.7703682055339709,859,1896,79.0,20224,647168
2.1521564,-0.02964577960781753,1.1723127,0.07467128075659275,145.95,3.09,142.66,3.27,0.6759251574784386,860,1920,80.0,20480,655360
2.1941156,-0.03175622589886189,1.0873755,0.07553173262625933,147.55,3.31,145.75,3.53,0.7406408480765283,859,1944,81.0,20736,663552
2.1368694,-0.02971708229277283,1.2455449,0.09950970623642207,149.37,4.0,137.9,3.56,0.5855960094021164,861,1968,82.0,20992,671744
2.2111921,-0.027114063389599322,1.2087526,0.13672288738191127,160.5,5.24,150.34,4.24,0.5965796385340159,861,1992,83.0,21248,679936
2.198904,-0.027838889095000922,1.2781231,0.1320289732888341,146.36,4.13,158.27,4.62,0.7283933732938828,848,2016,84.0,21504,688128
2.2062042,-0.02585421920288354,1.1197165,0.14613092213869094,143.96,3.77,164.17,4.5,0.6340107161496891,859,2040,85.0,21760,696320
2.2006006,-0.02480865504126996,1.3932815,0.1523322571069002,165.8,4.65,164.16,4.63,0.6293590837256757,861,2064,86.0,22016,704512
2.2005627,-0.02753613064531237,1.4558313,0.1503564565628767,174.94,5.19,160.59,4.82,0.6549914877660293,858,2088,87.0,22272,712704
2.182855,-0.023673845594748853,1.5894668,0.17217144094407558,183.14,5.23,163.0,4.53,0.6803873124542738,859,2112,88.0,22528,720896
