average_entropy,average_policy_loss,average_value,average_value_loss,eprewmean,eval_eprewmean,explained_variance,n_updates,steps,total_steps
2.7080498,-0.0005983147808971504,-0.081155576,0.27971700951457024,-3.2439024,-1.9655173,0.0010024543889154414,24,256,8192
2.70737,-0.0005927674646954983,-0.30791327,0.22714525957902273,-2.24,-2.41,0.0008598190414053075,48,512,16384
2.7050157,-0.0007619996192968554,-0.44104424,0.2032214995059702,-2.19,-3.28,0.009683786483503987,72,768,24576
2.6951904,-0.001091753753523032,-0.5489335,0.18934983612659076,-2.48,-2.62,0.0731940542784123,96,1024,32768
2.6923418,-0.001992478258907795,-0.4741734,0.17462228544056416,-2.54,-1.95,0.22106018983646558,120,1280,40960
2.6847548,-0.0013609528448432684,-0.5355759,0.16182502560317516,-2.74,-2.23,0.32895281516145913,144,1536,49152
2.6828725,-0.0032905441382899882,-0.39493868,0.15461193226277828,-2.29,-2.11,0.366522636334621,168,1792,57344
2.6831,-0.0038295083213597536,-0.4168433,0.14245938912034034,-1.8,-2.67,0.39702309185247175,192,2048,65536
2.680126,-0.003135500638745725,-0.3643824,0.1217371554672718,-1.42,-1.54,0.3834383560597634,216,2304,73728
2.6673174,-0.004881384088657796,-0.37207755,0.10775213912129403,-2.32,-1.76,0.4821019039926089,240,2560,81920
2.6695092,-0.005820188517682254,-0.33393353,0.09758853122591972,-1.54,-2.27,0.5001589696381874,264,2816,90112
2.6589558,-0.006087040500715375,-0.24811938,0.09054816868156194,-1.51,-2.08,0.5180379353447724,288,3072,98304
2.6500113,-0.00912963330745697,-0.39931816,0.08279362846165896,-1.6,-1.5,0.5368072313936261,312,3328,106496
2.647753,-0.009623172096908092,-0.2896294,0.08096629019826651,-1.36,-1.5,0.40613021365575164,336,3584,114688
2.6599226,-0.011443752571940422,-0.37971008,0.07481173522770405,-0.75,-1.51,0.5186349656690905,360,3840,122880
2.6065152,-0.012256527831777931,-0.41663486,0.07442979734390974,-0.94,-1.4,0.436393210534455,384,4096,131072
2.6234703,-0.014347138106822968,-0.35320172,0.07345358032733201,-0.86,-1.27,0.4287343440336514,408,4352,139264
2.6168175,-0.014662447799928487,-0.36651385,0.07012804634869099,-1.01,-1.42,0.4534916722396093,432,4608,147456
2.5882232,-0.015747874050866813,-0.27821946,0.07116196125745773,-0.83,-0.98,0.413241732425764,456,4864,155648
2.5716157,-0.01584001680603251,-0.24861276,0.0703576871752739,-0.81,-1.3,0.3679776280949574,480,5120,163840
2.5832565,-0.017325790531467645,-0.14769767,0.06569086499512196,-0.35,-0.98,0.36468305306710525,504,5376,172032
2.550525,-0.0171361445938237,-0.09064743,0.06664430566132068,-0.55,-0.76,0.38832975554557714,528,5632,180224
2.5273786,-0.016815728149376808,-0.07809592,0.06384781155735254,-0.47,-0.74,0.38307804762153785,552,5888,188416
2.5619283,-0.018210892975330354,-0.026663717,0.06389640368521214,-0.49,-1.04,0.44480903505829417,576,6144,196608
2.5755582,-0.01736913369037211,-0.04278929,0.06606174953281879,-0.8,-0.7,0.47678059303836984,600,6400,204800
2.5945168,-0.018184160850942134,0.0446023,0.06817099172621965,-0.32,-0.87,0.4679431620745991,624,6656,212992
2.6102104,-0.01858348723035306,-0.05339107,0.06785576786845922,-0.08,-0.47,0.3949874419772792,648,6912,221184
2.5779603,-0.018247893068473787,-0.076223485,0.06851191353052855,-0.19,-0.64,0.39129308009091346,672,7168,229376
2.5886889,-0.02026049023261294,-0.00023019123,0.06868270132690668,-0.22,-0.4,0.4131025644742504,696,7424,237568
2.5852275,-0.02034694394329563,-0.0637002,0.06574416413903236,-0.28,-0.88,0.31882900097765354,720,7680,245760
2.5712821,-0.020031023945193738,0.028259061,0.06737547129392624,-0.07,-0.8,0.3105732015522621,744,7936,253952
2.5261142,-0.021155473780818283,0.01755421,0.06318266984075308,-0.03,-0.03,0.34459193341994687,768,8192,262144
2.5503628,-0.021093694656156004,-0.0036565189,0.05872823186218738,0.41,-0.32,0.46276967248541334,792,8448,270336
2.5392916,-0.021870707888156177,0.036282286,0.05808088038116693,0.11,0.0,0.3924486945490657,816,8704,278528
2.4955406,-0.021592847439460456,0.028280633,0.05439354903995991,0.17,0.3,0.47455184639298253,840,8960,286720
2.507264,-0.022631342452950776,-0.09524486,0.0512881388515234,0.77,0.83,0.4088134387927107,864,9216,294912
2.4574602,-0.020534444032236934,0.102881074,0.05479675814509392,0.22,0.51,0.43786744704133096,888,9472,303104
2.530174,-0.01961785781662911,0.098095104,0.05212487190961838,0.15,-0.1,0.5602318421216415,912,9728,311296
2.4900043,-0.018590548848733304,0.17158934,0.04974619183689356,0.73,0.4,0.507079605018073,936,9984,319488
2.443716,-0.01999614022206515,0.07593568,0.05431782994419336,0.35,0.66,0.4683058276802886,960,10240,327680
2.4563339,-0.021103105153888465,0.26830897,0.04963141240179539,1.05,0.61,0.6029399689198269,984,10496,335872
2.4555192,-0.022536880238913,0.22442484,0.0474928218498826,1.1,0.69,0.5972183534695458,1008,10752,344064
2.3768709,-0.022584698544815183,0.23088217,0.04845334719866514,0.53,0.62,0.5772169782280931,1032,11008,352256
2.4026499,-0.02303339181933552,0.27993566,0.04676340766251087,0.85,0.84,0.59576139336698,1056,11264,360448
2.4452138,-0.022735406099818646,0.19532153,0.05057517789304256,1.11,0.75,0.5713737970940154,1080,11520,368640
2.388295,-0.02289503803476691,0.19904684,0.053953423984348776,1.42,0.22,0.5367561586223493,1104,11776,376832
2.4406183,-0.023966439524665473,0.25822988,0.05580276414752006,0.87,1.09,0.5689329833922604,1128,12032,385024
2.429044,-0.02383978809695691,0.2382732,0.05668424438685179,1.01,1.11,0.5538401710266742,1152,12288,393216
2.4050596,-0.023418889283202588,0.2347061,0.055844355262815955,0.99,0.52,0.6066165046592036,1176,12544,401408
2.3748102,-0.02483001507818699,0.23573053,0.05215872712433338,0.94,1.36,0.6605925729684551,1200,12800,409600
