average_entropy,average_policy_loss,average_value,average_value_loss,eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,explained_variance,fps,n_updates,num_ppo_update,steps,total_steps
2.7080498,-0.0006499590817838907,-0.047385704,0.2621974504242341,82.92207792207792,-1.8961039,80.03658536585365,-2.597561,-0.0004499877991168688,846,24,1.0,256,8192
2.7073188,-0.0008185951058597615,-0.19808628,0.19730746715019146,83.65,-1.61,84.24,-1.85,0.005707976980851126,863,48,2.0,512,16384
2.7017353,-0.001041085459291935,-0.28754145,0.1986582585506969,81.52,-2.21,80.44,-2.65,0.007410695443346826,863,72,3.0,768,24576
2.6876626,-0.001176444338246559,-0.40452594,0.1919497443983952,85.18,-2.75,81.41,-2.57,0.025542821470457278,862,96,4.0,1024,32768
2.6789067,-7.411462720483542e-06,-0.47257888,0.1740039438009262,86.4,-2.69,84.33,-2.49,0.09075400330998307,864,120,5.0,1280,40960
2.677755,-0.001436799226794392,-0.46947816,0.16969188794493675,87.22,-2.55,80.17,-1.72,0.17270729740482438,861,144,6.0,1536,49152
2.6661866,-0.0022064185119234025,-0.45432153,0.15584277175366879,82.24,-2.45,85.33,-2.24,0.25480396172628295,862,168,7.0,1792,57344
2.6703067,-0.0026157936383970084,-0.49421597,0.14627677127718924,79.69,-2.53,86.07,-2.43,0.3394830868790798,849,192,8.0,2048,65536
2.6804814,-0.0023670254554599523,-0.43264848,0.13495314665138722,82.42,-2.32,82.43,-2.5,0.3720182767181943,860,216,9.0,2304,73728
2.672954,-0.004032575637102127,-0.34728137,0.12177747063338756,80.77,-2.24,78.53,-2.49,0.453814274664913,862,240,10.0,2560,81920
2.6742184,-0.004210471776314079,-0.25151148,0.11657581247389316,80.42,-1.64,83.86,-2.33,0.44860040124585565,859,264,11.0,2816,90112
2.6549265,-0.005480068358592689,-0.3231538,0.10424716860055923,82.64,-1.55,83.76,-1.63,0.42889536934615946,861,288,12.0,3072,98304
2.6317542,-0.005822281283326447,-0.26453003,0.09392422907054425,82.93,-1.84,79.34,-2.18,0.5179404273750474,861,312,13.0,3328,106496
2.5973763,-0.007407355052419007,-0.47408497,0.09136173315346241,81.71,-1.07,76.49,-2.38,0.4918456400703236,859,336,14.0,3584,114688
