average_entropy,average_policy_loss,average_value,average_value_loss,eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,explained_variance,fps,n_updates,num_ppo_update,steps,total_steps
2.7080498,-0.0009830467752180994,0.057324376,0.25300351592401665,80.2439024390244,-2.4634147,79.52439024390245,-2.8658535,0.00015720765682092352,870,24,1.0,256,8192
2.7066903,-0.0009759743115864694,-0.13752918,0.2070117648690939,86.24,-3.11,83.83,-2.2,0.007441553757306929,885,48,2.0,512,16384
2.7000117,-0.0013525771727371546,-0.28800884,0.17437154033945668,80.75,-1.72,83.1,-2.24,0.02077619888821558,883,72,3.0,768,24576
2.6878948,-0.0013621256512124091,-0.2892368,0.16302022097321847,84.57,-2.05,79.81,-2.28,0.04433709937541075,885,96,4.0,1024,32768
2.6826801,-0.0014913672115653754,-0.39134803,0.14011025562882423,79.88,-1.57,84.29,-2.12,0.05980809353299521,882,120,5.0,1280,40960
2.6712892,-0.0021227627992630007,-0.5349117,0.12980586789548398,88.74,-2.05,80.06,-2.83,0.1255734071647706,882,144,6.0,1536,49152
2.6746614,-0.0015581967728212475,-0.513688,0.1347857179492712,83.45,-1.91,85.91,-3.0,0.1914175757681782,884,168,7.0,1792,57344
2.660446,-0.002370231836102903,-0.589164,0.12943133234977722,84.27,-1.5,85.95,-2.61,0.2849483949951026,875,192,8.0,2048,65536
2.6566374,-0.0031536137172952293,-0.47301677,0.12792480885982513,82.0,-2.18,82.85,-2.33,0.3188877417330215,884,216,9.0,2304,73728
2.6500323,-0.0045371681125834585,-0.5005143,0.12305922485888005,82.59,-2.42,78.86,-2.24,0.4752719573619967,885,240,10.0,2560,81920
2.667173,-0.006110846600495279,-0.45848432,0.11511342912912369,83.11,-1.24,82.43,-1.85,0.42433958996126264,884,264,11.0,2816,90112
2.6329615,-0.007269976111128926,-0.458383,0.11890491403639317,80.54,-1.51,81.25,-2.57,0.43921641809687084,882,288,12.0,3072,98304
2.6332908,-0.007894357796758414,-0.33780766,0.11112335726618766,79.81,-1.31,78.07,-1.67,0.4429888858823182,884,312,13.0,3328,106496
2.650465,-0.007952077705413103,-0.27589002,0.10463431477546692,82.44,-1.2,79.37,-1.82,0.45733228861807884,880,336,14.0,3584,114688
2.647341,-0.009416548325680197,-0.25547633,0.10502306737005711,84.92,-1.49,81.01,-1.54,0.46463371894805605,874,360,15.0,3840,122880
2.6271987,-0.009746034340932965,-0.17241333,0.0949014012515545,80.22,-1.12,78.65,-2.63,0.44087264383093117,884,384,16.0,4096,131072
2.6127234,-0.01158819395583123,-0.2124541,0.09528823904693126,79.18,-1.57,79.26,-1.01,0.49683967501993775,883,408,17.0,4352,139264
