average_entropy,average_policy_loss,average_value,average_value_loss,avg_frob_kernel_change,eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,explained_variance,fps,n_updates,num_ppo_update,steps,total_steps
2.0711045,-0.01974153938703239,6.159079,0.3138157384097576,0.24780082268019518,336.29,17.69,338.53,17.45,0.8057075331592951,861,3720,155.0,39680,1269760
2.0550666,-0.021055929651483892,5.864022,0.31864864826202394,0.24872035834760892,329.21,16.97,351.21,18.34,0.7607314457343199,855,3744,156.0,39936,1277952
2.0297704,-0.020588787510059773,6.184156,0.3271001809835434,0.2501108594948337,320.22,15.49,341.47,17.28,0.7799529851235394,861,3768,157.0,40192,1286144
2.0457735,-0.019490061798132955,6.103434,0.3197626407444477,0.2516957741408121,325.75,15.8,342.72,17.32,0.8111470393473679,858,3792,158.0,40448,1294336
2.0779731,-0.019330784929916262,6.264731,0.3147841614484787,0.2520268814904349,313.62,14.86,337.97,17.05,0.8282857225985297,859,3816,159.0,40704,1302528
2.1477284,-0.019216321208514273,6.400457,0.2980625565350056,0.25474790714326356,323.85,15.55,341.5,16.71,0.7624992095491305,863,3840,160.0,40960,1310720
2.0765347,-0.019621622180566192,5.8139462,0.30988571032881734,0.2570139430463314,327.59,16.63,329.2,15.94,0.7330740571125653,851,3864,161.0,41216,1318912
2.0506063,-0.019285851158201694,6.5279,0.31027147471904754,0.257201725350959,332.13,16.72,327.56,16.0,0.7445222238605932,857,3888,162.0,41472,1327104
2.1215572,-0.019813445946201682,6.2540984,0.32916645899415015,0.2569144820528371,337.27,17.23,336.85,16.99,0.745318653798269,861,3912,163.0,41728,1335296
2.092601,-0.0202722424431704,6.0536437,0.34502312272787095,0.2580234827030273,328.85,16.02,338.4,16.99,0.7563714951522984,861,3936,164.0,41984,1343488
2.0670147,-0.020090990520548076,6.2601333,0.31256696179509164,0.25922919667902444,317.89,16.17,336.97,16.96,0.8191826191419562,860,3960,165.0,42240,1351680
2.0081143,-0.020530419286806136,6.739758,0.3108877125382423,0.2611062955998239,315.1,15.89,335.43,17.28,0.7844484084015271,862,3984,166.0,42496,1359872
2.0269,-0.02004749285755679,6.640036,0.3209133893251419,0.2625568643921897,323.66,16.35,326.73,16.18,0.7195639128657069,862,4008,167.0,42752,1368064
2.048359,-0.019911987730301915,6.812252,0.32127159655094145,0.2644058107620194,327.25,16.49,333.55,17.25,0.7873743884252367,858,4032,168.0,43008,1376256
