average_entropy,average_policy_loss,average_value,average_value_loss,avg_frob_kernel_diff_layer2,avg_frob_kernel_layer2,eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,explained_variance,fps,n_updates,num_ppo_update,steps,total_steps
2.7080445,-0.0016534555082519848,-0.17099278,0.5644608351091543,0.004019251376514662,1.7308876450245196,79.6547619047619,-2.6666667,74.04494382022472,-3.022472,-0.00383197126886059,872,24,1.0,256,8192
2.704048,-0.002273937512654811,-0.35830715,0.35150208867465454,0.00458669524488449,1.7307688965247228,86.82,-2.36,87.08,-2.15,-0.002291009231078611,884,48,2.0,512,16384
2.6903422,-0.0019017789034276372,-0.44411469,0.2952889482387238,0.005286550665001554,1.730690569602526,83.28,-2.13,81.2,-2.15,0.004234197921954785,886,72,3.0,768,24576
2.6833985,-0.0017407843164013077,-0.5522987,0.268986123536403,0.006336301021869635,1.7307142516741385,88.24,-3.19,80.17,-2.29,0.01893332329034103,886,96,4.0,1024,32768
2.6542883,-0.0016129862423986197,-0.70904344,0.1738528970628977,0.007976697955928102,1.7309577189959013,88.29,-2.22,81.36,-2.1,0.04480887807481193,885,120,5.0,1280,40960
2.6342864,-0.0022973486641421916,-0.83755994,0.17285709775984287,0.010388595385931974,1.7311940491199493,80.64,-2.62,80.99,-2.56,0.20507043259236024,880,144,6.0,1536,49152
2.63005,-0.001921790731139481,-0.8815111,0.164447755292058,0.012376907858847867,1.7314274567824144,85.84,-2.13,87.32,-2.3,0.31320945514907517,884,168,7.0,1792,57344
2.6163757,-0.0021338028274476527,-0.7590565,0.1505111613124609,0.014013206256577877,1.7316909113755592,85.51,-2.8,84.71,-2.49,0.4126432329890207,877,192,8.0,2048,65536
2.591722,-0.0023434763541445138,-0.7240139,0.14181485950946807,0.015736092959682188,1.7318973298256213,85.17,-2.02,83.67,-2.62,0.49658273593943447,883,216,9.0,2304,73728
2.5869815,-0.002328155697323382,-0.58867544,0.13275599539279936,0.017181891226325137,1.7320191397116735,84.76,-2.27,88.29,-2.54,0.4912157459479122,884,240,10.0,2560,81920
