average_entropy,average_policy_loss,average_value,average_value_loss,avg_frob_kernel_change,eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,explained_variance,fps,n_updates,num_ppo_update,steps,total_steps
2.645002,-0.01348743291106075,-0.266692,0.0770596968010068,0.057645849018756835,84.68,-1.22,83.4,-1.68,0.4462116122943691,881,432,18.0,4608,147456
2.6186101,-0.014657198768109083,-0.17231868,0.07609166111797094,0.06316673525032543,82.94,-0.96,81.95,-1.06,0.5237686208725261,881,456,19.0,4864,155648
2.6298928,-0.015263146432116627,-0.21636675,0.07186522230505943,0.06987216336918729,82.31,-0.71,76.8,-1.29,0.5023242083324174,879,480,20.0,5120,163840
2.6051607,-0.015868518399074674,-0.09093525,0.07390028610825539,0.07702463013785225,80.3,-1.1,82.17,-1.61,0.4741063990244475,877,504,21.0,5376,172032
2.6238606,-0.016098958258517086,0.06922184,0.07318650331348181,0.08464582982872214,78.01,-0.58,78.89,-1.1,0.32427421836645687,879,528,22.0,5632,180224
2.5783222,-0.016944271284155547,-0.13021164,0.07468769427388906,0.09359439489032541,82.19,-0.53,79.08,-0.57,0.3677410408216336,867,552,23.0,5888,188416
2.6030958,-0.01745256531983614,-0.115161225,0.0773658599331975,0.10584771025571085,77.47,-0.72,78.5,-0.84,0.39467455739237867,877,576,24.0,6144,196608
2.598458,-0.018560874247923492,-0.099537514,0.07684156138449907,0.11516177512350537,78.53,-1.04,82.66,-1.02,0.3984509786936521,878,600,25.0,6400,204800
2.5958471,-0.01876536994241178,-0.18024608,0.07372524946928025,0.12613970999206817,78.08,-0.21,73.46,-0.96,0.4443155367332423,875,624,26.0,6656,212992
2.58362,-0.01847315802704543,-0.19884372,0.07047689966857433,0.13558566197752953,81.1,-0.53,80.89,-0.49,0.4004699063077529,878,648,27.0,6912,221184
2.5583508,-0.019787132998462766,-0.20203272,0.06992578938603401,0.1433607382433755,77.41,-0.4,83.41,-0.44,0.4837337977242705,877,672,28.0,7168,229376
2.5881567,-0.019685905284713954,-0.08368594,0.06463145654648543,0.15092260559045134,81.24,-0.41,80.77,-0.39,0.3780775224688161,879,696,29.0,7424,237568
2.5862293,-0.020204504111316055,-0.13020906,0.06338269304484129,0.16049473954453355,78.03,-0.01,80.83,-0.83,0.39322029365451394,869,720,30.0,7680,245760
2.5581336,-0.02117931905435398,0.001999612,0.058473487310111524,0.16507341473230294,82.94,-0.27,76.05,0.07,0.44044818696405674,878,744,31.0,7936,253952
2.57238,-0.02047521203290671,-0.06370212,0.056359846293926236,0.16993107948274838,79.16,-0.28,85.31,-0.64,0.4316888371280324,878,768,32.0,8192,262144
2.5657613,-0.02082673953380436,0.018716965,0.06014020878821611,0.17300791648172198,80.05,-0.28,77.85,-0.39,0.39866548791038836,880,792,33.0,8448,270336
2.5579824,-0.023346221316605808,-0.03277469,0.06032393336296082,0.17522655835463888,77.32,0.22,79.41,0.02,0.39620595804397174,880,816,34.0,8704,278528
2.5513756,-0.023891872237436475,-0.14736138,0.06679928120225669,0.18138386646196955,86.99,-0.12,81.34,-0.13,0.36789088319253194,878,840,35.0,8960,286720
2.4874952,-0.023756652949377895,-0.1480031,0.067211978957057,0.18333594048661844,74.58,-0.04,76.2,0.17,0.48685367541778524,880,864,36.0,9216,294912
2.4967713,-0.02461220547556877,0.062149122,0.06547086913138628,0.18698461894832907,78.63,-0.14,78.24,0.09,0.3627347664033892,870,888,37.0,9472,303104
2.5090227,-0.022985591110773383,0.042813834,0.060848367586731913,0.18975789162019888,82.07,0.67,77.68,0.31,0.33495001165869986,880,912,38.0,9728,311296
2.558723,-0.022303473143838345,0.14395174,0.06157804809510708,0.19302648234935033,77.92,0.1,81.5,-0.09,0.3854269510625037,877,936,39.0,9984,319488
2.551796,-0.024064302905462683,0.19048373,0.05635030530393124,0.1982709082464377,81.17,0.27,77.83,0.37,0.4210579017974466,877,960,40.0,10240,327680
2.541393,-0.023518407014198602,0.18720767,0.055199897363781926,0.20202678512959255,80.39,0.09,82.75,0.04,0.5148123198377313,878,984,41.0,10496,335872
2.483348,-0.024695748835802077,0.16783665,0.05741150815039873,0.20600770520312445,82.35,0.54,81.4,0.23,0.5875357664804657,876,1008,42.0,10752,344064
2.4450293,-0.025428656991571187,0.29679993,0.052295623049139976,0.2090225014835596,81.33,0.4,81.63,0.41,0.4408237378889368,879,1032,43.0,11008,352256
2.4447515,-0.026253349324688317,0.1266805,0.051948284059762956,0.20970721941973483,78.47,0.46,83.35,0.46,0.5093063906742792,879,1056,44.0,11264,360448
2.4310052,-0.026017955713905395,0.17739783,0.047559636328369376,0.21249784103461675,78.68,0.72,84.11,0.62,0.5553995928563762,878,1080,45.0,11520,368640
2.465509,-0.0274592540320009,0.26926956,0.0471980238892138,0.2153085848937432,77.24,0.84,81.99,0.43,0.466419484941218,870,1104,46.0,11776,376832
2.4501858,-0.025938654518686235,0.28221396,0.04880542019382119,0.21815670600959233,83.5,0.63,83.16,0.48,0.47979304414448176,878,1128,47.0,12032,385024
2.372389,-0.024737375117838384,0.33205226,0.051682906318455936,0.22027382760175637,82.03,0.39,81.03,0.51,0.4392972046442153,878,1152,48.0,12288,393216
2.3950503,-0.02644047187641263,0.23058794,0.05176364241167903,0.2225555224078042,78.5,0.81,77.48,0.65,0.4477741947141054,877,1176,49.0,12544,401408
2.361478,-0.02736831221729517,0.30499038,0.04970867365598679,0.22423711747285865,83.02,0.87,86.27,0.79,0.4171358473614868,876,1200,50.0,12800,409600
2.3676827,-0.027252777805551888,0.3243658,0.04780539538711309,0.2281982551018397,82.66,0.85,81.65,0.36,0.42162512274390407,878,1224,51.0,13056,417792
2.322499,-0.027447999529540537,0.3163943,0.047095275223255156,0.23178660257586411,82.15,0.7,78.33,0.66,0.4828953967152154,878,1248,52.0,13312,425984
2.3089883,-0.026715550632216038,0.32695484,0.04881325379014015,0.233599737818752,81.66,0.79,83.99,0.69,0.4715041747850204,870,1272,53.0,13568,434176
2.300519,-0.025700450176373124,0.31178796,0.04970487833023071,0.2346042628799166,84.94,0.87,91.51,0.95,0.5489096889932725,877,1296,54.0,13824,442368
2.288571,-0.026283824061974884,0.26024264,0.049666900262236593,0.23438980394885653,79.72,1.34,82.59,0.67,0.6143908214365466,879,1320,55.0,14080,450560
2.2538872,-0.02505130231846124,0.34643933,0.04894269410520792,0.23568374503936088,80.47,0.96,83.17,0.58,0.44723152905951236,876,1344,56.0,14336,458752
2.2526352,-0.02516444806475192,0.31824005,0.04966994937509298,0.23680172284089385,83.98,0.89,84.15,1.01,0.501097642098116,878,1368,57.0,14592,466944
2.3289385,-0.026053551863878966,0.36670265,0.049443429745733736,0.23869071962932745,81.01,1.05,79.61,0.5,0.5551902816136108,874,1392,58.0,14848,475136
2.3336353,-0.0257253575604409,0.36661583,0.049482822492718695,0.2413674545962186,80.86,1.15,83.59,0.83,0.5460215651473532,878,1416,59.0,15104,483328
2.2982717,-0.027843585796654226,0.2907713,0.04843627218157053,0.24320694183309874,87.78,1.37,81.78,1.17,0.5641650826720759,879,1440,60.0,15360,491520
2.3310618,-0.028089103121310473,0.39854172,0.04750103991478682,0.2444733556005217,82.09,1.5,84.64,0.7,0.538048208608412,869,1464,61.0,15616,499712
2.2854064,-0.026343412431888282,0.51014143,0.04898419804871082,0.24736159649633227,87.48,1.42,79.71,0.72,0.596740765158565,879,1488,62.0,15872,507904
2.32648,-0.026197089829947798,0.3676021,0.050310786440968515,0.24750446182276523,83.68,1.08,84.54,1.43,0.568064213261434,871,1512,63.0,16128,516096
2.2777324,-0.027328222093638034,0.3609286,0.051969598084688186,0.2502226274283159,85.33,1.34,96.83,0.96,0.6338423621379268,877,1536,64.0,16384,524288
2.2870054,-0.028456537618767472,0.6231841,0.0549304474145174,0.25036145711228963,89.72,1.56,88.6,0.22,0.6010550265923884,879,1560,65.0,16640,532480
2.2857451,-0.028300773773808033,0.58180106,0.05892508577555418,0.2512512776468481,100.39,1.66,95.61,1.0,0.5835944311410888,877,1584,66.0,16896,540672
2.2689452,-0.028390574799850583,0.7135005,0.06262263562530279,0.2522232753357717,98.69,1.38,90.99,1.12,0.6435484983044008,878,1608,67.0,17152,548864
2.2660022,-0.02440238402225077,0.61209387,0.07537924095988274,0.2524123075639918,94.0,1.92,94.12,1.38,0.5801845393609398,878,1632,68.0,17408,557056
2.2797153,-0.024296551486477257,0.65742654,0.07619798079133033,0.2529102662312133,89.52,1.46,98.26,1.21,0.6647821679589853,870,1656,69.0,17664,565248
2.299746,-0.024480907525867224,0.6505896,0.07259359039366245,0.2541504752423082,97.03,1.61,98.86,1.69,0.7009069313343266,876,1680,70.0,17920,573440
2.2685778,-0.02511499368119985,0.7361185,0.07360712867230176,0.2540937384501809,90.13,1.62,94.28,1.58,0.7082753776903895,878,1704,71.0,18176,581632
2.2142057,-0.027434116001240908,0.56607485,0.059634284004569056,0.25422484729261624,100.55,1.89,102.76,1.79,0.7396435380730649,876,1728,72.0,18432,589824
2.1610932,-0.028098025429062545,0.6725627,0.05542397283017635,0.2546784359784353,94.36,1.82,103.68,2.29,0.7617366428115344,877,1752,73.0,18688,598016
2.2102468,-0.027430249997414648,0.6389216,0.05675782959908247,0.25693027604193913,90.86,1.79,95.87,1.36,0.763597730846284,878,1776,74.0,18944,606208
2.2134898,-0.028829070585779847,0.71637565,0.051213249713182446,0.25774766389457954,92.34,1.85,90.95,1.55,0.7564602642195972,878,1800,75.0,19200,614400
2.2229576,-0.027161183278076352,0.9189546,0.05357263334095478,0.2575414176320746,98.44,2.0,91.83,1.39,0.7518129802493686,866,1824,76.0,19456,622592
2.30492,-0.026819663592614233,0.59393924,0.058981654420495036,0.25758692036781994,101.89,2.01,105.26,1.97,0.6337565351817729,879,1848,77.0,19712,630784
2.2739732,-0.0274908093130216,0.8350674,0.06357300035655498,0.2581078312581494,99.7,1.57,99.28,1.84,0.7212128134512413,879,1872,78.0,19968,638976
2.275779,-0.027293475866317748,0.6435751,0.07446034740656614,0.2586152734501021,102.05,1.79,110.23,1.67,0.6534177675281185,877,1896,79.0,20224,647168
2.238233,-0.028044093442149462,0.6532685,0.07493150673806667,0.261025512502307,96.6,2.22,107.74,1.83,0.7511195251982452,879,1920,80.0,20480,655360
2.1391335,-0.02695691817905754,0.9014914,0.07611119624227286,0.26296850240656305,96.67,2.03,100.73,1.99,0.7402726311376042,878,1944,81.0,20736,663552
2.1503975,-0.02449988854583353,0.85141957,0.0816101448237896,0.2639754087265049,108.81,2.59,117.86,2.31,0.6712770879553593,878,1968,82.0,20992,671744
2.2139497,-0.025671230582520365,0.8308924,0.07770698968321085,0.26437177952556384,103.71,2.49,114.59,2.15,0.7352599452562084,879,1992,83.0,21248,679936
2.1822877,-0.02564474495127797,0.910706,0.08313308373093604,0.26507178667400566,112.42,2.35,123.93,2.46,0.764783553471446,868,2016,84.0,21504,688128
2.1718307,-0.024868265972472728,1.0466533,0.08706167433410883,0.26478740395534606,116.16,2.71,127.87,3.02,0.7184804497461745,879,2040,85.0,21760,696320
2.1462467,-0.02582637392450124,1.0976723,0.08530685987323522,0.26457048464743865,123.89,2.97,117.75,2.6,0.6951847202267135,878,2064,86.0,22016,704512
2.1602407,-0.028627911009825768,0.86844075,0.08382979579269886,0.26566515774244354,124.25,2.74,139.38,3.44,0.7090951589613798,877,2088,87.0,22272,712704
2.199023,-0.028353300164453685,0.932102,0.0820305572077632,0.2663574016519955,123.65,2.95,152.32,3.67,0.7570613831314901,877,2112,88.0,22528,720896
2.1318696,-0.0264763641403988,1.1127399,0.10021365087479353,0.26632835538614363,123.48,2.5,130.43,2.53,0.6097632582501575,879,2136,89.0,22784,729088
2.2352374,-0.028192702741362156,0.7722963,0.09849802952259779,0.26816496288492564,126.82,2.44,142.78,2.47,0.6988888608716552,878,2160,90.0,23040,737280
2.2066855,-0.023695263057015838,0.8967208,0.12872015051543712,0.2686191238462925,130.53,3.47,136.46,2.33,0.5813979626050523,879,2184,91.0,23296,745472
2.1831355,-0.022736850529909133,0.9469729,0.12831208288669585,0.26839091007908183,105.28,2.16,140.52,2.96,0.7379674822586023,869,2208,92.0,23552,753664
2.2447855,-0.023754252307116985,0.85499805,0.1123124384880066,0.2696601292561917,125.72,3.18,145.08,3.2,0.7521789157175895,878,2232,93.0,23808,761856
2.2048411,-0.02319741642102599,1.1149417,0.12097724214196205,0.2703994480626924,148.57,3.45,151.81,3.09,0.6063200362394676,879,2256,94.0,24064,770048
2.1610723,-0.02121490624733269,1.1131543,0.12855290308594702,0.2711946572221461,159.19,4.3,151.37,3.55,0.5934161249937757,876,2280,95.0,24320,778240
2.1668203,-0.01864899304229766,1.3714164,0.15631223417818546,0.27155072632290067,184.16,5.4,159.22,3.86,0.6019212005240624,878,2304,96.0,24576,786432
2.1663787,-0.018009843174368143,1.3120396,0.1665149649232626,0.27186885032625424,179.76,4.8,174.84,4.23,0.6227058525175788,879,2328,97.0,24832,794624
2.1743836,-0.016205947638954967,1.2426641,0.16402560345828532,0.27214157297497704,162.8,3.83,173.44,4.3,0.6777304360401785,878,2352,98.0,25088,802816
2.1739366,-0.019686932102777065,1.1244814,0.14714971520006656,0.27290502403463635,172.07,3.79,170.07,4.63,0.6831813055432087,869,2376,99.0,25344,811008
2.1435976,-0.02128177325706929,1.3621287,0.13581728704273702,0.27356356683941113,173.95,4.18,179.55,5.13,0.6880103242047424,880,2400,100.0,25600,819200
2.1546395,-0.0215416121436283,1.4193494,0.1436895900964737,0.27434318672333446,183.31,5.23,191.06,4.93,0.738634914175484,879,2424,101.0,25856,827392
2.1826572,-0.02028010329930112,1.4293115,0.1525697337090969,0.2751229703426361,193.66,5.91,191.07,6.0,0.7264637364388401,877,2448,102.0,26112,835584
2.1499205,-0.020233594300225376,1.5482175,0.1571532516926527,0.2756852984783195,176.61,4.81,177.28,5.57,0.7097606544243942,877,2472,103.0,26368,843776
2.2020013,-0.02114714913070202,1.4806421,0.15288496315479277,0.2772395023632617,156.89,4.15,179.11,4.96,0.7301974631507916,876,2496,104.0,26624,851968
2.1386151,-0.02249000303912908,1.6704355,0.15844645500183105,0.2785025132553918,156.87,3.73,165.99,4.28,0.7130239527247952,877,2520,105.0,26880,860160
2.113728,-0.0244247121643275,1.88023,0.1660875467956066,0.2790170219682512,162.48,3.75,169.52,4.3,0.7232698210459634,879,2544,106.0,27136,868352
2.166729,-0.024976076162420213,1.4102864,0.15772853635251521,0.2796922909716765,161.74,3.73,180.38,4.15,0.7239342868364309,879,2568,107.0,27392,876544
2.121554,-0.027053032987751066,1.7660016,0.1509224659204483,0.27895126314390273,166.33,3.9,194.56,5.17,0.7234017154836365,862,2592,108.0,27648,884736
2.0797033,-0.024039665893651543,1.6696699,0.1791231845319271,0.27939812200410025,193.54,5.14,192.59,5.59,0.7101693901370036,877,2616,109.0,27904,892928
2.1717336,-0.02546826602425426,1.5336411,0.1650916064530611,0.27864032948300954,214.44,6.36,202.74,6.52,0.7582310864481665,883,2640,110.0,28160,901120
2.0355947,-0.02081777104176581,1.8610109,0.2050907300412655,0.27868369079771493,232.38,8.1,187.22,6.09,0.7606138464207295,884,2664,111.0,28416,909312
2.0785136,-0.019145806888118386,1.9356575,0.23337231755256652,0.2800592003124101,233.73,8.69,196.74,6.51,0.7652403225679608,886,2688,112.0,28672,917504
2.047142,-0.017824596990831196,1.983698,0.23682588241994382,0.28058898803733645,251.02,10.09,190.65,5.96,0.8086123678951369,885,2712,113.0,28928,925696
2.0687935,-0.01519584103487432,1.894964,0.2563002677261829,0.2816979175522214,255.71,10.29,227.33,7.57,0.803448584562962,885,2736,114.0,29184,933888
2.0839248,-0.016149206459522246,1.9508886,0.26706539928913114,0.28122929944878533,251.18,10.43,225.22,7.83,0.7886243808482901,869,2760,115.0,29440,942080
2.0010443,-0.01570589526090771,2.5784564,0.27035379722714425,0.2816119772337732,237.65,9.7,246.27,8.97,0.8173788136799037,876,2784,116.0,29696,950272
2.0479305,-0.014423941224813462,2.5127094,0.28397634148597717,0.2817480195136297,233.78,8.79,257.71,9.58,0.7729981848349156,879,2808,117.0,29952,958464
1.9691814,-0.014509128630161286,2.3333716,0.2981098072230816,0.28226843671429724,246.23,10.08,271.06,10.44,0.8444963375159925,878,2832,118.0,30208,966656
2.0472775,-0.014734536036849022,2.8735335,0.294007211625576,0.2827367823393572,265.02,11.69,273.75,11.58,0.8231357907297883,879,2856,119.0,30464,974848
2.0192723,-0.01536696560215205,2.8282597,0.2934661281108856,0.2834416725451038,280.34,12.88,251.58,10.05,0.828496541012691,878,2880,120.0,30720,983040
2.0908184,-0.01636818147264421,2.5303438,0.2811588728427887,0.28424771573571933,285.84,14.06,245.86,10.42,0.8406444210724234,874,2904,121.0,30976,991232
2.011538,-0.017358900010585786,2.7602558,0.287809861600399,0.2848481333681515,285.88,13.84,260.89,11.17,0.8413418871717391,871,2928,122.0,31232,999424
1.8945678,-0.018066718131303786,3.0717318,0.2830147570371628,0.28607184280242237,276.05,13.46,272.51,12.63,0.8061682252289197,878,2952,123.0,31488,1007616
1.98946,-0.018985128910280764,3.1461186,0.2838118861615658,0.28708282733956975,269.95,12.58,279.5,12.81,0.8472295852667902,879,2976,124.0,31744,1015808
2.0833492,-0.018951261192560197,3.206679,0.29696381866931915,0.2870720488329728,292.79,13.29,273.4,12.21,0.8218485680780454,879,3000,125.0,32000,1024000
2.0385375,-0.016887815915979446,3.2117045,0.2900736099481583,0.2874633407308942,301.69,14.19,271.25,11.07,0.8605426238839913,878,3024,126.0,32256,1032192
1.8973489,-0.01596700606867671,3.8333163,0.3224698060750961,0.28775556953180403,299.37,14.46,262.09,9.68,0.8371444034450339,877,3048,127.0,32512,1040384
1.9488083,-0.01660088854841888,3.310797,0.33536932051181795,0.2878120488354138,281.22,13.63,285.39,11.69,0.8361488788680997,880,3072,128.0,32768,1048576
1.8877653,-0.01712865401059389,3.4458382,0.33658404141664505,0.2884180978650138,272.67,12.59,293.46,12.48,0.807597080205001,881,3096,129.0,33024,1056768
2.0407035,-0.01824703606776893,3.1676753,0.34272026002407074,0.28929331934168223,278.22,12.58,311.19,14.65,0.8202913258723608,878,3120,130.0,33280,1064960
1.8706365,-0.02145602199714631,3.8090167,0.31988478571176526,0.28995280269356,269.06,12.17,311.71,14.86,0.8433235463582525,870,3144,131.0,33536,1073152
1.9494377,-0.020243760817684232,3.4910712,0.3278568762540817,0.2909895346633026,264.07,11.81,304.84,14.56,0.7791334283533458,879,3168,132.0,33792,1081344
2.0718286,-0.021091254223138095,2.8876996,0.30663266494870184,0.29186625015877543,263.76,11.87,300.44,14.06,0.8298845365133725,875,3192,133.0,34048,1089536
2.0131857,-0.02137297909706831,3.2582743,0.30141570016741753,0.2932729696234067,282.72,13.31,284.76,12.17,0.8219212270951781,878,3216,134.0,34304,1097728
1.9348916,-0.019859214890748263,3.5846806,0.3134236104786396,0.2924146159064202,295.4,13.9,299.28,13.25,0.8283243986010693,877,3240,135.0,34560,1105920
1.920795,-0.019677985985763372,4.0820866,0.3129440696537495,0.29197784938982557,318.07,15.23,290.41,12.05,0.7963770446922243,873,3264,136.0,34816,1114112
1.9676977,-0.019333098828792573,3.75596,0.34086251989006994,0.29199758721959024,314.45,15.46,300.56,13.56,0.7744954862333013,878,3288,137.0,35072,1122304
2.0599105,-0.018910390068776907,3.8176372,0.32956261858344077,0.29204279787483667,308.35,14.75,311.09,14.6,0.8303725703163443,867,3312,138.0,35328,1130496
2.0692601,-0.020173065713606775,3.1232224,0.31539182394742965,0.29233242482656524,305.8,14.72,286.79,13.45,0.8527512246686847,871,3336,139.0,35584,1138688
1.8882148,-0.019116488844156267,3.9214747,0.3055375377833843,0.2927125397892225,294.78,13.98,282.8,13.42,0.8163365371570668,872,3360,140.0,35840,1146880
1.9473122,-0.018807120765559376,3.8681211,0.3134026516973972,0.29274256083936917,306.71,15.28,277.31,13.31,0.8387516461891226,870,3384,141.0,36096,1155072
1.9814314,-0.019179376093670725,4.1509123,0.3167840598523617,0.2934582144731567,303.67,14.17,294.27,14.21,0.8204230469385302,873,3408,142.0,36352,1163264
1.9419924,-0.01840826668776572,4.0130415,0.3325849740207195,0.2941244863683269,314.64,14.85,301.19,15.07,0.8654574349258901,874,3432,143.0,36608,1171456
1.8307642,-0.0167379943607375,4.5731173,0.34131221696734426,0.2948993304300876,328.86,16.07,302.63,14.59,0.8478222101629617,877,3456,144.0,36864,1179648
1.8578291,-0.018339126394130288,4.0058503,0.3339972011744976,0.29571288114502314,330.34,15.32,298.6,13.84,0.8064850114533297,878,3480,145.0,37120,1187840
1.9485224,-0.01801616093609482,3.858944,0.34966565907001496,0.2963473857158706,344.3,16.63,309.66,14.35,0.8218569888929261,868,3504,146.0,37376,1196032
1.909677,-0.01900323900859803,4.1737566,0.341571731865406,0.297598160803318,323.88,14.93,306.74,14.1,0.8339391532974247,877,3528,147.0,37632,1204224
1.826198,-0.018877171706408263,5.029609,0.33722465187311174,0.2985674066557771,312.61,13.55,311.13,13.93,0.8301863690995885,878,3552,148.0,37888,1212416
1.8824624,-0.0175948168663308,4.608373,0.3418419790267944,0.29879850432986305,322.4,15.45,318.93,14.21,0.8479527783555648,878,3576,149.0,38144,1220608
1.9536799,-0.01726042161695659,4.5753655,0.345067532658577,0.2983197243440719,314.93,15.5,318.77,15.05,0.836418021589039,879,3600,150.0,38400,1228800
1.9242605,-0.01726754330098629,4.73173,0.34909805476665495,0.29925394377538134,325.21,17.2,320.04,15.27,0.8432659192950069,878,3624,151.0,38656,1236992
1.8940283,-0.01788767335936427,4.3592567,0.3420610418915749,0.30015091686731293,331.06,17.71,306.05,14.56,0.8342740052813578,879,3648,152.0,38912,1245184
1.9114338,-0.019630842162296176,4.1739163,0.32823568254709246,0.300724797837791,315.46,15.86,309.28,14.93,0.8260382760707097,873,3672,153.0,39168,1253376
1.8896855,-0.02009596102871001,4.4528494,0.31926025211811065,0.30253845754833447,317.64,14.99,311.75,14.55,0.8363799771547347,869,3696,154.0,39424,1261568
2.008868,-0.020902669206261635,4.316992,0.3299606740474701,0.30448954587890986,311.22,13.8,305.45,14.49,0.7572093140134049,879,3720,155.0,39680,1269760
1.9143584,-0.01864551176317036,5.074669,0.3403026753664017,0.3044643508536475,303.91,14.27,306.59,14.76,0.8610418663841496,878,3744,156.0,39936,1277952
2.0227823,-0.01908054987201467,4.6988273,0.3631213527917862,0.30424523708366213,302.18,14.09,299.62,14.57,0.7824907069993928,880,3768,157.0,40192,1286144
1.8259121,-0.019140522496309133,5.2749343,0.3643568208813667,0.3059884680523759,302.53,14.04,295.3,14.29,0.8181880173857242,879,3792,158.0,40448,1294336
1.9483876,-0.018268512079957874,4.9802437,0.35598482817411425,0.3063853837194897,306.31,14.9,299.75,14.49,0.8115465946208956,879,3816,159.0,40704,1302528
1.9795209,-0.01883350332500413,4.8900194,0.37606108099222185,0.30685131979130564,313.27,14.7,316.51,16.17,0.7645432627588542,877,3840,160.0,40960,1310720
1.9790735,-0.01927687929943204,5.35863,0.3672744184732437,0.3074323268873351,310.16,14.52,330.71,16.68,0.8022114554818761,870,3864,161.0,41216,1318912
1.991436,-0.019743601442314684,5.069425,0.3550164192914963,0.30856348911211606,315.79,14.82,331.41,16.46,0.8101150656151306,879,3888,162.0,41472,1327104
1.9404243,-0.020338820461183786,5.2551403,0.34990134358406066,0.3097172021156266,324.01,15.22,330.75,16.08,0.8331617471758317,878,3912,163.0,41728,1335296
2.015346,-0.022196210850961507,5.112215,0.3147523283958435,0.31053440024455387,322.99,15.94,332.6,15.98,0.8606568136876772,880,3936,164.0,41984,1343488
2.0349247,-0.02259230738505721,5.1617584,0.3215942633152008,0.3126566064144884,323.05,15.62,308.23,13.82,0.7904458996021163,877,3960,165.0,42240,1351680
1.8944876,-0.0233445409219712,5.4329677,0.3131450383365154,0.31400342871035847,314.54,15.35,319.26,14.8,0.845838642220776,876,3984,166.0,42496,1359872
2.034222,-0.021082247607409954,5.245164,0.3194545210897923,0.3153280732887132,323.08,15.71,314.77,14.32,0.8065705533715222,880,4008,167.0,42752,1368064
2.049786,-0.01931709509342909,5.669559,0.31751926213502885,0.3167683460882732,325.07,16.02,309.52,14.16,0.823807180645548,878,4032,168.0,43008,1376256
2.1122153,-0.018172650490887465,4.882752,0.308203489780426,0.3177604153752327,320.52,15.99,324.83,15.86,0.8159507015108326,868,4056,169.0,43264,1384448
2.0252132,-0.018044328386895358,5.5637465,0.31331792190670965,0.318511854325022,322.82,15.83,325.66,15.94,0.8073844744755776,877,4080,170.0,43520,1392640
2.0460696,-0.019095460427924992,5.4878154,0.30569774866104127,0.31884957832239924,336.03,17.6,310.32,15.45,0.8423508964458417,879,4104,171.0,43776,1400832
2.1517925,-0.01959364985115826,4.561388,0.29517115324735643,0.3200519746612935,327.47,16.73,307.43,15.19,0.8710961077774658,877,4128,172.0,44032,1409024
