average_entropy,average_policy_loss,average_value,average_value_loss,avg_frob_kernel_diff_layer0,avg_frob_kernel_diff_layer1,avg_frob_kernel_diff_layer10,avg_frob_kernel_diff_layer11,avg_frob_kernel_diff_layer12,avg_frob_kernel_diff_layer13,avg_frob_kernel_diff_layer14,avg_frob_kernel_diff_layer2,avg_frob_kernel_diff_layer3,avg_frob_kernel_diff_layer4,avg_frob_kernel_diff_layer5,avg_frob_kernel_diff_layer6,avg_frob_kernel_diff_layer7,avg_frob_kernel_diff_layer8,avg_frob_kernel_diff_layer9,avg_frob_kernel_layer0,avg_frob_kernel_layer1,avg_frob_kernel_layer10,avg_frob_kernel_layer11,avg_frob_kernel_layer12,avg_frob_kernel_layer13,avg_frob_kernel_layer14,avg_frob_kernel_layer2,avg_frob_kernel_layer3,avg_frob_kernel_layer4,avg_frob_kernel_layer5,avg_frob_kernel_layer6,avg_frob_kernel_layer7,avg_frob_kernel_layer8,avg_frob_kernel_layer9,eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,explained_variance,fps,n_updates,num_ppo_update,steps,total_steps
2.7080498,-0.0003573613745781283,-0.046121497,0.3236064488689105,1.745491874217987,1.7385936121145884,1.7429947137832642,1.7387121438980102,1.7350214918454487,1.727364432811737,1.740426230430603,1.7359228253364563,1.7383871098359427,1.7416675547758738,1.73060040473938,1.728471537431081,1.7357432663440704,1.728615971406301,1.7341540316740671,0.31509792283177374,0.11426517268021902,0.09882434830069542,0.10293530275424322,0.10098944536099831,0.10216742108265559,0.0986893774320682,0.11044995151460171,0.11326085807134707,0.11275510713458062,0.11188809809585412,0.09805288693557183,0.09910921724513173,0.09916432810326417,0.09777504745870828,82.13095238095238,-2.3095238,74.88636363636364,-1.8068181,-6.346826493719426e-05,861,24,1.0,256,8192
2.70775,-0.0005840226367581636,-0.20509437,0.24759019073098898,1.7454330921173096,1.7385504364967346,1.742746647198995,1.738901835680008,1.7348409334818522,1.7274563233057658,1.740354593594869,1.735874503850937,1.738351841767629,1.7415489971637725,1.7300462385018667,1.7288033008575439,1.7358323335647583,1.7287982364495595,1.734045648574829,0.31516724949081737,0.11441845819354057,0.09903323985636234,0.10303475198646386,0.10097275469452142,0.10209527065356573,0.09874201112737259,0.11060713691016039,0.11344321065892776,0.11271305369834105,0.11218098911146322,0.09819356488684813,0.0988732246371607,0.09924082066863775,0.09774295513828596,81.4,-2.36,82.81,-2.79,0.0027129114095643114,875,48,2.0,512,16384
2.7059073,-0.0007318752533238796,-0.30478907,0.22017821814450952,1.7452785869439442,1.7380785763263702,1.742477967341741,1.738983658949534,1.7348530828952788,1.7274953802426656,1.7403961777687074,1.7357484579086304,1.7375396807988486,1.7415232002735137,1.7290707409381867,1.7291748424371083,1.7359706580638885,1.7286404212315878,1.7337249636650085,0.31563322320580484,0.11475214709838231,0.0994150781383117,0.10295425901810328,0.10091036384304365,0.1020779679218928,0.0986174818749229,0.11080562211573124,0.1138821743428707,0.11274438301722209,0.11273684067030748,0.0982096390798688,0.09861885821446777,0.09961269491662582,0.09796089231967926,85.21,-2.72,80.74,-2.83,0.00785922160875907,879,72,3.0,768,24576
2.6978579,-0.000714877009158954,-0.44088748,0.19783629585678378,1.7457972685496013,1.7377422769864401,1.7426483074824015,1.7393114964167278,1.7347276131312053,1.7275993506113687,1.7403123080730438,1.73649689356486,1.736700956026713,1.741928372780482,1.7284169058005014,1.7293285051981608,1.735791297753652,1.728520973523458,1.7330109258492787,0.3166004012028376,0.11549454008539518,0.10009071417152882,0.10299839054544767,0.10089219454675913,0.1020882581671079,0.09861193882922331,0.11146838615338008,0.11529835239052773,0.11325002412001292,0.11355349322160085,0.09844821703930696,0.09855478207270305,0.09994952927033106,0.09889056521157423,80.16,-2.41,76.25,-2.36,0.053526965155685,878,96,4.0,1024,32768
2.6899416,-0.0002106969943270087,-0.47520015,0.16046722769737243,1.7451739668846131,1.7376541495323181,1.7432479639848073,1.7397839426994324,1.7347781638304391,1.7278847535451254,1.7400725781917572,1.7374168753623962,1.736866569519043,1.7423500736554465,1.7274097204208374,1.7301214973131815,1.7357845962047578,1.7280887424945832,1.7323699692885082,0.3171125580867132,0.11675562374293805,0.10148609466850758,0.10325502070287863,0.10099421286334594,0.10231056759754817,0.09874062854796647,0.11223424275716146,0.11707264725118875,0.11374247918526331,0.1149496586372455,0.09834100690980753,0.0983951274616023,0.10031973874817292,0.09948125487814347,85.73,-2.49,82.99,-1.95,0.14211842486485737,877,120,5.0,1280,40960
2.680836,-0.00208879082929343,-0.5645564,0.13695647463202476,1.7447011768817902,1.7377757509549459,1.743062541882197,1.739810182650884,1.7348651528358459,1.7271641035874685,1.7403608421484629,1.7381517966588338,1.7369523525238038,1.7426289439201355,1.7272089739640555,1.7302829384803773,1.7360495070616404,1.7280332465966544,1.7318959057331085,0.3171465516090393,0.11782693030933539,0.10203848605354628,0.10384652242064477,0.10113188549876213,0.10202435789008936,0.09951574560254813,0.1126721249272426,0.11789155279596647,0.11397441724936168,0.11596112462381522,0.09842559775958458,0.09840888275454442,0.10039241264263789,0.0997573459520936,79.15,-1.2,85.87,-3.02,0.3299428372707537,876,144,6.0,1536,49152
2.6895359,-0.0017935651633888482,-0.40498078,0.12443207621574402,1.7446277538935344,1.73765736023585,1.7430409967899323,1.7396710991859436,1.734811786810557,1.7267244617144266,1.7409323235352834,1.7385240574677785,1.7369203786055247,1.7427424589792888,1.726972464720408,1.7304369767506917,1.7361899077892304,1.7276703536510467,1.732497626543045,0.31711167295773823,0.11849477514624596,0.10282936518390974,0.10432939964036146,0.10155257371564706,0.10279789033035437,0.10010561011731625,0.11312475154797236,0.11850542246053616,0.1142335989822944,0.11659347290794055,0.09876543649782737,0.0985409920103848,0.10076491720974445,0.10042718748251597,82.75,-2.37,80.6,-2.42,0.3543292420176839,876,168,7.0,1792,57344
2.6910508,-0.003184749069623649,-0.44917473,0.11941782630980015,1.7443023383617402,1.7376544455687204,1.7438024918238322,1.7401715079943338,1.734509023030599,1.7265843590100607,1.741236694653829,1.7389071106910705,1.7368581950664521,1.7426880816618602,1.7268339395523071,1.7299494862556457,1.736210870742798,1.7279140551884968,1.7329557339350383,0.3171668956677119,0.1187629030396541,0.10406888375679652,0.10494130576650301,0.10222210995852947,0.1040023888150851,0.10039644570400318,0.11322720733781656,0.1187285628169775,0.11439445801079273,0.11746455058455467,0.0991539265960455,0.09909841486563285,0.10118363952885072,0.10097786641369264,77.92,-1.81,83.66,-2.78,0.4178259536039999,868,192,8.0,2048,65536
2.6864078,-0.004327882872894406,-0.44812614,0.11274978801608086,1.7441975871721904,1.7378171543280283,1.7434733013312023,1.7402031521002452,1.7346260805924734,1.7268610715866088,1.7415531794230144,1.7392840127150218,1.736730545759201,1.7425645510355632,1.7264898677666982,1.7302121261755625,1.7364116350809733,1.7278389096260072,1.7330808778603872,0.31728235458334286,0.11963459787269433,0.10476863818864028,0.10542615229884783,0.10303612103064855,0.10504850422342618,0.10127851497381926,0.11361479858557383,0.11902779142061869,0.11435264299313228,0.11828975776831309,0.09921503396083911,0.10003101505960027,0.1015307263781627,0.10135872531682252,80.05,-2.11,83.49,-2.39,0.451018823083595,876,216,9.0,2304,73728
2.6868217,-0.004885044475086034,-0.3360658,0.11346353642642498,1.7440602342287699,1.7379001677036285,1.74353928565979,1.7396755476792654,1.7347296496232352,1.7268099904060363,1.7420858363310496,1.7393481969833373,1.7367094953854878,1.7425024767716726,1.7261799732844034,1.7308526873588561,1.7365558564662933,1.7276173909505208,1.7329864859580995,0.3174793461958567,0.12002093493938445,0.10549896744390329,0.10591979722181956,0.10354947975526253,0.10648695478836695,0.102010806898276,0.11381141555806001,0.11942924211422602,0.11443066261708737,0.1193800050765276,0.09919918272644282,0.10016611951092878,0.10175901850064596,0.10185425200810035,79.69,-2.57,80.53,-3.11,0.48812526396162237,875,240,10.0,2560,81920
