average_entropy,average_policy_loss,average_value,average_value_loss,avg_frob_kernel_diff_layer14,avg_frob_kernel_layer14,eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,explained_variance,fps,n_updates,num_ppo_update,steps,total_steps
2.7080498,-0.0006197575518550972,-0.03186287,0.26201366757353145,0.008209996127213041,1.7297969480355582,81.65116279069767,-2.5232558,79.64367816091954,-1.9770114,0.001025709030989641,854,24,1.0,256,8192
2.7073653,-0.0008560528222005814,-0.17666934,0.2267004456371069,0.009535517927724868,1.729375606775284,84.08,-3.36,83.75,-2.79,0.0062623233819386614,868,48,2.0,512,16384
2.700216,-0.0010809951733487348,-0.37755352,0.19961032064424622,0.009687819099053741,1.7293398439884187,79.1,-2.63,82.32,-2.32,0.009603239938605679,867,72,3.0,768,24576
2.6866264,-0.0012809174077119678,-0.49563307,0.18772682143996158,0.009892693775085112,1.729265695810318,90.98,-3.33,80.81,-1.95,-0.003117771282351134,868,96,4.0,1024,32768
2.6733081,-0.0019766154140233995,-0.5551868,0.15835455685853958,0.009908914973493665,1.729245392481486,79.63,-2.48,83.09,-2.79,0.05855060208698981,864,120,5.0,1280,40960
2.670496,-0.0019456215063109994,-0.584177,0.13525259278714657,0.009553558682091534,1.7297743201255797,82.35,-0.93,81.34,-2.14,0.17089298052137247,867,144,6.0,1536,49152
2.6650655,-0.002101652680430561,-0.5872871,0.12925505243241786,0.011299237795174121,1.729489149649938,82.12,-2.39,86.59,-1.6,0.25649774772534695,864,168,7.0,1792,57344
2.6613114,-0.0032692002248950304,-0.615213,0.12150894105434418,0.012132307700812816,1.7297204971313476,88.31,-2.7,79.44,-1.94,0.3830261647664479,856,192,8.0,2048,65536
2.666106,-0.0018133536982350052,-0.52867866,0.1158809095621109,0.01236568777045856,1.730148035287857,80.52,-1.77,81.14,-2.37,0.48937485238645273,866,216,9.0,2304,73728
2.661976,-0.0030504811485297977,-0.5506543,0.12115360483527184,0.013042625815918049,1.7302908539772033,83.18,-2.13,78.92,-2.47,0.5120530963251618,867,240,10.0,2560,81920
2.6327105,-0.004164982340298593,-0.76164955,0.12639270968735217,0.014446100359782577,1.7299663086732229,80.9,-2.66,78.93,-1.84,0.5892920965675181,865,264,11.0,2816,90112
