average_entropy,average_policy_loss,average_value,average_value_loss,eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,explained_variance,fps,n_updates,num_ppo_update,steps,total_steps
2.7080498,-0.0006109237050016721,-0.053860474,0.32947659989198047,74.21111111111111,-2.1666667,78.40243902439025,-2.987805,0.0002210380892141428,866,24,1.0,256,8192
2.7076406,-0.0005385338445194066,-0.18898395,0.2463719161848227,85.73,-2.8,83.88,-2.36,0.0034244235768535747,877,48,2.0,512,16384
2.7045705,-0.0006209834310640064,-0.31553966,0.22197249283393225,80.72,-2.08,80.98,-2.8,0.017499254486342486,886,72,3.0,768,24576
2.7057571,-0.0008927394277028119,-0.3712321,0.19781898513125876,81.77,-2.2,83.26,-2.89,0.054034262878806416,885,96,4.0,1024,32768
2.6996274,-0.0015906778443604708,-0.36573634,0.1571298874169588,86.11,-2.25,80.1,-1.96,0.19677876858115895,885,120,5.0,1280,40960
2.6903102,-0.0017120640398934483,-0.37410346,0.144291997179389,80.32,-2.24,83.44,-2.7,0.23118627787872947,886,144,6.0,1536,49152
2.6731563,-0.0026380887813866136,-0.44865835,0.1328527906537056,84.06,-2.39,83.22,-2.86,0.2689224718038207,884,168,7.0,1792,57344
2.67785,-0.0026113327220082284,-0.45947605,0.13266866005957126,87.3,-2.53,75.78,-2.39,0.34892029179232587,884,192,8.0,2048,65536
2.672624,-0.004935090751387179,-0.34899822,0.12323159895837307,87.12,-1.91,78.6,-1.64,0.43595053163325637,883,216,9.0,2304,73728
2.6663418,-0.006473264852538705,-0.35239902,0.11363223828375339,82.29,-1.48,82.76,-2.09,0.4280038083112323,876,240,10.0,2560,81920
2.6638155,-0.007051086663268507,-0.3641305,0.11209804579615593,84.28,-2.27,76.69,-1.73,0.4001490918657207,882,264,11.0,2816,90112
2.6627226,-0.00824091248679906,-0.37265816,0.10275448761880397,83.16,-1.79,84.53,-1.36,0.45621639565817995,884,288,12.0,3072,98304
2.6561437,-0.010150307579897344,-0.3278154,0.1027204842865467,80.49,-1.57,84.04,-2.31,0.44845834277617647,883,312,13.0,3328,106496
2.6508934,-0.010887943333946168,-0.36758056,0.10164569310843945,79.75,-1.69,84.22,-1.29,0.45517095697568344,881,336,14.0,3584,114688
2.6364048,-0.012853032713755964,-0.28361768,0.09676157496869564,83.32,-1.53,79.59,-1.73,0.4859298646909169,882,360,15.0,3840,122880
2.621965,-0.013273115842603147,-0.3015139,0.09696175158023834,80.6,-1.48,77.66,-1.42,0.4638242843594286,884,384,16.0,4096,131072
2.6256218,-0.0152894356707111,-0.2193771,0.09008504800498486,82.76,-0.84,82.32,-1.34,0.4009511277634249,874,408,17.0,4352,139264
2.628567,-0.015452367239631712,-0.21473327,0.0849070506542921,81.91,-0.77,81.01,-1.31,0.46716262276266396,885,432,18.0,4608,147456
2.6083844,-0.016335135716944935,-0.19948858,0.08298865422606468,78.34,-0.55,78.23,-1.2,0.41466718832954796,884,456,19.0,4864,155648
2.595867,-0.0177979634096846,-0.28045514,0.08249772429466247,83.37,-1.0,84.43,-0.91,0.4300675761711703,884,480,20.0,5120,163840
2.6030574,-0.017877588509581984,-0.111163184,0.08356788955628872,78.96,-1.29,78.4,-1.08,0.4754725764651535,883,504,21.0,5376,172032
2.5790913,-0.019253405923955143,-0.23340183,0.08036522775888442,87.58,-0.16,82.08,-0.97,0.5132025981058359,885,528,22.0,5632,180224
2.5483062,-0.0207399111520499,-0.28872707,0.07464938387274742,80.85,-0.45,79.16,-0.52,0.4820528333631239,885,552,23.0,5888,188416
2.5871542,-0.020468202400952578,-0.1311362,0.07150334239006043,83.99,-0.93,87.0,-0.42,0.3972946939599764,875,576,24.0,6144,196608
2.5559585,-0.02209385930094868,-0.12643489,0.06703894183039666,78.67,-0.62,82.08,-0.56,0.5049066124531073,885,600,25.0,6400,204800
2.5464272,-0.022754086225759237,-0.2617659,0.06814230889081956,82.68,-0.64,82.62,-0.13,0.4833583203180204,883,624,26.0,6656,212992
