average_entropy,average_policy_loss,average_value,average_value_loss,eprewmean,eval_eprewmean,explained_variance,n_updates,steps,total_steps
2.70805,-0.0005326132522895932,0.02963921,0.31581354575852555,-1.9444444,-1.8333334,-0.0003651816833114552,24,256,8192
2.7072418,-0.0007862839459752043,-0.16530536,0.28544366266578436,-2.85,-2.49,0.004549795076681518,48,512,16384
2.7027261,-0.0008994196153556308,-0.35657305,0.25375518740879166,-2.79,-2.41,0.009280962113986657,72,768,24576
2.6886375,-0.0009621553375230482,-0.4749707,0.23435998133694133,-2.08,-2.31,0.026794903519233082,96,1024,32768
2.6843808,-0.0013498167227953672,-0.5038786,0.20145606532692908,-1.92,-2.27,0.06916532566589817,120,1280,40960
2.6734197,-0.002358402372337878,-0.5396438,0.17325073130428792,-2.19,-2.34,0.16624743389344576,144,1536,49152
2.671744,-0.0027728907857090235,-0.50041735,0.1565154980123043,-1.82,-3.12,0.3097982295624744,168,1792,57344
2.6611986,-0.0025776062533259393,-0.5709309,0.1452434364706278,-1.77,-2.0,0.36991294027834676,192,2048,65536
2.6693888,-0.004770232392475009,-0.37605587,0.13255235485732556,-1.85,-1.83,0.3957568889135409,216,2304,73728
2.6696348,-0.004541483500506729,-0.40262792,0.12452790834009647,-1.69,-1.9,0.43217478148759314,240,2560,81920
2.6676738,-0.005308071670588106,-0.3876315,0.1142975402623415,-1.5,-1.78,0.5045346170153538,264,2816,90112
2.6504278,-0.006156180503312498,-0.460308,0.10882603868842125,-1.57,-1.98,0.4667972093490962,288,3072,98304
2.6502447,-0.006323120470624417,-0.5221467,0.10368986755609512,-1.5,-1.02,0.5485052181334924,312,3328,106496
2.6459126,-0.008457536115311087,-0.5570575,0.09444860942661762,-1.35,-1.77,0.5994452355608231,336,3584,114688
2.6377354,-0.008976328894495964,-0.32364953,0.09457501165568828,-1.3,-1.39,0.5220052169477948,360,3840,122880
2.610875,-0.010406058924272656,-0.3485585,0.09199559204280376,-1.75,-1.81,0.6046873890773123,384,4096,131072
2.618772,-0.01151192628312856,-0.2846212,0.08619064375758172,-0.96,-1.08,0.46191076201481085,408,4352,139264
2.6184812,-0.011905976235866547,-0.24140374,0.08093383815139532,-0.53,-1.09,0.5248216398505456,432,4608,147456
2.6161804,-0.012105082678608596,-0.16692472,0.07906538527458906,-0.49,-1.0,0.4719556098085973,456,4864,155648
2.6105483,-0.014185090879909695,-0.26261348,0.07462328050285577,-1.27,-1.63,0.5719445591546138,480,5120,163840
2.5840635,-0.016125237136147916,-0.18408093,0.07465865280479193,-0.8,-0.99,0.5873184075874547,504,5376,172032
2.5894423,-0.016797798932529986,-0.13060682,0.07249364633113146,-0.38,-0.22,0.5515239282094431,528,5632,180224
2.577933,-0.01740512579213828,-0.13211894,0.07005734171718359,-0.92,-0.91,0.5717069539004105,552,5888,188416
2.5570538,-0.018047818765044212,-0.19403663,0.06752131178975106,-0.51,-0.95,0.5924433237017253,576,6144,196608
2.5646114,-0.01856801547575742,-0.06688035,0.06531234342604876,-0.84,-0.24,0.5386497699062422,600,6400,204800
2.5715055,-0.01854185786098242,-0.08395046,0.06830367155373096,-0.56,-0.65,0.6085603571772509,624,6656,212992
2.5705955,-0.01957861431641504,-0.090116784,0.0673940534889698,-0.06,-0.27,0.5367078962763858,648,6912,221184
2.582713,-0.02057361485203728,0.08882609,0.06432179365307093,-0.07,-0.65,0.5487760283504495,672,7168,229376
2.5512655,-0.02086329031502828,-0.06682377,0.06281310208141803,0.13,-0.44,0.43103570277153,696,7424,237568
2.5439658,-0.020838769644033164,0.13771142,0.06880743190646171,-0.37,-0.48,0.46397258762004845,720,7680,245760
2.5365992,-0.02138153249863535,0.0553832,0.06746572334319353,-0.07,-0.21,0.48691221649739225,744,7936,253952
2.5310948,-0.021811208785511554,0.013831383,0.06714070681482553,0.08,0.01,0.5255755367760515,768,8192,262144
2.556834,-0.021258410001173615,0.08449659,0.06504918552935124,0.16,0.05,0.46869063878013795,792,8448,270336
2.5291495,-0.0217924664914608,-0.056567278,0.05656761381775141,0.53,0.22,0.4621643074715486,816,8704,278528
2.5264235,-0.021853332482278345,-0.04387543,0.054031642936170104,0.37,-0.24,0.507439215727022,840,8960,286720
2.515789,-0.022363508460111915,0.053521626,0.05620241265743971,0.3,0.63,0.49805774976036277,864,9216,294912
2.4755144,-0.021699579949490726,0.020481333,0.0543551254272461,0.65,0.51,0.5282334211014547,888,9472,303104
2.502065,-0.02139753527007997,0.09175467,0.053571607880294324,0.39,0.92,0.4656941538794612,912,9728,311296
2.4934366,-0.02114249433623627,0.15694617,0.05369813721626997,0.69,0.67,0.48491666513034937,936,9984,319488
2.478839,-0.021918842403683813,0.14141846,0.05131307359784842,0.73,0.65,0.4777241401380089,960,10240,327680
2.50395,-0.02198849082691595,0.19388792,0.05208787396550178,0.88,0.69,0.5631699681338664,984,10496,335872
2.4837837,-0.022102963228244333,0.19438031,0.050278793871402744,1.17,0.8,0.5618248590360748,1008,10752,344064
2.49934,-0.024119500634260476,0.31043482,0.04530400319024921,1.18,0.51,0.586153077823145,1032,11008,352256
2.4231348,-0.02400741443503648,0.24298657,0.045639510061591865,0.87,0.85,0.5009225159961713,1056,11264,360448
2.3550904,-0.024278451814316215,0.39941847,0.04396657368168235,0.82,0.77,0.6039157165566484,1080,11520,368640
2.416947,-0.022890482833608984,0.38186598,0.04447146439924836,1.2,1.05,0.7061793222364154,1104,11776,376832
