average_entropy,average_policy_loss,average_value,average_value_loss,avg_frob_kernel_diff_layer11,avg_frob_kernel_layer11,eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,explained_variance,fps,n_updates,num_ppo_update,steps,total_steps
2.7080445,-0.002604695677291602,-0.18375333,0.5156728203097979,0.004078293109432707,1.7310670787468552,80.83333333333333,-2.1410255,78.17647058823529,-2.3294117,0.00698515338539174,818,24,1.0,256,8192
2.7001188,-0.0021021232726828507,-0.3271461,0.33825331057111424,0.004736956520628155,1.7309578260406853,84.01,-1.8,80.67,-2.35,0.014007443537202513,847,48,2.0,512,16384
2.6885219,-0.0018338218991023798,-0.4006734,0.2750471962822808,0.006095640884893783,1.73093973249197,78.63,-2.04,73.81,-2.31,0.008210845517370946,843,72,3.0,768,24576
2.6952426,-0.001716661310638301,-0.4243221,0.24562429062401256,0.00796213997656423,1.7312409725040196,84.86,-2.24,81.5,-2.75,0.11131563896332852,843,96,4.0,1024,32768
2.6895347,-0.0021442750468850134,-0.4994048,0.15767221704125403,0.009614143271141984,1.7315319929271937,81.22,-1.59,87.0,-2.81,0.19581535487745627,842,120,5.0,1280,40960
2.6860418,-0.0016962751955725253,-0.49293315,0.14470242112874984,0.01107644538783461,1.7316679045557977,82.28,-2.57,79.04,-1.64,0.3198995451583151,844,144,6.0,1536,49152
2.6829488,-0.0034263785439543424,-0.559281,0.1316148576885462,0.01265373026153611,1.7317961307242513,83.25,-1.47,81.24,-2.02,0.42822363205225844,842,168,7.0,1792,57344
2.6695051,-0.004945608272682875,-0.44647193,0.1237644363194704,0.013792980677317246,1.7318510979413986,82.25,-1.83,80.69,-2.1,0.4462332793823802,834,192,8.0,2048,65536
2.6532974,-0.006287572102155537,-0.50192684,0.12174377232789993,0.014904324846020245,1.731968354806304,81.23,-1.74,82.33,-1.9,0.46737935158694754,840,216,9.0,2304,73728
2.6661704,-0.0061846118629910055,-0.347542,0.11406320735812187,0.015671243147880886,1.7319950742647052,81.5,-1.07,79.67,-1.72,0.44680113636399843,840,240,10.0,2560,81920
2.638939,-0.009502805662341416,-0.35658264,0.11099204398691655,0.01693813473193586,1.7321871362626553,76.33,-1.16,78.33,-1.42,0.5412777205841539,841,264,11.0,2816,90112
2.6349266,-0.010978940562345087,-0.4077586,0.10618629686534405,0.018127278599149577,1.7323321644216776,75.05,-1.42,80.31,-1.28,0.48467640528032185,841,288,12.0,3072,98304
2.6167953,-0.011793143493123352,-0.37485084,0.10105729155242443,0.01942706451709455,1.732473004050553,83.65,-1.71,78.73,-1.65,0.5374978169523175,841,312,13.0,3328,106496
2.6218991,-0.013672101646661758,-0.35651195,0.09958684086799621,0.020698264712245874,1.7325840612873435,80.68,-1.34,80.86,-1.03,0.5060437031955747,842,336,14.0,3584,114688
2.583793,-0.014495858070440591,-0.3033099,0.09443767312914134,0.021778410879323928,1.7326966607943177,77.93,-0.9,78.25,-0.97,0.5593195111330362,834,360,15.0,3840,122880
2.616809,-0.014586769822053612,-0.25570086,0.09053940735757351,0.022651493758621653,1.7328463725745678,77.98,-1.08,81.69,-1.35,0.4827678916726925,842,384,16.0,4096,131072
2.6002824,-0.015121094584465027,-0.14850375,0.08515723153948784,0.02329038782609132,1.7330053951591253,78.63,-0.95,79.18,-1.21,0.5063402355663411,843,408,17.0,4352,139264
2.5684946,-0.017053761477582155,-0.10251255,0.08006042756140232,0.024177673099438836,1.7330164786428213,72.44,-0.7,76.95,-1.36,0.5251581813749032,844,432,18.0,4608,147456
