average_entropy,average_policy_loss,average_value,average_value_loss,avg_frob_kernel_diff_layer0,avg_frob_kernel_diff_layer1,avg_frob_kernel_diff_layer10,avg_frob_kernel_diff_layer11,avg_frob_kernel_diff_layer12,avg_frob_kernel_diff_layer13,avg_frob_kernel_diff_layer14,avg_frob_kernel_diff_layer2,avg_frob_kernel_diff_layer3,avg_frob_kernel_diff_layer4,avg_frob_kernel_diff_layer5,avg_frob_kernel_diff_layer6,avg_frob_kernel_diff_layer7,avg_frob_kernel_diff_layer8,avg_frob_kernel_diff_layer9,avg_frob_kernel_layer0,avg_frob_kernel_layer1,avg_frob_kernel_layer10,avg_frob_kernel_layer11,avg_frob_kernel_layer12,avg_frob_kernel_layer13,avg_frob_kernel_layer14,avg_frob_kernel_layer2,avg_frob_kernel_layer3,avg_frob_kernel_layer4,avg_frob_kernel_layer5,avg_frob_kernel_layer6,avg_frob_kernel_layer7,avg_frob_kernel_layer8,avg_frob_kernel_layer9,eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,explained_variance,fps,n_updates,num_ppo_update,steps,total_steps
2.576081,-0.016296151583082973,-0.28705263,0.08005774475634098,1.7543697396914164,1.7333535412947336,1.7308550457159677,1.7392940759658813,1.7370971500873567,1.7327116707960764,1.7457711199919383,1.7325133244196573,1.734294315179189,1.735688672463099,1.740216193596522,1.7334617813428244,1.7461483359336853,1.7312897185484568,1.7421935856342317,0.3394151342411836,0.11513845783968767,0.11584699501593908,0.10781885776668787,0.10760257368286451,0.10379119316736857,0.11432373058050871,0.1067722442249457,0.11831015516072511,0.11926931527753672,0.1217338307450215,0.10492175159355005,0.1110686220228672,0.10673827646921079,0.10497589707374573,82.14,-1.03,79.29,-0.89,0.6340623136957184,885,504,21.0,5376,172032
2.5551898,-0.01754721987992525,-0.33421052,0.07808189667761326,1.7542490045229593,1.7333602686723073,1.730480706691742,1.7392161428928374,1.7363953332106272,1.7324665049711863,1.745517776409785,1.7325386305650075,1.7345725834369659,1.735620254278183,1.7406833231449128,1.7336325565973918,1.746103471517563,1.7310366829236348,1.7417378544807434,0.3394267757733663,0.1152001782009999,0.11656388789415359,0.10808274398247401,0.10768716496725877,0.10439766521255175,0.11473747187604506,0.10677308185646932,0.11846206715951363,0.11959651683767637,0.12266118538876375,0.10518216689427694,0.11151786098877589,0.10700207718958457,0.10612399292488893,83.39,-0.83,78.48,-1.06,0.6167754153686189,884,528,22.0,5632,180224
2.507796,-0.019309163596481084,-0.16680312,0.0756775665283203,1.7544137199719747,1.7331298351287843,1.7300184647242227,1.7390533963839212,1.7363655904928843,1.7319332182407379,1.7454130033651987,1.7325871606667838,1.7344921588897706,1.7356847286224366,1.7407944440841674,1.7336602866649629,1.7461187720298768,1.730753767490387,1.741802724202474,0.3395826337238153,0.11526239390174547,0.11722938021024068,0.10828432552516461,0.10762857459485531,0.10490226596593857,0.11524493023753166,0.10678986267497143,0.11840534048775832,0.11985707295437655,0.12297760769724846,0.105374775826931,0.11177550156911215,0.10771150812506676,0.10694445346792539,78.87,-0.63,73.97,-0.6,0.6446543664383613,876,552,23.0,5888,188416
2.46879,-0.020029504392296074,-0.22792253,0.06875326842069626,1.7546310385068258,1.7333013753096262,1.730514297882716,1.7393776814142863,1.7364480912685394,1.732545950015386,1.7456721444924672,1.7325422823429109,1.7346032043298085,1.7356457551320394,1.7408505082130432,1.7339314639568328,1.746245684226354,1.73020934065183,1.7427180965741476,0.3396572947502136,0.11558387813468775,0.1173355887333552,0.10838202175994714,0.10771906425555547,0.10543200597167016,0.11576677989214659,0.1067604056869944,0.11873053945600986,0.11997503265738488,0.12309355524679025,0.10578194881478946,0.1120184849947691,0.10825057942420244,0.10711930356919766,79.5,-0.81,82.81,-0.52,0.6037620191050366,883,576,24.0,6144,196608
2.4766858,-0.021115941992029548,-0.3907017,0.06069115485996008,1.7547568380832672,1.7334189375241598,1.730435808499654,1.7398731609185536,1.7360493997732798,1.7324331442515055,1.746360194683075,1.7325179477532704,1.734758069117864,1.7357384463151295,1.7406039277712504,1.7342211445172628,1.746424396832784,1.7301852583885193,1.742754054069519,0.33968860233823456,0.11608140567938487,0.11764948045214017,0.10884777611742417,0.10771106692651908,0.10575401447713376,0.11644513408342998,0.1067563054462274,0.1190947698429227,0.120059759542346,0.12296719513833523,0.10622362829744816,0.11214273013174533,0.1084626021484534,0.1074665163954099,78.72,-0.58,83.63,-1.11,0.6620702626232478,880,600,25.0,6400,204800
2.524884,-0.020896389298141003,-0.23007423,0.05897188864648342,1.7548322041829427,1.733253586292267,1.7301752984523773,1.740767127275467,1.7356684366861979,1.7326359232266744,1.7461165010929107,1.7325260818004609,1.7347552676995595,1.7359501083691915,1.7405968606472015,1.7341457923253378,1.7465247710545857,1.7301550110181172,1.7428282439708709,0.3397711088260015,0.11625833945969741,0.11774476195375125,0.10936463307589292,0.10782954171299934,0.10673459966977437,0.11676993413517872,0.10675984863191842,0.11959848068654537,0.12018519391616185,0.12343104730049768,0.10666358222564061,0.11240188665688038,0.10900722698618968,0.10782500368853411,80.13,-0.61,82.27,-0.51,0.6693677579057606,881,624,26.0,6656,212992
2.4667597,-0.01996467593125999,-0.34489894,0.05938412144780159,1.7549153486887614,1.7332000037034352,1.7303557395935059,1.7410850803057352,1.7353490074475606,1.7326689918835958,1.7460509737332661,1.7325477759043375,1.7346368869145712,1.7359002312024434,1.740744020541509,1.7340700149536132,1.7463780800501505,1.7303605814774832,1.7429164429505666,0.33987469151616095,0.11643221415579319,0.11805139631032943,0.10984408129006624,0.1079644308735927,0.10696788231531779,0.11718620769679547,0.10676487181335688,0.12003949179003635,0.12047095571955045,0.12394358745465676,0.10702065005898476,0.11246992660065493,0.10968123879283667,0.10792264764507611,81.29,-0.62,77.19,-0.18,0.6018595964816843,881,648,27.0,6912,221184
2.47042,-0.01894630549941212,-0.04461971,0.05948571968823671,1.7551876505215962,1.7333624203999838,1.7310335675875346,1.7407731513182323,1.7354061245918273,1.732061860958735,1.7460992693901063,1.7325014114379882,1.7344746271769205,1.7358655254046123,1.740873251358668,1.7339648346106211,1.7464643796284993,1.730483744541804,1.7430666903654735,0.33994075606266655,0.11648634001612664,0.11835810293753941,0.10971240320553383,0.10818455529709657,0.10748576695720355,0.11758277987440427,0.10675567506502072,0.12034495746095976,0.12059180550277233,0.1242842998355627,0.10711547521253427,0.11285366180042426,0.10962418435762326,0.10816961800058683,84.89,-0.62,81.14,-0.51,0.6417401221207063,880,672,28.0,7168,229376
2.4762292,-0.019869377217255534,0.005303734,0.05766732070595026,1.7551437139511108,1.733547532558441,1.7308274229367575,1.7405392348766326,1.735559864838918,1.7318279484907786,1.7461145877838136,1.7324849287668864,1.734615651766459,1.7357303977012635,1.7404914379119873,1.7339319248994192,1.7463773290316265,1.7307074983914694,1.7431613723436992,0.339923549691836,0.11648495669166246,0.11844043185313542,0.11006803574661414,0.1084705558915933,0.10761742579440275,0.11778172006209692,0.10674636916567883,0.1208370349680384,0.12081785053014756,0.12427748329937457,0.10739938231805961,0.11300848523775736,0.10989013407379389,0.10828066940108935,77.28,0.27,77.62,-0.47,0.6046478389554676,881,696,29.0,7424,237568
2.426956,-0.019928017891943456,-0.20301795,0.058109640032052996,1.7550793290138245,1.7336820840835572,1.7307843387126922,1.7406724592049916,1.7356060445308685,1.731648216644923,1.746043958266576,1.7324704587459565,1.7348233421643575,1.7358358403046925,1.7404029925664266,1.7340233226617177,1.7461707512537639,1.7308867832024892,1.7430224855740866,0.34003164023160937,0.11676925135155519,0.11893573390940824,0.11050800296167533,0.10844116670389971,0.10774339499572913,0.11818171677490076,0.1067476278791825,0.12136678906778495,0.12107957527041435,0.12460030280053616,0.10788802715639273,0.11300064300497373,0.11024536279340585,0.1084486539165179,84.78,0.01,78.72,0.15,0.49604815337782715,873,720,30.0,7680,245760
2.433275,-0.020613026726059615,-0.042558715,0.05848266173154116,1.7550399760405222,1.73392906387647,1.7308488150437673,1.740428203344345,1.7353239019711812,1.730894152323405,1.7465390841166177,1.7324595034122467,1.7350527187188467,1.735991406440735,1.7403535823027292,1.734112020333608,1.7459211806456247,1.7310319642225902,1.7429480334122975,0.34017017955581347,0.11712038827439149,0.11960748309890429,0.11060351654887199,0.10891623037556807,0.10916963232060274,0.11919146919002135,0.10675781319538752,0.12197431673606236,0.12101790768404802,0.12516872187455494,0.10818785342077414,0.11297223046422004,0.11053980700671673,0.1087788563221693,81.63,-0.35,80.87,-0.57,0.444850492879439,882,744,31.0,7936,253952
2.4079843,-0.019998613528441636,-0.03818107,0.05779082152992487,1.7550935864448547,1.7341314812501272,1.7307430585225423,1.7401617805163065,1.7349877218405405,1.7310321708520253,1.747275604804357,1.7324504454930623,1.7348536431789399,1.735929004351298,1.74012597600619,1.7343800246715546,1.7459579805533092,1.7309255202611287,1.7427718500296274,0.3403099089860916,0.11707784856359164,0.12005407487352689,0.11090615348269542,0.10934897686044374,0.11004209083815415,0.12021438622226317,0.10675876581420501,0.12250856645405292,0.1209896215548118,0.1255401959642768,0.10821567475795746,0.11333690869311491,0.11075210987279813,0.1087875949839751,83.61,-0.2,77.51,-0.3,0.5373142993019544,881,768,32.0,8192,262144
2.3922675,-0.021328840765636414,-0.06445103,0.056099779587239024,1.7550352354844412,1.7343000948429108,1.7309103647867838,1.7403248310089112,1.7353208800156912,1.7317305982112885,1.7474274416764577,1.732459040482839,1.734981463352839,1.7359497666358947,1.7400069932142894,1.7344855566819508,1.7461012363433839,1.7310037473837534,1.742763098080953,0.3403730447093646,0.11722331332663695,0.12046951229373613,0.1111196331679821,0.10955148165424665,0.11063810810446739,0.1206287204598387,0.10675049970547358,0.12303968009849389,0.12091745163003603,0.12576009097198645,0.10856562939782938,0.11361316082378228,0.11047395970672369,0.10929963402450085,82.91,0.46,81.85,0.06,0.47291854753369744,882,792,33.0,8448,270336
2.3852115,-0.020724205744918435,0.052601874,0.05534088158980012,1.7549479524294536,1.7344017803668976,1.7311085283756256,1.7405800501505533,1.734659699598948,1.7319582879543305,1.7474102636178335,1.7324725945790609,1.734817636013031,1.7358648439248403,1.7402579009532928,1.7349084218343098,1.746264773607254,1.7312050263086955,1.7427367488543193,0.34037467986345293,0.117600475375851,0.12080864198505878,0.11121627613902092,0.10954903575281302,0.11084621871511141,0.12163427975028754,0.10674400385469199,0.12349689478675524,0.12089757931729157,0.12597580030560493,0.10925611431399981,0.11392736559112866,0.11048251384248337,0.10973326104382673,77.85,0.18,78.86,-0.36,0.5135809710472778,881,816,34.0,8704,278528
2.4002252,-0.02075450077885762,0.11658616,0.05634040785953402,1.7552009344100952,1.734346201022466,1.7309852202733358,1.740594079097112,1.7346192916234335,1.7314550836881002,1.7477115929126739,1.7324812451998393,1.7347997764746348,1.7358556866645813,1.7403970420360566,1.7351294656594594,1.7462852934996287,1.7316563645998637,1.7426953474680582,0.3405089743435383,0.11814971628288427,0.1209815298517545,0.1115628051261107,0.1098223098864158,0.11081347515185674,0.12247413694858551,0.10674557940413555,0.12369425812115271,0.12083349637687206,0.12640760416785876,0.1100116955737273,0.11418933682143688,0.11037094946950674,0.10980220933755239,86.06,-0.5,74.33,0.16,0.35414590551506864,880,840,35.0,8960,286720
2.3594103,-0.020869077739771456,0.103312485,0.052299073059111835,1.755116081237793,1.7343216478824615,1.730912313858668,1.7411097685496013,1.7345273395379384,1.7313779234886169,1.7475303610165913,1.7324914375940959,1.734404162565867,1.7361133714516959,1.740506492058436,1.735216466585795,1.7462094167868296,1.7320671836535135,1.7429383834203085,0.3405664103726546,0.11868454031646251,0.12109677145878474,0.11190515930453936,0.1101327184587717,0.11100799491008123,0.1234183237577478,0.10674902418007454,0.12404082355399927,0.12105061051746209,0.12715353779494762,0.11027189592520396,0.11421706875165304,0.110171227902174,0.10992759950459004,79.49,0.42,81.98,0.03,0.49390246802498106,881,864,36.0,9216,294912
