average_entropy,average_policy_loss,average_value,average_value_loss,avg_frob_kernel_diff_layer6,avg_frob_kernel_layer6,eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,explained_variance,fps,n_updates,num_ppo_update,steps,total_steps
2.7080498,-0.00030050079415862757,-0.019665154,0.32666108881433803,0.0038294907836340522,1.7314379036426544,80.12941176470588,-2.447059,74.98863636363636,-2.2272727,-0.0008615909334384053,845,24,1.0,256,8192
2.7077367,-0.0005612671666312963,-0.19154623,0.23112729284912348,0.004831190360952557,1.7319644153118134,90.96,-2.12,77.26,-2.27,0.006097241281494248,855,48,2.0,512,16384
2.7048764,-0.0006570000680060022,-0.34090418,0.1983485451589028,0.006914279907990325,1.7321960588296255,87.07,-2.12,78.41,-2.58,0.05299686089880651,857,72,3.0,768,24576
2.703895,-0.0011622275487752631,-0.40217403,0.18602711404673755,0.00816757848636674,1.7325597445170084,86.6,-2.43,81.13,-2.51,0.10849352525975975,854,96,4.0,1024,32768
2.7007804,-0.002518362896516919,-0.3723328,0.13596429869532586,0.009075868913835923,1.7327568233013153,87.15,-1.9,90.17,-3.02,0.2440908445811597,858,120,5.0,1280,40960
2.6939335,-0.002392789460718632,-0.45814434,0.12343205340206623,0.009472628453174063,1.7329303801059723,80.78,-1.65,80.46,-2.88,0.2747369922228621,856,144,6.0,1536,49152
2.6845903,-0.0034860966308042406,-0.41513902,0.12153627254068851,0.010419675198742576,1.73324507077535,82.1,-2.23,78.43,-1.76,0.36071993361880716,858,168,7.0,1792,57344
2.6793964,-0.0048757416475564246,-0.35622334,0.10795827694237232,0.011559943657387824,1.733452030022939,81.0,-1.74,79.35,-1.55,0.4867800425886526,848,192,8.0,2048,65536
2.6651812,-0.004255905200261622,-0.41248614,0.10445186868309975,0.012364944041716322,1.73349888920784,80.52,-1.69,78.76,-2.19,0.4935778100161845,858,216,9.0,2304,73728
2.6696563,-0.005797014909330755,-0.3379763,0.10288099393248558,0.013119808331490882,1.7335272192955018,76.91,-2.0,78.99,-1.46,0.5243618508368906,856,240,10.0,2560,81920
2.6639385,-0.006655576245393604,-0.20398544,0.09580633968114853,0.014108005699138932,1.7337938050429027,79.24,-1.53,78.38,-1.43,0.5439355234685619,858,264,11.0,2816,90112
2.6315632,-0.007522639587987215,-0.4316151,0.0926023630797863,0.014514047220291103,1.7339309891064962,73.83,-1.2,78.34,-1.74,0.5518135402327101,855,288,12.0,3072,98304
2.641138,-0.010621691937558353,-0.26896676,0.09062113419175148,0.015019640215905383,1.7342197199662526,84.36,-1.58,79.14,-1.26,0.5463294331611507,857,312,13.0,3328,106496
2.6247373,-0.011712671089917422,-0.1230141,0.083466217815876,0.015027116358396597,1.7342311541239421,77.46,-1.24,77.85,-1.2,0.520433874831217,856,336,14.0,3584,114688
2.636911,-0.012495913589373232,-0.14790769,0.08072282582521438,0.016038229288339305,1.7338422318299611,79.21,-0.96,80.41,-0.87,0.522674546504224,846,360,15.0,3840,122880
2.6456003,-0.014014691286720336,-0.12009659,0.08064481437206268,0.016762066029089813,1.7338270942370098,85.88,-1.37,85.08,-1.07,0.5416728103499533,853,384,16.0,4096,131072
2.6392207,-0.014624427761882544,-0.09537713,0.07945601604878902,0.016718814376508816,1.7340028325716654,81.66,-0.97,82.54,-0.91,0.4391827954450712,853,408,17.0,4352,139264
2.6242886,-0.015959144656080754,-0.13212854,0.08027717750519514,0.016943056207189024,1.7340910037358601,86.47,-1.02,79.1,-0.8,0.46015403389632803,857,432,18.0,4608,147456
2.6110342,-0.0161856589675881,-0.05499489,0.07662829432636499,0.017848249150362486,1.734066633383433,78.7,-0.62,82.03,-0.94,0.4679299319919893,856,456,19.0,4864,155648
2.6082253,-0.01715258586918935,-0.018756445,0.0716933910548687,0.01850633482293536,1.7342382450898488,81.08,-0.51,80.98,-0.62,0.4151590334047822,853,480,20.0,5120,163840
2.6273053,-0.01771535917883739,-0.027153203,0.07583201333880424,0.019920335525724416,1.7343486865361533,85.84,-0.93,82.61,-1.35,0.2906147925382424,856,504,21.0,5376,172032
2.5930817,-0.01922782862558961,-0.09510474,0.0803324693068862,0.021011776498441274,1.7344072461128235,80.9,-0.75,78.56,-1.5,0.35215967597151676,856,528,22.0,5632,180224
2.5732305,-0.020383100076578557,0.0070188856,0.08173256292939186,0.02227901134659381,1.734314360221227,83.92,-0.68,83.1,-1.01,0.47190937318119264,845,552,23.0,5888,188416
2.5880013,-0.020913945003412662,-0.035323706,0.08231164440512657,0.02293542595289182,1.734542049964269,80.28,-0.64,83.66,-0.56,0.388750995166133,855,576,24.0,6144,196608
2.5903497,-0.02209272485692054,-0.07256649,0.07818661384284496,0.023231147388772418,1.7347261687119802,83.12,-0.68,83.88,-1.09,0.42288113452538356,857,600,25.0,6400,204800
2.5712183,-0.022416265639476476,-0.061299156,0.07507682546973228,0.023418137388459097,1.7348705887794496,81.3,-0.59,80.34,-0.22,0.4645819133462722,858,624,26.0,6656,212992
2.5576534,-0.02363486838527024,-0.042686667,0.07260399263352156,0.023915505965123884,1.7351951539516448,79.11,-0.13,82.5,-0.05,0.5066494601534398,858,648,27.0,6912,221184
2.5336704,-0.024491683300584554,-0.14034796,0.07033168312162161,0.024048446946350548,1.7353606363137564,82.6,0.34,82.68,-0.48,0.45506647954756085,855,672,28.0,7168,229376
2.5257678,-0.02661072011105716,0.0932206,0.06671124972403049,0.0244451129285153,1.735352615515391,84.62,0.36,83.59,-0.87,0.4998433198282175,857,696,29.0,7424,237568
2.509582,-0.025575202386826278,-0.13627417,0.06107019517570734,0.024447465497845162,1.7355268319447836,85.57,0.34,87.57,0.02,0.48108776387148555,848,720,30.0,7680,245760
2.5232265,-0.025270883454941214,0.02142017,0.06182918131351471,0.02452494725487971,1.7354971786340079,87.76,-0.11,89.57,-0.12,0.4840798486065433,854,744,31.0,7936,253952
2.4618232,-0.024909168211743236,-0.008996853,0.06775060251355171,0.025023648466837283,1.735808974504471,90.91,-0.01,86.08,-0.04,0.47554920909715404,856,768,32.0,8192,262144
2.4383574,-0.023714235555380582,0.099806674,0.06728556461632251,0.02536191975232214,1.7357775270938873,84.68,0.08,85.6,-0.3,0.5485804820298941,856,792,33.0,8448,270336
2.4061313,-0.02367705028038472,0.14144747,0.07108739282935858,0.026018535519445624,1.7356829822063446,82.73,0.17,79.43,-0.14,0.5314406898592332,855,816,34.0,8704,278528
2.3478682,-0.023618452060036363,-0.04949441,0.07175124924629926,0.02612976423697546,1.7356951455275218,82.6,0.21,75.86,0.01,0.5437804170322853,856,840,35.0,8960,286720
2.3932607,-0.023839991702698172,0.17842819,0.06652991741895675,0.02636044436270216,1.7353697856267294,84.77,0.21,88.66,-0.12,0.5903241402326036,853,864,36.0,9216,294912
2.229308,-0.022303942958824336,0.16463955,0.06593874555081129,0.026298951278052603,1.7352316598097484,85.58,0.67,90.16,0.25,0.6494830963642051,850,888,37.0,9472,303104
2.3522725,-0.021621079063625075,0.29763752,0.06433357276022435,0.02623718773635725,1.7354695161183675,80.34,0.2,81.13,0.11,0.6126933426413694,854,912,38.0,9728,311296
2.3515742,-0.022653480796725488,0.23261008,0.061884365864098075,0.026357352986815387,1.7354518175125122,86.71,0.78,89.9,0.13,0.526385857595029,856,936,39.0,9984,319488
2.3343477,-0.024220692087546923,0.16623157,0.06059199530631304,0.02629689056581507,1.735577400525411,86.89,0.55,87.26,0.69,0.6119199471515309,856,960,40.0,10240,327680
2.2913382,-0.024514766634092668,0.16795532,0.05882078409194946,0.026181718606191378,1.7355081419150034,87.17,0.05,88.75,0.71,0.6178625191073905,855,984,41.0,10496,335872
2.3249311,-0.025293770241551102,0.32604927,0.05563559599220753,0.02634499470683901,1.7354474107424418,84.26,0.77,87.55,0.4,0.6800076791976134,858,1008,42.0,10752,344064
2.305859,-0.02650506962556392,0.37167963,0.05644889585673809,0.02625992086638386,1.7353888193766276,84.63,0.52,81.22,0.48,0.603036910355216,855,1032,43.0,11008,352256
2.2930386,-0.02664966685231775,0.3046966,0.051898064129054546,0.026598007082551098,1.7353889087835948,84.5,0.84,82.79,0.15,0.7205303003209154,855,1056,44.0,11264,360448
2.3073392,-0.02727199947927147,0.3617486,0.051628574654459955,0.026551937427332934,1.7354597230752309,85.73,0.96,85.95,0.73,0.6481208083821511,854,1080,45.0,11520,368640
2.3183126,-0.027657324210740627,0.4196137,0.05603180930018425,0.0269894336204743,1.735670801003774,79.93,0.9,89.67,0.64,0.6199090865650625,844,1104,46.0,11776,376832
2.2965548,-0.027497637094929816,0.4733564,0.055546406991779804,0.027530249494399566,1.7359073460102081,85.53,0.91,81.69,0.43,0.5997862966492585,851,1128,47.0,12032,385024
2.3078744,-0.027077362928539513,0.24808288,0.05986023593693972,0.027563788008410483,1.7358817756175995,88.06,0.83,81.77,0.82,0.6048575255514795,853,1152,48.0,12288,393216
2.3171983,-0.028267402718774974,0.2881621,0.06100225601345301,0.02733898754910721,1.7356892108917237,81.57,0.85,85.12,0.97,0.614403375749065,857,1176,49.0,12544,401408
2.3038282,-0.02953980072401464,0.31274122,0.060571179650723936,0.02730396322052305,1.7357186555862427,87.33,0.83,84.4,0.38,0.6125280423486728,855,1200,50.0,12800,409600
2.316042,-0.02875531786121428,0.4374794,0.05852170865982771,0.027667460187027853,1.7357947250207266,92.11,1.02,88.8,0.65,0.6239562309927137,855,1224,51.0,13056,417792
2.2830794,-0.030245377076789738,0.43908918,0.06326793272048235,0.027848320176902537,1.735789406299591,88.17,1.15,88.19,0.9,0.5988107636654316,854,1248,52.0,13312,425984
2.3006594,-0.03003667093347758,0.33842805,0.05957323037087917,0.02791059460044683,1.7357379297415416,91.31,1.4,80.58,0.6,0.7022853986984212,846,1272,53.0,13568,434176
2.2927964,-0.030660746567882598,0.5529897,0.058672417253255844,0.027969609378487803,1.7358394265174866,89.62,1.15,85.86,0.83,0.6558897859430977,855,1296,54.0,13824,442368
2.2840781,-0.029919196143746375,0.36067015,0.06381993763148784,0.028313056727832495,1.7359316229820252,84.73,1.09,89.85,0.5,0.6607970882446272,858,1320,55.0,14080,450560
2.3073447,-0.029725409680977463,0.19506891,0.0591117787361145,0.02856618073031617,1.7358656207720438,89.62,0.7,94.08,1.25,0.6863627952306206,856,1344,56.0,14336,458752
2.2504525,-0.029456231633666903,0.43950555,0.061279818415641785,0.028613705004681834,1.735808825492859,95.71,1.51,97.16,1.63,0.7184197287534506,858,1368,57.0,14592,466944
2.2532678,-0.027057531403843312,0.42336157,0.06327542074024678,0.028583379734967215,1.7360865076382954,92.04,1.88,98.24,1.14,0.7080359947896053,853,1392,58.0,14848,475136
