average_entropy,average_policy_loss,average_value,average_value_loss,avg_frob_kernel_diff_layer4,avg_frob_kernel_layer4,eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,explained_variance,fps,n_updates,num_ppo_update,steps,total_steps
2.7080457,-0.00025425888209914166,0.1734913,0.22853506046036878,0.003816952560005295,1.7313422423142653,76.81111111111112,-2.1111112,76.46666666666667,-2.4,-0.009427752427906722,858,24,1.0,256,8192
2.707923,-0.00020914857062355927,0.005798399,0.19438778422772884,0.004446845132053148,1.731308590219571,87.73,-2.61,83.72,-2.32,0.00837427165072313,885,48,2.0,512,16384
2.707449,-0.0002735804591793567,-0.124902636,0.17635202128440142,0.004872364774890824,1.7313387093635706,82.52,-1.89,82.27,-2.36,0.018140476314933207,885,72,3.0,768,24576
2.7047563,-0.0005716278950179307,-0.2776637,0.174672327702865,0.0054852643826179175,1.7314689925083748,84.09,-2.34,86.5,-2.78,0.032946512009271456,885,96,4.0,1024,32768
2.6982265,-0.0008690741728059947,-0.35502133,0.15113153651356698,0.0059357853334754155,1.7315980037817589,86.16,-1.99,90.61,-2.43,0.09248060079791387,883,120,5.0,1280,40960
2.7013116,-0.0017186581157147885,-0.35827288,0.14864747509360313,0.006404400407840373,1.7317179989356262,85.12,-2.62,82.08,-2.25,0.17324681830775635,882,144,6.0,1536,49152
2.6939375,-0.0016475262795574964,-0.4580306,0.14579147912561893,0.006908425414931466,1.7317898168013646,84.02,-2.09,81.91,-3.03,0.23453550803676448,877,168,7.0,1792,57344
2.6986709,-0.002634012056514621,-0.34979773,0.13778749436140061,0.007683412688808088,1.7318916951234524,80.19,-2.27,84.97,-2.05,0.3385241582369125,873,192,8.0,2048,65536
2.6913135,-0.004007240843493492,-0.32968873,0.13219174809753895,0.008295358964727922,1.7320587669427578,85.85,-2.56,81.32,-2.08,0.3511205955957716,883,216,9.0,2304,73728
2.6781285,-0.004839957316871733,-0.38652748,0.12799311071634292,0.008863931355935724,1.732139258659803,77.43,-2.26,78.11,-2.0,0.4311276808968816,882,240,10.0,2560,81920
2.6845598,-0.007714538718573749,-0.24661142,0.12634555295109748,0.009299695552410342,1.732285133921183,78.07,-1.93,84.42,-2.28,0.4405280083429228,883,264,11.0,2816,90112
2.6662605,-0.00855539574753493,-0.40169182,0.125085958391428,0.009972010292374132,1.73242766054777,79.62,-1.92,84.91,-1.47,0.4456398103118244,882,288,12.0,3072,98304
2.6524336,-0.010428422596305609,-0.33525127,0.11884789191186428,0.010231871138671522,1.7324827558719196,78.81,-1.07,84.95,-2.16,0.46686659381762297,882,312,13.0,3328,106496
2.6361554,-0.012209168723784388,-0.39758956,0.11542100302875041,0.010506384720518397,1.7325379944764652,78.31,-1.42,80.48,-1.52,0.4610731748109901,879,336,14.0,3584,114688
2.6145039,-0.013976627639494836,-0.40441373,0.11053513944149017,0.010731062381373354,1.7326087568814938,86.68,-1.87,87.85,-2.23,0.4912390853776768,872,360,15.0,3840,122880
2.6084194,-0.014709441447630525,-0.26640612,0.09681335262954235,0.01105060384562386,1.7327071618575316,84.26,-0.93,77.62,-1.28,0.5304425125648946,882,384,16.0,4096,131072
2.6219244,-0.016691364333964884,-0.31125307,0.09335880763828755,0.011307506408610817,1.7328083992004395,81.67,-0.81,80.45,-1.75,0.5196568442615225,879,408,17.0,4352,139264
2.607935,-0.0180790175171569,-0.303296,0.08489214163273573,0.01164268118855209,1.7328551766964106,81.57,-0.97,83.81,-0.88,0.43340993722239096,879,432,18.0,4608,147456
2.609423,-0.018877024543471635,-0.285376,0.07526221986860036,0.011899686250449822,1.7329071581363678,80.57,-0.89,79.99,-1.42,0.5869692899945699,872,456,19.0,4864,155648
2.617309,-0.02019562070723623,-0.32002693,0.07666804891079665,0.01222200610384334,1.7329255690941443,80.85,-1.02,78.38,-0.31,0.5525626479318277,874,480,20.0,5120,163840
