average_entropy,average_policy_loss,average_value,average_value_loss,eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,explained_variance,fps,n_updates,num_ppo_update,steps,total_steps
2.7080498,-0.0005764520222631594,-0.024737556,0.33012257143855095,81.29268292682927,-2.304878,81.33333333333333,-2.8809524,0.0009514247185726799,834,24,1.0,256,8192
2.7074623,-0.0005450896957578758,-0.21337211,0.24352227399746576,85.19,-1.86,83.15,-2.44,0.00132389631169183,847,48,2.0,512,16384
2.7054691,-0.0007345515898325377,-0.32695258,0.21201924524373478,80.4,-1.52,81.48,-1.89,0.0014720633165076213,849,72,3.0,768,24576
2.6975784,-0.0007617107427601392,-0.34624368,0.20581118327875933,82.6,-2.37,83.99,-2.42,0.04073681757287162,847,96,4.0,1024,32768
2.6878645,-0.0002639366104267538,-0.36732632,0.17375412508845328,79.2,-1.99,85.86,-2.89,0.11873538143646822,850,120,5.0,1280,40960
2.6845932,-0.0013369577215053142,-0.38572052,0.1607805023342371,80.36,-2.02,81.83,-3.15,0.20792198569597697,846,144,6.0,1536,49152
2.694958,-0.0009560738154686987,-0.39642534,0.15903828792274,84.0,-1.93,84.59,-2.84,0.23037455403855944,845,168,7.0,1792,57344
2.6861196,-0.002848740282934159,-0.42040735,0.14509621165692807,82.78,-2.04,90.54,-3.41,0.34091692632352655,836,192,8.0,2048,65536
2.6858768,-0.003969729805830866,-0.34407172,0.13276455834507941,82.55,-2.48,81.72,-2.14,0.39658781068801774,847,216,9.0,2304,73728
2.6720548,-0.006706686951220036,-0.42488348,0.12756751447916032,83.87,-2.16,75.07,-1.82,0.43219618522760506,847,240,10.0,2560,81920
2.669605,-0.007274970668368042,-0.45228443,0.11773406162858009,78.47,-1.51,86.25,-2.3,0.4838771534562226,847,264,11.0,2816,90112
2.6657226,-0.008156295972876251,-0.23666425,0.11012373007833957,83.7,-1.39,88.21,-1.62,0.5001813710926604,847,288,12.0,3072,98304
2.658841,-0.009892950139474124,-0.25760406,0.10340986654162407,81.3,-1.83,74.43,-1.18,0.4502726730406803,844,312,13.0,3328,106496
2.6101234,-0.01130231683375314,-0.25305924,0.09326339222490787,77.45,-0.54,83.12,-1.01,0.5186024508527969,846,336,14.0,3584,114688
2.5993288,-0.010823759746272118,-0.1879957,0.08937062747776509,79.93,-0.76,83.02,-1.9,0.5429896487379292,839,360,15.0,3840,122880
2.6015937,-0.012563082021661103,-0.14929138,0.09059953682124615,87.14,-1.29,81.59,-1.42,0.45471796036399115,847,384,16.0,4096,131072
2.604594,-0.012750970295164733,-0.09790408,0.08664799701422453,77.87,-1.19,84.0,-0.92,0.4740255071236118,848,408,17.0,4352,139264
2.5875816,-0.012999064584728331,-0.13798147,0.08808719571679831,84.15,-1.13,85.09,-0.57,0.40957598933004136,845,432,18.0,4608,147456
2.56269,-0.014826411174144596,-0.0874928,0.0876597697660327,80.95,-1.05,79.72,-1.51,0.4668855758978887,845,456,19.0,4864,155648
2.5518396,-0.015028354420792311,-0.18164518,0.08276680309325457,77.83,-0.88,78.43,-1.2,0.5292486571311916,848,480,20.0,5120,163840
2.5358052,-0.016459122519008815,-0.3021372,0.08573141988366842,85.13,-1.22,81.8,-0.89,0.46566290946304434,847,504,21.0,5376,172032
2.518477,-0.016335782853420824,-0.18893357,0.08467835046350956,82.58,-0.75,79.31,-1.16,0.5223550696403629,847,528,22.0,5632,180224
2.5178707,-0.016372019534464925,-0.1311897,0.08002027370035648,77.1,-0.4,76.98,-0.83,0.3796396899025194,838,552,23.0,5888,188416
2.5514736,-0.017219598188530652,-0.20528574,0.07773332163691521,77.73,-0.77,74.71,-1.0,0.5028581197783069,845,576,24.0,6144,196608
2.549337,-0.01796873644227162,-0.27379563,0.07405088793486357,76.46,-0.99,81.17,-0.44,0.5454591897683758,846,600,25.0,6400,204800
2.508223,-0.01768984694033861,-0.18535012,0.07087819363921881,78.48,-0.19,83.03,-0.71,0.524750215053824,846,624,26.0,6656,212992
2.5288386,-0.018139326022937895,-0.1500542,0.07244075004011392,80.61,-0.94,77.24,-0.28,0.4564101627162708,847,648,27.0,6912,221184
2.50838,-0.017752883941866457,-0.044548918,0.06928444020450115,78.61,-0.04,81.51,-0.78,0.45875026237148253,846,672,28.0,7168,229376
2.5558393,-0.018176862155087292,0.0036931448,0.07158297266811132,76.45,-0.75,81.25,-0.76,0.479806868583292,846,696,29.0,7424,237568
2.5577044,-0.018772109099663793,-0.058167085,0.07265283532440663,78.89,-0.64,84.79,-0.79,0.4578148838784576,839,720,30.0,7680,245760
2.5526717,-0.019900056079495698,-0.044175345,0.07071107748895883,77.35,-0.41,78.77,-0.39,0.4574464093714795,846,744,31.0,7936,253952
2.556669,-0.020226046873722224,-0.02618801,0.06970346167683601,82.09,-0.16,79.44,-0.49,0.42312501638578615,846,768,32.0,8192,262144
2.5495613,-0.021450797750148923,0.09530561,0.06304304141551256,77.72,0.0,82.53,-0.66,0.4020023149804052,847,792,33.0,8448,270336
2.5444267,-0.021022581334691495,0.10799695,0.06341468434780836,84.65,-0.29,82.41,-0.54,0.42180549649822474,847,816,34.0,8704,278528
2.5480394,-0.021923242406919598,0.19310205,0.0613833986595273,83.25,0.19,77.44,-0.05,0.5011870527441592,848,840,35.0,8960,286720
2.5132642,-0.023535038367845117,0.2128432,0.06413511741906404,77.79,-0.69,81.43,-0.04,0.47454630267119513,847,864,36.0,9216,294912
2.5423684,-0.022620117138139904,0.14326158,0.06496158976107835,79.07,0.0,80.2,-0.35,0.43931926816589895,839,888,37.0,9472,303104
2.5017514,-0.023394199954345822,0.118598446,0.06282361060380935,79.57,-0.06,79.47,-0.38,0.3810712699908635,847,912,38.0,9728,311296
2.5469532,-0.024413346238434316,0.085209146,0.06034067213535309,79.67,0.14,84.58,0.03,0.47598696239208593,847,936,39.0,9984,319488
2.5199678,-0.02418776913546026,0.07792488,0.05796122811734676,81.03,0.29,76.33,0.11,0.5062348593310353,846,960,40.0,10240,327680
2.5344684,-0.025860274224542082,0.047390413,0.055868143774569036,82.78,0.29,80.2,-0.24,0.6019544118627262,847,984,41.0,10496,335872
2.4683707,-0.025659565436653792,0.04575644,0.05218790173530578,85.87,0.56,80.6,-0.18,0.43073464119324234,847,1008,42.0,10752,344064
2.4523683,-0.025665526525117457,0.019427326,0.05104934334754944,84.46,0.36,85.31,0.22,0.4915207199635562,846,1032,43.0,11008,352256
2.4822307,-0.027673165393061937,0.12032462,0.047687975503504274,78.82,0.44,80.4,0.28,0.5020978807699983,847,1056,44.0,11264,360448
2.456581,-0.02700060007162392,0.08098446,0.047856015972793105,84.04,0.54,81.25,0.59,0.52016931062233,847,1080,45.0,11520,368640
2.4363992,-0.027660720655694603,0.04668727,0.05233538411557674,77.77,0.54,81.73,0.71,0.5644450547399873,839,1104,46.0,11776,376832
2.4285035,-0.025615967670455576,0.18647192,0.059323748499155046,78.78,0.25,78.97,0.7,0.49004525226993434,845,1128,47.0,12032,385024
2.4509797,-0.026264758598990738,0.30209392,0.06003025185316801,85.04,1.02,80.59,0.78,0.592790315244486,847,1152,48.0,12288,393216
2.4570737,-0.027011574828065932,0.4361735,0.06003117643296719,83.71,1.15,85.37,1.11,0.5771475694286272,847,1176,49.0,12544,401408
2.4202013,-0.027424268475733697,0.41747874,0.05589153815060854,80.42,1.09,77.98,0.84,0.6519842888226702,846,1200,50.0,12800,409600
2.4023004,-0.028786102919839324,0.4749902,0.05153168927878141,83.78,1.24,77.22,0.54,0.675225881732471,847,1224,51.0,13056,417792
2.4268248,-0.029422517204657196,0.302801,0.05306942626833916,80.13,1.08,86.38,0.96,0.5835287585291908,848,1248,52.0,13312,425984
2.3823555,-0.029215988754294812,0.3994643,0.05318594940006733,83.69,1.37,85.37,0.84,0.6584633376120805,838,1272,53.0,13568,434176
2.4008522,-0.02963723536580801,0.34717637,0.05498772483319044,79.43,1.18,83.55,1.09,0.6256994555121849,847,1296,54.0,13824,442368
2.3438408,-0.02823737167054787,0.4896814,0.05095042362809181,81.32,1.45,82.54,0.83,0.7830174551635175,849,1320,55.0,14080,450560
2.2618575,-0.027234979153145104,0.50404966,0.050616179518401624,80.5,1.51,85.74,1.5,0.6874708941114613,848,1344,56.0,14336,458752
2.294351,-0.027549141391646118,0.41923076,0.05035509701818228,90.57,1.76,91.31,1.79,0.6788615297838263,847,1368,57.0,14592,466944
2.2722142,-0.02691983403870836,0.5378904,0.04758888933807612,86.23,1.44,95.7,1.67,0.7085014066024486,848,1392,58.0,14848,475136
2.3299224,-0.027075565541163086,0.41632012,0.058632180579006675,86.74,1.16,82.1,0.88,0.5834085383592102,850,1416,59.0,15104,483328
2.2888324,-0.02803577474784106,0.46473223,0.06422732025384903,82.53,1.19,83.45,1.14,0.6322018822252043,849,1440,60.0,15360,491520
2.3605034,-0.028681658725254237,0.29524207,0.06549807976931334,87.1,1.64,83.97,1.49,0.6447115936076193,840,1464,61.0,15616,499712
2.3489747,-0.02917707384796813,0.48383018,0.06997674718499183,79.28,1.1,81.41,1.12,0.5986678529583387,849,1488,62.0,15872,507904
2.3074906,-0.02686030962737277,0.48669532,0.06721288356930018,86.99,1.48,88.82,1.62,0.6782942480615403,848,1512,63.0,16128,516096
2.3125122,-0.02684710121480748,0.5508445,0.06284162942320108,88.02,1.84,84.14,1.23,0.756897013586127,847,1536,64.0,16384,524288
2.3135602,-0.02733276492683217,0.69048476,0.06058094002306461,92.01,2.19,92.64,1.64,0.778210359980436,848,1560,65.0,16640,532480
2.3470736,-0.02773936340585351,0.7013778,0.06267457444220781,91.06,1.87,84.83,1.86,0.6392806405395195,849,1584,66.0,16896,540672
2.3167446,-0.029219753234647216,0.69453824,0.058179587312042716,89.66,1.99,91.11,1.8,0.7265906618470038,849,1608,67.0,17152,548864
2.3190107,-0.028683154871687294,0.7735045,0.062204882465302945,93.06,2.2,92.28,1.91,0.6968592272634937,848,1632,68.0,17408,557056
2.340596,-0.029044925663620234,0.7724316,0.06131368014961481,100.19,2.25,100.71,1.95,0.7612809178283526,840,1656,69.0,17664,565248
2.2722628,-0.028067209827713668,0.8488174,0.06233608458191156,93.36,2.12,102.73,2.06,0.7026459760941399,849,1680,70.0,17920,573440
2.2794964,-0.02682193928398192,0.86281395,0.07013496272265911,103.62,2.42,97.87,2.17,0.6936892004213522,850,1704,71.0,18176,581632
2.2580733,-0.02766574520152062,0.86988175,0.07054662499576807,107.32,2.69,101.2,2.08,0.7282779332479228,848,1728,72.0,18432,589824
2.264884,-0.02542591558303684,0.9862761,0.08740609504282475,117.35,2.99,119.59,2.6,0.5772827874541392,849,1752,73.0,18688,598016
2.1983721,-0.024092723471112548,1.1774604,0.1149507488310337,122.83,2.87,135.28,2.89,0.570870758279957,848,1776,74.0,18944,606208
2.1840847,-0.024494396415539087,1.3426076,0.11606289058923722,129.9,3.18,128.34,2.67,0.7258361473053315,849,1800,75.0,19200,614400
2.2382925,-0.02406818570103496,1.0630394,0.12322559595108032,138.56,3.46,129.06,3.13,0.6301337730768379,837,1824,76.0,19456,622592
2.2068849,-0.026247284677810966,1.1207961,0.12338904820382596,139.69,3.08,148.14,3.77,0.6534747359844135,848,1848,77.0,19712,630784
2.2499502,-0.02796223388519138,1.0926872,0.09637257818132638,130.06,3.27,144.24,3.76,0.7202202721706867,848,1872,78.0,19968,638976
