average_entropy,average_policy_loss,average_value,average_value_loss,avg_frob_kernel_diff_layer9,avg_frob_kernel_layer9,eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,explained_variance,fps,n_updates,num_ppo_update,steps,total_steps
2.7080445,-0.00012165005318820477,-0.0053449087,0.4999153291185697,0.00408354258229906,1.7311586624011397,76.14942528735632,-1.7011495,81.64367816091954,-2.2413793,-0.002332455271699896,829,24,1.0,256,8192
2.7078173,-0.0002026885146430383,-0.14319113,0.3485206812620163,0.004780277773070907,1.7310870107263328,87.45,-3.03,81.04,-1.93,0.0006308373352349461,841,48,2.0,512,16384
2.7066362,-0.00034529272104716964,-0.33724737,0.2798773173449768,0.004919822904787452,1.731082286313176,84.42,-1.67,83.08,-2.22,0.002288286889241209,845,72,3.0,768,24576
2.7018912,-0.00046407052044135827,-0.4156881,0.24815340208200118,0.00522140922488461,1.7311975449323653,85.24,-2.55,84.54,-2.28,0.02798651265711183,844,96,4.0,1024,32768
2.7000635,-0.0012239336175844074,-0.3882223,0.16694278612732888,0.005979450269396125,1.731391731277108,85.4,-1.69,82.98,-1.8,0.13586608180489923,843,120,5.0,1280,40960
2.7013547,-0.0013314926624298097,-0.45173347,0.14121559247374535,0.007013760737132202,1.7316358081996441,88.68,-1.99,83.14,-3.02,0.21721331252360587,838,144,6.0,1536,49152
2.6780164,-0.0010121700866147876,-0.65100175,0.139483076184988,0.008260565607019998,1.731844319589436,89.59,-2.43,86.94,-2.84,0.3183297393597576,829,168,7.0,1792,57344
2.672543,-0.003209101357497275,-0.64061904,0.13709364213049413,0.009346495639346131,1.7319955015555024,81.71,-2.53,79.5,-2.42,0.4137269084183772,834,192,8.0,2048,65536
2.678709,-0.002881871894933283,-0.59515756,0.1341915436834097,0.009819832255502092,1.7319075888022781,84.47,-2.25,85.73,-2.14,0.43493484271731164,840,216,9.0,2304,73728
2.676224,-0.0034956140769645573,-0.6358459,0.13698514841496945,0.010480781605508582,1.7319560311734676,83.4,-1.54,85.22,-2.42,0.4328787689221757,840,240,10.0,2560,81920
2.6824224,-0.005436197728849948,-0.3869258,0.12408801235258579,0.011054492854202635,1.7320440569892526,85.75,-1.92,82.69,-2.89,0.4703935426773429,836,264,11.0,2816,90112
2.673512,-0.0047604881506413226,-0.401144,0.121888637393713,0.011844300131861019,1.7321752971038222,84.18,-2.06,82.41,-1.95,0.4578849094014199,841,288,12.0,3072,98304
