average_entropy,average_policy_loss,average_value,average_value_loss,avg_frob_kernel_diff_layer1,avg_frob_kernel_layer1,eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,explained_variance,fps,n_updates,num_ppo_update,steps,total_steps
2.7080438,-0.0002803400081271927,-0.18408227,0.4303307297329108,0.0048465769913733445,1.730765250325203,77.98809523809524,-2.1785715,82.21686746987952,-2.0722892,0.004869768851044287,872,24,1.0,256,8192
2.7070048,-0.0008482709721041223,-0.35982844,0.2941311780984203,0.005854883547191378,1.7306003050162242,86.55,-2.24,82.62,-1.8,0.011760560630403205,883,48,2.0,512,16384
2.6994824,-0.0012597419036966232,-0.4223341,0.24823107715282175,0.0067989677883990235,1.730833204434468,82.57,-2.91,82.3,-2.18,0.03494283099762241,886,72,3.0,768,24576
2.6817222,-0.0014881709454736363,-0.5173347,0.22551105512926975,0.00827022884983953,1.731225090301954,89.53,-2.63,86.72,-2.09,0.10622282413765116,885,96,4.0,1024,32768
2.673702,-0.001963028758764267,-0.5993496,0.15102331794798374,0.01009254647042017,1.731498891573686,88.05,-2.07,88.14,-2.24,0.1510435352359566,883,120,5.0,1280,40960
2.6813123,-0.0025950140366330743,-0.46746063,0.14834578670561313,0.01161529544591345,1.7315414694639353,83.99,-1.91,86.61,-1.95,0.1987175216859317,882,144,6.0,1536,49152
2.6835816,-0.0029388301353901625,-0.6429625,0.13911498203873635,0.013108048354396391,1.7320341527462007,85.43,-2.08,86.13,-2.41,0.23906740709044816,886,168,7.0,1792,57344
2.6876771,-0.003529903390444815,-0.5096417,0.13471022315323353,0.01499973078532991,1.7324686465355066,85.48,-2.41,81.06,-1.82,0.293810307363213,875,192,8.0,2048,65536
2.671568,-0.004363290355540812,-0.5696239,0.13307352744042875,0.016587128757979522,1.7327173893268293,79.73,-1.94,86.44,-2.37,0.3511331513550988,883,216,9.0,2304,73728
2.6702816,-0.00528860873542726,-0.49960193,0.12185400754213332,0.019072195323419385,1.7330943286418914,83.68,-2.31,83.66,-2.14,0.40423737987258623,885,240,10.0,2560,81920
2.664363,-0.0061791162053123115,-0.46504992,0.12447430610656739,0.021096935596686597,1.7334801520292575,80.97,-2.0,73.27,-1.62,0.4113503563630907,882,264,11.0,2816,90112
2.6567519,-0.008153384616598487,-0.5130599,0.11468444868922234,0.022640308286900262,1.7337858062524063,82.38,-2.01,82.43,-3.2,0.3884955753680006,884,288,12.0,3072,98304
2.6516798,-0.01008464528247714,-0.35661805,0.10955549940466881,0.02440303457320141,1.7341908042247478,79.79,-2.25,79.07,-1.86,0.39039201243852073,882,312,13.0,3328,106496
2.639319,-0.011971686116885394,-0.28176486,0.1067807788401842,0.02548092870705563,1.734631583553094,76.05,-1.27,81.61,-1.96,0.39231975857482715,884,336,14.0,3584,114688
2.627122,-0.013836437019053847,-0.30694532,0.10046283021569252,0.026931518730220625,1.735100962794744,77.19,-1.89,79.14,-2.04,0.3335932275329052,873,360,15.0,3840,122880
2.627256,-0.015041471889708192,-0.34320843,0.10178353562951088,0.02835211077945504,1.735314801793832,83.77,-1.25,81.48,-1.96,0.30392909251598244,882,384,16.0,4096,131072
2.6229308,-0.017632375524844975,-0.3292736,0.10027787998318673,0.02966830876943006,1.7356620146678043,82.8,-1.52,81.64,-1.99,0.3496380223350033,884,408,17.0,4352,139264
2.606538,-0.01868989024544135,-0.22059765,0.09927360489964485,0.031022594348362766,1.7359345997755344,78.85,-1.29,78.94,-0.9,0.31739647060871434,886,432,18.0,4608,147456
2.6077158,-0.02052573621273041,-0.30595392,0.10084726326167584,0.03239191812852395,1.7360724653189,85.68,-1.2,81.87,-2.29,0.25813168040797585,885,456,19.0,4864,155648
2.5902057,-0.02208775004837662,-0.23112856,0.09275693666189909,0.03372697719533798,1.7364333700675232,83.91,-0.87,89.55,-2.32,0.35102496653618953,883,480,20.0,5120,163840
2.5996466,-0.024844818897545338,-0.16176535,0.08753847036510706,0.03483412836649113,1.7366152795461507,82.01,-0.88,82.47,-1.55,0.2958161509720598,884,504,21.0,5376,172032
2.5803828,-0.025312965181656183,-0.21122183,0.08300581727176905,0.03609971312300064,1.7366319823723573,74.14,-1.09,78.96,-1.34,0.27292573461696845,883,528,22.0,5632,180224
2.5766065,-0.02602004212792963,-0.12813318,0.0834677990153432,0.03780345883543947,1.736825506733014,80.16,-1.33,80.53,-1.35,0.2992658423039536,875,552,23.0,5888,188416
2.5546632,-0.02767696514725685,-0.123380296,0.08362266451120376,0.03916766576073551,1.7370764507697178,77.09,-0.61,84.14,-1.44,0.39654942229277845,884,576,24.0,6144,196608
2.5651133,-0.028213828699663282,-0.20468935,0.0872692221403122,0.04036912397260175,1.737473584826176,78.12,-1.03,77.87,-1.29,0.32037607702704174,884,600,25.0,6400,204800
