average_entropy,average_policy_loss,average_value,average_value_loss,avg_frob_kernel_change,eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,explained_variance,fps,n_updates,num_ppo_update,steps,total_steps
2.574434,-0.014229170307517051,-0.29474297,0.0796741296350956,0.033971577505802826,78.78,-1.31,79.02,-0.94,0.5898952181301949,844,456,19.0,4864,155648
2.5824547,-0.014559725089929998,-0.24636857,0.07882068283855916,0.037741597409227064,79.51,-0.71,81.06,-0.81,0.5023800693833056,843,480,20.0,5120,163840
2.5504918,-0.01511092397151515,-0.27849472,0.07469492014497518,0.04040405453581895,77.21,-0.77,79.62,-1.03,0.6262624218291223,845,504,21.0,5376,172032
2.5131223,-0.01550726794404909,-0.22384237,0.06613952096551656,0.04145728242361829,78.93,-0.54,76.16,-0.65,0.4290526555280646,845,528,22.0,5632,180224
2.5438983,-0.01627422556048259,-0.11146803,0.06195341382175684,0.04174340409891946,76.76,-0.7,78.29,-0.7,0.4632978948483414,836,552,23.0,5888,188416
2.5209453,-0.01578285582130775,-0.11942182,0.06065395768731832,0.042122643862274434,79.66,-0.63,77.73,-0.62,0.46315899690103335,844,576,24.0,6144,196608
2.5147054,-0.01602615892421454,-0.060474444,0.06370987582951784,0.04298699873366526,82.74,-0.78,82.96,-0.68,0.46919546143755686,845,600,25.0,6400,204800
2.4974422,-0.016930117243900894,-0.080184415,0.06471834812313318,0.04423094028607011,81.3,-0.7,85.89,-0.92,0.6136829053251736,845,624,26.0,6656,212992
2.5061944,-0.017094387407414615,-0.03172982,0.06272560950368643,0.046123302852114044,79.93,-0.23,75.11,-0.33,0.5740735148125826,843,648,27.0,6912,221184
2.4287956,-0.017912469701841474,-0.043103304,0.05935449786484241,0.04886296001218614,78.45,-0.23,80.57,-0.74,0.56223945923632,844,672,28.0,7168,229376
2.4242895,-0.01767065635882318,-0.11089131,0.05581025097519159,0.05052811295414964,76.88,-0.34,78.53,-0.73,0.5981209404367733,842,696,29.0,7424,237568
2.3814962,-0.01805420336779207,-0.058234572,0.05711525626480579,0.052720844612589905,81.9,-0.81,83.13,-0.58,0.6230067527691846,835,720,30.0,7680,245760
2.439811,-0.018103038303088397,0.084557354,0.05487004559487105,0.054004545168330274,79.75,0.07,76.08,-1.23,0.5757493133718431,842,744,31.0,7936,253952
2.4086637,-0.01951568908756599,-0.15204476,0.054902684092521664,0.05725994351364318,77.86,-0.08,76.92,-0.97,0.6740126259924688,844,768,32.0,8192,262144
2.3884099,-0.019128263664897532,-0.18205446,0.05626844983547926,0.0586951162577385,79.79,-0.73,82.51,-0.64,0.715010693814398,844,792,33.0,8448,270336
2.3877954,-0.01900991371134296,-0.07579223,0.053722711615264415,0.05893977844555463,77.35,-0.43,81.89,-0.71,0.5453292509598756,845,816,34.0,8704,278528
2.285728,-0.020744623015634716,-0.09911404,0.0585750886425376,0.060458155016281774,73.66,0.09,75.6,-0.56,0.6072862915823025,842,840,35.0,8960,286720
2.3789122,-0.021555396192707122,0.035816267,0.06359979968518019,0.06610474272054576,81.84,-0.55,83.35,-0.2,0.5243624854314666,845,864,36.0,9216,294912
2.271914,-0.021835384266451,-0.23881839,0.06111808016896248,0.06816196266473049,77.35,-0.41,83.05,-0.83,0.71388192238542,837,888,37.0,9472,303104
2.24739,-0.02234793917275965,-0.213422,0.061475608684122565,0.06816462292114184,75.44,-0.28,77.61,-0.31,0.7074439459693747,845,912,38.0,9728,311296
2.309454,-0.022374075315892698,-0.20175739,0.05845598991960287,0.07027187568712093,79.3,-0.05,79.85,-0.43,0.606214206359549,845,936,39.0,9984,319488
2.2277915,-0.022922579222358762,-0.31890753,0.05834662385284901,0.07342823002753514,77.9,-0.45,81.39,0.02,0.5939224231657558,845,960,40.0,10240,327680
2.219222,-0.023627931466326118,-0.08153308,0.059564523696899414,0.07548675829145525,84.79,-0.25,81.09,-0.58,0.6088317823696877,845,984,41.0,10496,335872
2.227345,-0.02221894493326545,-0.017813198,0.05989746905863285,0.07552595842363578,80.59,0.26,85.03,0.15,0.6172577828140104,846,1008,42.0,10752,344064
2.1917593,-0.02141553467139602,-0.1736332,0.06013920597732067,0.07683324558837783,77.0,-0.2,79.04,-0.55,0.6546136592924789,845,1032,43.0,11008,352256
2.3130445,-0.02191646465100348,0.0745249,0.056618829518556596,0.07779597905686214,79.18,-0.05,78.98,-0.01,0.45609036853603846,843,1056,44.0,11264,360448
2.2386563,-0.0207160879811272,0.03715427,0.05440816774964333,0.07871325212042957,78.68,0.43,83.06,-0.32,0.5362098342338739,843,1080,45.0,11520,368640
2.2827814,-0.020678301728330552,0.19745457,0.053895240649580956,0.079509592681591,80.36,-0.01,79.62,0.14,0.4598976123608729,837,1104,46.0,11776,376832
2.211004,-0.022164022005163132,0.09433462,0.05637889578938484,0.07972839115453619,82.11,-0.03,76.95,-0.17,0.4405296191117366,845,1128,47.0,12032,385024
2.2728374,-0.02122711011674255,0.11604132,0.055314918830990795,0.0807148805775103,87.03,0.19,78.74,0.08,0.577338157438642,845,1152,48.0,12288,393216
2.1633291,-0.02125496888998896,0.10825546,0.05442211654037237,0.08080674783282336,79.32,0.41,81.12,0.01,0.5010031347637972,846,1176,49.0,12544,401408
2.2525997,-0.021019365871325135,0.10891251,0.053859633691608906,0.08310319148447542,78.47,0.2,77.11,0.0,0.5353987063743902,846,1200,50.0,12800,409600
2.2754955,-0.02041653052903712,0.17243528,0.05539137791842222,0.08570613720942111,78.19,0.01,80.45,-0.1,0.5707812548246372,845,1224,51.0,13056,417792
2.3205304,-0.02085850227624178,0.15512955,0.055692319087684156,0.08986566275624293,77.97,0.11,80.1,-0.05,0.6438515718359488,845,1248,52.0,13312,425984
2.3442595,-0.02107952079270035,0.110945076,0.05898711383342743,0.0910991287479798,78.75,0.13,81.48,-0.02,0.6090445029634519,836,1272,53.0,13568,434176
2.2817972,-0.02103116375859827,0.055957712,0.06085188802331686,0.09226379299625045,79.28,0.19,79.65,0.24,0.5195249387458298,843,1296,54.0,13824,442368
2.264723,-0.022855191370472313,0.22397995,0.0604779202491045,0.09306640754498187,81.85,-0.26,85.17,0.12,0.4531011139206378,846,1320,55.0,14080,450560
2.3074229,-0.022631041426211595,0.33459207,0.059694655276834964,0.09689346958129179,83.53,0.43,79.37,-0.05,0.5395858423118681,847,1344,56.0,14336,458752
2.3340442,-0.022168104783631862,0.28955847,0.05828069932758808,0.09875689043353002,79.08,0.5,75.31,0.16,0.5527187370507798,847,1368,57.0,14592,466944
2.3050697,-0.02341856183949858,0.14489979,0.057989372834563256,0.10061790612304494,84.85,0.36,81.28,0.35,0.5180692730259093,844,1392,58.0,14848,475136
2.3777773,-0.023927442566491663,0.17371437,0.05833606705069542,0.1028031221635285,83.36,0.15,83.66,0.06,0.5066760609474275,845,1416,59.0,15104,483328
2.340502,-0.02465184712316841,0.28944048,0.05877173136919737,0.10543726233854181,79.46,0.31,84.62,0.25,0.5619523917110545,846,1440,60.0,15360,491520
2.251207,-0.02713575822301209,0.26769328,0.062193478345870974,0.10611009633257276,80.9,0.38,83.9,0.45,0.6187509617555935,836,1464,61.0,15616,499712
2.342583,-0.025371394518297164,0.09936086,0.0637663185968995,0.10986845740782362,81.37,0.37,90.12,0.32,0.4891288627858146,846,1488,62.0,15872,507904
2.3026838,-0.025846634262707086,0.15415527,0.06159762766212225,0.11233379501139834,84.44,0.35,88.47,0.12,0.5838205832768681,848,1512,63.0,16128,516096
2.298444,-0.02475197339197621,0.17695065,0.061812165826559066,0.11581067847354072,90.84,0.32,85.16,0.18,0.5522355607381655,845,1536,64.0,16384,524288
2.3175645,-0.02398530520265922,0.22412063,0.058490619622170927,0.12153805601632311,83.8,1.08,85.2,0.51,0.5753388741506748,847,1560,65.0,16640,532480
2.3127549,-0.024655901296064257,0.34922114,0.05435892146080732,0.12486919153126932,84.5,0.93,84.68,0.47,0.5957332339833555,845,1584,66.0,16896,540672
2.3290362,-0.02536017573438585,0.2730265,0.057576244473457334,0.12589610957851013,88.28,0.92,84.41,0.62,0.5834307695988348,847,1608,67.0,17152,548864
2.2580674,-0.0260952570149675,0.27237722,0.05898123841732741,0.124509667933342,87.47,0.8,88.62,0.76,0.5229335085805149,845,1632,68.0,17408,557056
2.2447948,-0.02621684060897678,0.12553836,0.061911201179027556,0.12607462021211782,88.99,1.0,87.27,0.66,0.6333833790468366,837,1656,69.0,17664,565248
2.2066343,-0.027059156368486582,0.281692,0.06655611306428909,0.1288299494023834,92.3,0.87,93.27,0.5,0.5325155856210639,845,1680,70.0,17920,573440
2.2141645,-0.027545825452543794,0.22415231,0.06690877255052328,0.1301627815035837,88.23,0.56,98.56,0.51,0.5844565126288636,847,1704,71.0,18176,581632
2.2611177,-0.02928599465172738,0.29322344,0.06230659741908312,0.13065621416483605,92.13,1.04,95.39,1.21,0.6156485585807306,846,1728,72.0,18432,589824
2.2375467,-0.028106727306731045,0.31944773,0.06480646397918463,0.13392186918783755,94.09,0.78,89.77,1.2,0.5870918772251023,847,1752,73.0,18688,598016
2.2068648,-0.02810904724523425,0.2756994,0.05993333674967289,0.13646886741653794,90.76,1.1,94.14,1.34,0.6619444538238881,846,1776,74.0,18944,606208
2.2269497,-0.026447783005423844,0.36246204,0.05540275689214468,0.1366834963361422,88.33,0.89,91.97,0.79,0.5716691552094414,846,1800,75.0,19200,614400
2.2719693,-0.027086417400278152,0.3524266,0.05902042347937822,0.1371090519907219,96.19,1.17,85.2,0.76,0.6341792868506573,839,1824,76.0,19456,622592
2.2245145,-0.027326036365702747,0.32741135,0.056913406662642954,0.1383912908356814,94.04,1.26,101.99,1.46,0.6456420723369516,847,1848,77.0,19712,630784
2.2882032,-0.026938195852562786,0.3625367,0.056465770080685616,0.13903317955278216,96.81,1.07,90.97,1.6,0.7015254643896842,841,1872,78.0,19968,638976
2.2401855,-0.028177931369282306,0.4904801,0.06087258208543062,0.1406772652463544,95.66,0.88,87.84,1.33,0.62507189119378,847,1896,79.0,20224,647168
2.2173414,-0.027122459667734803,0.540727,0.059362900145351886,0.14084309725356953,89.86,1.33,94.06,0.98,0.686385048527052,848,1920,80.0,20480,655360
2.2365942,-0.027369300215505064,0.52743393,0.056637014895677566,0.1397631372812958,94.97,1.72,107.58,1.93,0.6950348157343686,847,1944,81.0,20736,663552
2.2046444,-0.026694424524903296,0.38868982,0.057752350606024266,0.1397648835998206,98.84,1.5,99.65,1.58,0.6772818822185134,847,1968,82.0,20992,671744
2.23019,-0.02719625774770975,0.52479905,0.05350550513714552,0.13955213289175714,99.66,1.96,101.98,1.27,0.6874237157866097,848,1992,83.0,21248,679936
2.2660613,-0.028369279690086843,0.50145906,0.05449799831956625,0.14155560368228526,110.13,2.28,113.06,1.57,0.675445571157495,839,2016,84.0,21504,688128
2.2790186,-0.02854063639882952,0.500355,0.056187775880098344,0.14267898368693532,99.92,1.85,97.38,1.87,0.6590288200249901,847,2040,85.0,21760,696320
2.2836742,-0.027964589768089354,0.41670606,0.060901072397828104,0.14344557321497373,106.17,1.4,101.83,2.02,0.6465968553658544,850,2064,86.0,22016,704512
2.234226,-0.027977737528271974,0.61047626,0.06425785847008228,0.144442287273705,106.44,1.8,102.48,1.61,0.7290843188171583,848,2088,87.0,22272,712704
2.255695,-0.025318475104868413,0.45067468,0.07797393940389157,0.14697076992264815,117.29,2.36,111.03,2.25,0.6208624850812787,846,2112,88.0,22528,720896
2.2452738,-0.02478259599301964,0.6713815,0.08954549539834261,0.1480104478874377,122.23,2.85,116.31,2.27,0.5764220925167605,847,2136,89.0,22784,729088
2.1683662,-0.022090039323084055,0.6794719,0.1004389863833785,0.14889086219703868,126.89,2.79,122.96,2.3,0.6029469615599677,846,2160,90.0,23040,737280
2.1793497,-0.022034157691523434,0.9658406,0.10422135539352893,0.15042005120111362,128.09,2.23,132.18,2.12,0.6996731135037577,848,2184,91.0,23296,745472
2.179631,-0.022377183691132813,0.85442454,0.10061312105506659,0.15105456379907473,128.05,2.2,149.64,3.13,0.694587822065147,840,2208,92.0,23552,753664
2.1484861,-0.022119884446728976,0.806016,0.1111870090290904,0.15187424328178167,135.31,2.57,151.41,3.95,0.5678709827026502,847,2232,93.0,23808,761856
2.161587,-0.02402442242251709,1.0040154,0.13078482639044522,0.1532874945994644,149.79,3.51,142.27,2.84,0.5823604582162059,849,2256,94.0,24064,770048
2.1017678,-0.025156391484197228,1.016781,0.138111407533288,0.15541237601566882,157.84,3.42,155.99,3.5,0.6872801039953771,848,2280,95.0,24320,778240
2.1295772,-0.02598270058631897,1.1118907,0.13661130160093307,0.15843130475176231,149.82,3.25,154.51,4.16,0.714659043780878,846,2304,96.0,24576,786432
2.2002428,-0.024438361432403327,1.059991,0.13605586111545562,0.15937245685961984,149.58,3.65,160.05,4.54,0.6357701293049904,847,2328,97.0,24832,794624
2.1485171,-0.024005491440184414,0.9674459,0.1357239542156458,0.16019043867431937,166.36,4.0,164.82,3.91,0.5777507263201372,848,2352,98.0,25088,802816
2.1600065,-0.020303911804221572,0.9882791,0.14310028873383998,0.16089608600097044,185.42,4.18,165.02,4.39,0.6505860158533986,839,2376,99.0,25344,811008
2.027876,-0.01820964862126857,1.3296021,0.15801136896014215,0.16095332264722811,177.07,4.53,171.97,4.68,0.6973882160558946,848,2400,100.0,25600,819200
2.106681,-0.017582941581495107,1.3231016,0.16244588159024714,0.16119818278544007,170.24,4.76,195.21,5.36,0.7023811232920638,848,2424,101.0,25856,827392
2.120306,-0.01782986845355481,1.4158083,0.15541341826319693,0.16139465743409737,176.38,5.67,198.98,5.25,0.7346174085140318,846,2448,102.0,26112,835584
2.1641386,-0.019039517883211374,1.4729575,0.15513736829161645,0.16228122494760014,177.93,5.6,205.91,5.9,0.7352629796472981,849,2472,103.0,26368,843776
2.1648202,-0.01959068816155195,1.5849687,0.15555175863206386,0.16278206916259869,185.96,5.89,213.62,7.27,0.7500427935839381,848,2496,104.0,26624,851968
2.1677265,-0.020055734775960444,1.4819711,0.1644806707650423,0.16328073040183103,191.67,6.17,219.99,7.79,0.7632439639716894,851,2520,105.0,26880,860160
2.069566,-0.020118137462995945,1.7665452,0.17758450947701931,0.16297030377955662,201.37,6.98,204.32,6.83,0.7523397623894283,849,2544,106.0,27136,868352
2.019749,-0.01795451497193426,1.9821461,0.18909889653325082,0.163010173255489,214.85,7.42,210.03,6.04,0.7712607453920614,850,2568,107.0,27392,876544
2.0413022,-0.01845128328539431,1.9969963,0.2075243990123272,0.16409322637177648,227.58,8.12,217.29,6.76,0.7716300166411522,840,2592,108.0,27648,884736
2.1572154,-0.01613613628782332,1.817843,0.21127609476447107,0.16498723874489465,235.71,9.19,210.29,6.31,0.8087273874999118,849,2616,109.0,27904,892928
2.198158,-0.015938638984225692,1.6642817,0.21864196956157683,0.16595208777913026,231.92,9.41,225.31,8.12,0.8217360306867484,848,2640,110.0,28160,901120
2.065021,-0.01789905342273414,2.2428129,0.22102626755833626,0.16692114310959974,210.75,8.37,220.41,8.11,0.7739125224155106,849,2664,111.0,28416,909312
2.0085433,-0.02168471069075167,2.4736214,0.20688684538006782,0.16801005433357896,210.34,7.46,227.21,8.49,0.7847626592501189,848,2688,112.0,28672,917504
1.9994627,-0.019848751635290682,2.536502,0.22869879946112634,0.16836742719724065,220.82,8.1,234.19,8.49,0.8307630037917616,851,2712,113.0,28928,925696
2.0775902,-0.0169081349670887,2.152175,0.24032958209514618,0.1698600436072974,236.0,8.58,252.25,9.52,0.8102839070419212,848,2736,114.0,29184,933888
2.0511367,-0.01611992030404508,2.5087895,0.25359678015112874,0.17038324164847532,235.6,8.73,234.46,9.12,0.8022030280239388,839,2760,115.0,29440,942080
1.9892383,-0.011831131065264344,2.623283,0.2890493007004261,0.17103287976767337,241.59,8.75,221.86,8.35,0.7934821881931978,850,2784,116.0,29696,950272
2.0260043,-0.013038905751891434,2.6241348,0.2798035757243633,0.17168576004249708,243.4,8.95,227.72,8.84,0.8141978955159017,852,2808,117.0,29952,958464
2.1089816,-0.013025449560955167,2.570896,0.297129911929369,0.17155969843623184,249.92,9.89,238.53,9.3,0.8119548388544371,851,2832,118.0,30208,966656
2.0152633,-0.015346495029516518,2.7778494,0.286918123960495,0.17193535795169218,252.44,9.96,229.67,8.72,0.8086054548820779,849,2856,119.0,30464,974848
2.0376313,-0.016636658878996968,2.6302183,0.2914841474592686,0.1727605273148843,269.83,11.04,234.37,8.19,0.8146395781783955,849,2880,120.0,30720,983040
1.9354506,-0.015411886675283313,3.5980937,0.3063468989729881,0.17386692123753683,271.97,11.21,258.82,9.46,0.8235921421938485,850,2904,121.0,30976,991232
2.024751,-0.018984841681085527,2.9738517,0.30102402552962304,0.17560853285803682,277.89,12.11,262.78,10.05,0.8256558236358693,842,2928,122.0,31232,999424
2.0468059,-0.01775084109045565,3.0834682,0.32812389701604844,0.1767817253158206,278.3,12.81,278.16,11.67,0.7776845677571076,849,2952,123.0,31488,1007616
2.0580637,-0.017034755046479402,2.8462987,0.32545497253537176,0.17797834612429142,288.44,13.39,276.99,11.77,0.8266170208465626,851,2976,124.0,31744,1015808
2.0029628,-0.018402710021473468,3.2513273,0.33886777311563493,0.17923752112048014,289.05,13.07,271.21,11.39,0.7386970181666683,851,3000,125.0,32000,1024000
2.046727,-0.01634237071033567,3.2204947,0.34045600950717925,0.179121887222642,290.95,13.0,265.74,10.94,0.8450221798231183,850,3024,126.0,32256,1032192
1.9953499,-0.014642033008858562,3.4455502,0.33106551706790927,0.17914178559467905,277.28,11.55,253.14,9.82,0.7917025325920775,849,3048,127.0,32512,1040384
1.9530783,-0.01131291465833783,3.681733,0.34845153748989105,0.18035244968320643,286.0,13.18,261.64,9.79,0.848464678018886,849,3072,128.0,32768,1048576
2.0403826,-0.012782893665134907,3.6035426,0.3450848940014839,0.1792505450901531,275.43,12.58,272.52,10.86,0.8342868805014161,851,3096,129.0,33024,1056768
1.9447362,-0.014096711119636894,3.9430923,0.34941393285989764,0.1798977098826851,285.38,13.41,271.91,11.67,0.7908820594182093,850,3120,130.0,33280,1064960
1.9098344,-0.012317805718630552,3.892831,0.3697669067978859,0.18148792597154775,292.64,13.65,298.75,14.12,0.7821150177362745,843,3144,131.0,33536,1073152
1.8658662,-0.015074075837619603,4.541605,0.408621464073658,0.1831351869872638,309.98,13.72,300.98,14.71,0.7487011713623437,852,3168,132.0,33792,1081344
1.9051787,-0.01548942633671686,4.4239006,0.41732184201478956,0.18429166619621573,311.23,14.27,306.92,14.73,0.7815152517764485,850,3192,133.0,34048,1089536
2.0436306,-0.015007871908601374,3.6108446,0.42653468519449234,0.18591170545135224,313.93,14.99,319.97,16.33,0.7960378559802823,851,3216,134.0,34304,1097728
2.0196474,-0.014174351950641722,4.328924,0.4221606913208962,0.18671565440793833,318.87,15.5,310.42,15.75,0.7647925093848822,851,3240,135.0,34560,1105920
1.9569476,-0.01592712492449209,4.472727,0.3865564242005348,0.18764994976421198,321.22,15.87,300.85,15.3,0.7534250729995431,851,3264,136.0,34816,1114112
2.0091457,-0.015961010102182628,4.3341875,0.37143108814954756,0.18890285988648733,334.53,16.39,293.82,14.18,0.7667064948427091,848,3288,137.0,35072,1122304
1.9740021,-0.015968345990404486,4.5096326,0.36235774755477906,0.18887928571729434,324.29,15.25,289.74,12.88,0.8232447305152042,842,3312,138.0,35328,1130496
1.9572483,-0.017776822228915988,4.445786,0.35942301869392396,0.1892211711300271,312.03,14.07,284.88,12.24,0.793180678855391,847,3336,139.0,35584,1138688
1.9701997,-0.019143116562627256,4.703901,0.34890530467033387,0.1910347585521993,300.31,14.11,279.69,11.56,0.8377906817889436,852,3360,140.0,35840,1146880
2.021039,-0.01910535838920623,4.62154,0.3535611155629158,0.19259817490265482,302.55,14.26,275.33,12.63,0.7592847051306301,850,3384,141.0,36096,1155072
2.049408,-0.019782280544750393,4.7471795,0.3640385410189629,0.19415389471465633,304.87,14.21,278.93,13.18,0.7505736385724074,852,3408,142.0,36352,1163264
1.987249,-0.01979374112095684,5.104245,0.37430617183446885,0.19518277802992434,318.17,15.78,301.83,15.26,0.796017512992609,849,3432,143.0,36608,1171456
1.9486433,-0.01924676286522299,5.6011906,0.3982687225937843,0.19599281978749095,310.81,15.54,298.24,15.16,0.8082166482701776,849,3456,144.0,36864,1179648
1.990265,-0.0187601854884997,5.0489507,0.41331746608018877,0.1963642481714487,296.22,14.92,304.65,15.26,0.7855425730705334,849,3480,145.0,37120,1187840
2.0306897,-0.01888323083985597,4.5979047,0.3977928075194359,0.19736655757185959,308.16,15.21,305.03,14.42,0.778583410887391,842,3504,146.0,37376,1196032
2.020598,-0.018900110074318945,4.6188087,0.3782252073287964,0.19808367932481424,300.86,14.03,310.45,15.51,0.7974930190580248,849,3528,147.0,37632,1204224
2.0083733,-0.01933274726383388,5.1642313,0.34907111451029776,0.1982014240430934,302.9,13.48,314.93,14.8,0.7839719026504675,852,3552,148.0,37888,1212416
1.9670621,-0.021445334404706955,5.154416,0.31158562019467356,0.19853961290348143,314.36,14.16,303.81,13.72,0.7754604498306754,852,3576,149.0,38144,1220608
2.0555158,-0.021729680886492134,4.8898187,0.30509009942412374,0.20079980914791426,313.82,14.4,300.75,14.31,0.8002235831928532,848,3600,150.0,38400,1228800
2.047203,-0.019924366660416127,5.2190905,0.3023270545899868,0.2022653307233538,325.33,14.85,274.88,12.84,0.7794286657066132,851,3624,151.0,38656,1236992
1.9816495,-0.022125215004198253,5.0622144,0.2907464911043644,0.20358993822620028,329.73,15.94,287.65,14.26,0.8419587408542835,851,3648,152.0,38912,1245184
2.0114384,-0.02136633665766567,4.558825,0.29428113654255866,0.20668809142495906,323.46,15.7,311.77,16.3,0.7924173926798115,850,3672,153.0,39168,1253376
1.9878203,-0.02162821634206921,4.8326383,0.3034380832314491,0.20775781864566462,318.96,15.49,311.62,16.29,0.8145773547965378,841,3696,154.0,39424,1261568
2.000878,-0.023228933359496294,4.672676,0.3057620272040367,0.20745125093630382,305.89,14.41,333.63,18.03,0.8227648812799595,851,3720,155.0,39680,1269760
2.020574,-0.021433443021960555,4.9852757,0.31905295386910437,0.2086830391947712,317.4,14.79,330.91,17.34,0.7853014176573396,850,3744,156.0,39936,1277952
2.016547,-0.019582839398644865,4.851778,0.32974098026752474,0.20964596695488408,328.43,15.9,321.38,16.34,0.8219837943851422,848,3768,157.0,40192,1286144
1.9816506,-0.017636658209376037,5.0968475,0.3180123136937618,0.2090418286444176,326.19,15.14,326.8,16.37,0.8141987300844118,850,3792,158.0,40448,1294336
2.0406723,-0.015981749850325286,5.3520927,0.3114257901906967,0.20997133726874986,332.35,15.93,320.56,15.8,0.7791121747240078,850,3816,159.0,40704,1302528
2.04353,-0.01637437683530152,5.288715,0.3145361152291298,0.21066737378991784,331.07,17.03,313.39,16.12,0.7619693937131763,850,3840,160.0,40960,1310720
2.0706534,-0.015910125905647873,5.56771,0.30839625477790833,0.21152170782997495,330.78,17.54,319.43,16.36,0.8020922618659805,843,3864,161.0,41216,1318912
2.0696561,-0.01733471591491252,5.104827,0.3131633594632149,0.21310945068086898,336.61,18.18,316.53,16.09,0.7855255060861738,851,3888,162.0,41472,1327104
2.0091074,-0.01776996307540685,5.829243,0.3182458534836769,0.21574102084906327,331.45,16.76,316.26,16.38,0.7012938696484187,849,3912,163.0,41728,1335296
2.0245025,-0.017804440101608632,5.289043,0.30755624011158944,0.2167672493628093,329.66,16.32,338.34,17.53,0.7717636875721448,853,3936,164.0,41984,1343488
1.9888208,-0.0195398708852008,5.584396,0.31666119635105133,0.21734476364439442,347.11,17.13,346.04,17.86,0.7244948009077645,852,3960,165.0,42240,1351680
1.9764402,-0.017574133863672615,5.9060464,0.3270548298954964,0.21756343295176825,344.58,17.17,353.48,18.26,0.7185935772091483,846,3984,166.0,42496,1359872
2.0356162,-0.01539898291695863,5.772497,0.3490890058875084,0.21765504058982646,355.24,18.37,359.47,18.96,0.7598579287036666,846,4008,167.0,42752,1368064
1.978471,-0.016143036312423645,5.6911697,0.366444448530674,0.21920887212313356,349.8,17.25,358.42,18.83,0.7172449730915575,843,4032,168.0,43008,1376256
1.9739058,-0.01631042500026524,6.0434833,0.34532574281096456,0.2205568586609193,351.78,17.99,348.03,18.03,0.8126241285958462,835,4056,169.0,43264,1384448
1.9684899,-0.016997327762655914,5.5752077,0.3235392501950264,0.22122413328006155,350.3,17.65,345.2,18.15,0.8157670232399724,847,4080,170.0,43520,1392640
1.9932069,-0.020242246012203396,6.0790324,0.3265148851275444,0.22101396047288463,346.61,17.39,344.6,18.08,0.7183337864110839,850,4104,171.0,43776,1400832
