average_entropy,average_policy_loss,average_value,average_value_loss,eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,explained_variance,fps,n_updates,num_ppo_update,steps,total_steps
2.7080498,-0.0003652562736533582,0.01678882,0.27025878615677357,75.37777777777778,-1.8333334,75.44186046511628,-2.6162791,0.00018473429663279362,862,24,1.0,256,8192
2.7075932,-0.0009731142587649325,-0.13272977,0.2271288245295485,82.66,-2.35,84.73,-2.48,0.014454613839827712,873,48,2.0,512,16384
2.701875,-0.0008580590365454555,-0.27137214,0.1996285141342216,83.15,-2.82,84.72,-2.53,0.061301946669131135,871,72,3.0,768,24576
2.6978173,-0.0011952953257908423,-0.32005286,0.18295996457648775,79.67,-1.91,78.59,-3.2,0.17173315385135368,873,96,4.0,1024,32768
2.6969397,-0.000639738948084414,-0.25545174,0.14930656336247922,84.55,-1.83,83.42,-2.12,0.2027957893464698,878,120,5.0,1280,40960
2.6968198,-0.001715959212742746,-0.41927704,0.12692870549857616,82.34,-2.14,80.02,-2.72,0.29382990047387536,876,144,6.0,1536,49152
2.6903305,-0.0022673838213086127,-0.36633918,0.11478758797049522,82.28,-1.83,79.55,-2.26,0.3791067301080542,872,168,7.0,1792,57344
2.6885996,-0.002509645107202232,-0.2680785,0.11677335925400258,85.5,-2.54,81.95,-2.43,0.3493623922177371,866,192,8.0,2048,65536
2.6861675,-0.0033732885727658867,-0.26096714,0.11722426295280457,83.7,-2.68,80.29,-2.51,0.4073884896998057,871,216,9.0,2304,73728
2.6814537,-0.00535929027479142,-0.188286,0.11799377121031285,89.53,-2.46,84.93,-3.03,0.35190337829202534,869,240,10.0,2560,81920
2.6676807,-0.005598907191306353,-0.23421174,0.11538234688341617,80.66,-1.94,84.99,-2.53,0.48893505616843824,874,264,11.0,2816,90112
2.6548364,-0.0074267577566206455,-0.40775207,0.10647716835141181,82.03,-1.77,83.53,-2.11,0.4534655019503976,866,288,12.0,3072,98304
2.6548755,-0.008095676675438881,-0.2517917,0.10164895832538605,90.19,-1.56,76.47,-1.29,0.41680384523840164,867,312,13.0,3328,106496
2.6324604,-0.010660609027836472,-0.19630723,0.09575123019516468,78.69,-1.55,78.6,-2.0,0.4406579009389334,869,336,14.0,3584,114688
2.62679,-0.010734726169612258,-0.20016547,0.09620248027145863,79.03,-2.07,78.98,-1.41,0.3950491393493023,864,360,15.0,3840,122880
2.624087,-0.011347109905909748,-0.24326368,0.09466846346855164,82.77,-1.23,82.09,-1.47,0.41582549297781113,873,384,16.0,4096,131072
2.6277554,-0.012754485406912864,-0.2554381,0.08776670340448618,83.25,-1.38,82.6,-1.72,0.5006690215447491,873,408,17.0,4352,139264
2.6052814,-0.013773627758491785,-0.16126285,0.0829815548658371,82.08,-0.83,82.46,-1.69,0.4573030257377205,873,432,18.0,4608,147456
2.594969,-0.014263240701984614,-0.18554324,0.07723335657268762,82.84,-0.68,78.6,-1.69,0.4232299144223426,875,456,19.0,4864,155648
2.579518,-0.015491446594242007,-0.09603265,0.07454177130013705,81.96,-1.11,80.99,-0.92,0.4978959797617799,874,480,20.0,5120,163840
2.524062,-0.01584426880814135,-0.15967964,0.07615518599748611,76.54,-0.69,82.13,-1.31,0.5132691573891108,874,504,21.0,5376,172032
2.4975097,-0.016046085781417786,-0.25334263,0.07708280961960554,81.21,-0.86,81.14,-0.5,0.5540754432597224,876,528,22.0,5632,180224
2.5266232,-0.017549113635905087,-0.073822856,0.08022694889456033,78.52,-1.27,78.46,-0.36,0.5498834227141803,865,552,23.0,5888,188416
2.5371397,-0.01883219029288739,-0.120221145,0.07609067082405091,79.69,-0.6,83.18,-1.47,0.5893441590790649,872,576,24.0,6144,196608
2.543769,-0.0187951390305534,-0.080463864,0.07236449092626572,83.07,-0.69,83.96,-0.21,0.4672048637030025,874,600,25.0,6400,204800
2.5470192,-0.018958174837753177,-0.12789327,0.06967211693525314,81.04,-0.3,81.17,-0.8,0.4596462362948167,876,624,26.0,6656,212992
2.5097313,-0.01938160921446979,-0.18922828,0.06382896609604359,81.35,-0.5,86.38,-1.61,0.5737956331282127,872,648,27.0,6912,221184
2.475333,-0.019190120017156004,-0.14479092,0.061902996860444544,79.75,-0.35,83.01,-0.44,0.5029729341225575,873,672,28.0,7168,229376
2.5038626,-0.020880337227135896,0.017674126,0.0615369625762105,80.63,-0.7,81.2,-0.33,0.5704280334152769,876,696,29.0,7424,237568
2.433503,-0.02103260627016425,0.054294974,0.06356280330568552,77.96,-0.29,79.4,-0.25,0.4447693188474259,866,720,30.0,7680,245760
2.4598176,-0.021063835239037872,0.20107135,0.06770288053900003,83.15,-0.42,79.11,-0.9,0.49985830803373466,873,744,31.0,7936,253952
2.4308412,-0.02053708741441369,0.07394336,0.0691984150186181,81.67,-0.17,80.64,-0.79,0.48433815022360704,875,768,32.0,8192,262144
2.3893287,-0.02106486927252263,0.06882596,0.06898317702114581,82.02,-0.21,80.8,-0.15,0.5569778358844077,872,792,33.0,8448,270336
2.3706467,-0.02217904650606215,0.02912722,0.06353632118552924,83.5,0.09,81.03,-0.23,0.5585984212912027,870,816,34.0,8704,278528
2.3838086,-0.021517268233001232,-0.084576234,0.06278853848576546,76.56,-0.16,80.42,-0.17,0.49796705934243957,874,840,35.0,8960,286720
2.3715405,-0.02138306084088981,0.021443311,0.0606587927415967,80.91,0.15,88.28,-0.35,0.47918206122653706,874,864,36.0,9216,294912
2.2342794,-0.02182834202889353,0.13175242,0.06560630306601524,85.66,-0.46,76.86,-0.19,0.49158333282786215,865,888,37.0,9472,303104
2.2840786,-0.021819573021493854,0.17571229,0.06719743844121695,79.47,0.18,79.25,-0.07,0.5325805063243947,871,912,38.0,9728,311296
2.3167088,-0.022485107625834645,0.17358868,0.06862812496721744,81.38,-0.02,84.75,0.25,0.46757037145686864,874,936,39.0,9984,319488
2.2929358,-0.023647980452515184,0.2501197,0.07132839739322662,82.96,0.0,81.62,0.15,0.5040934428734914,874,960,40.0,10240,327680
2.3343651,-0.025016792700625956,0.24589187,0.07065478879958391,80.32,-0.1,78.04,0.1,0.4951915448713936,873,984,41.0,10496,335872
2.2276537,-0.025218640207313,0.2317514,0.06979295924305916,78.08,0.36,81.27,-0.08,0.5220231490813096,873,1008,42.0,10752,344064
2.27655,-0.02380567936692387,0.14643717,0.06914029765874147,83.18,0.19,84.2,-0.01,0.5032556315804437,875,1032,43.0,11008,352256
2.2733977,-0.025427530729211868,0.28171656,0.06237170927226544,79.64,0.62,81.74,0.13,0.6403606902049979,872,1056,44.0,11264,360448
2.2852218,-0.025953743867576123,0.3387412,0.05661251276731491,84.27,0.76,91.53,0.24,0.5764474027768964,868,1080,45.0,11520,368640
2.284534,-0.026123006572015585,0.25930092,0.0538061960786581,80.2,0.72,86.03,0.03,0.580502896057007,863,1104,46.0,11776,376832
2.2981353,-0.026084351767785847,0.16232982,0.05659737430512905,85.37,0.7,86.48,-0.12,0.5070906715209038,869,1128,47.0,12032,385024
2.2873461,-0.025921874907799066,0.067012444,0.05969457857310772,84.65,0.77,84.41,0.5,0.6201699443906113,871,1152,48.0,12288,393216
2.2580245,-0.026078026914037763,0.056415845,0.06252837616950274,85.66,0.4,78.03,0.43,0.5210522313978416,873,1176,49.0,12544,401408
2.2486548,-0.025907551725395023,0.051879294,0.06417251616716385,84.54,0.78,88.41,0.42,0.6078574449322294,870,1200,50.0,12800,409600
2.2497633,-0.02669940229039639,0.1623389,0.05914600949734449,79.2,1.0,89.77,0.46,0.5468350195477918,873,1224,51.0,13056,417792
2.2938433,-0.027588818185031415,0.14407396,0.05863043736666441,82.44,0.47,88.95,0.37,0.5333973400598452,871,1248,52.0,13312,425984
2.2781682,-0.027472551525570453,0.12923513,0.05467021441087127,85.67,0.92,78.87,1.01,0.594496576465033,865,1272,53.0,13568,434176
2.2893136,-0.02637119741179049,0.14120446,0.054651301447302104,83.5,0.83,82.4,0.75,0.5520934972440856,874,1296,54.0,13824,442368
2.3682983,-0.027009242549538612,0.06824753,0.05245208632200957,86.88,1.23,91.04,0.62,0.5828187421783049,874,1320,55.0,14080,450560
2.2823772,-0.02692254659719765,0.123503014,0.04994586430490017,79.98,0.68,88.56,0.82,0.5428486996723418,872,1344,56.0,14336,458752
2.2928257,-0.027484630001708865,0.09362729,0.05396222399547696,84.86,1.06,91.99,1.02,0.5916757493612561,872,1368,57.0,14592,466944
2.2744575,-0.026331666042096913,0.31488624,0.06188738761469722,94.91,1.04,94.97,1.16,0.5599548693636015,875,1392,58.0,14848,475136
2.256081,-0.024378638863563538,0.44819316,0.06770561771467327,90.91,0.98,94.66,0.74,0.5587167370434405,872,1416,59.0,15104,483328
2.2719703,-0.025638645351864397,0.5230392,0.07111349169164896,89.07,1.01,90.74,0.73,0.5932092657066758,874,1440,60.0,15360,491520
2.2733731,-0.023935793540440498,0.43962994,0.0758468060567975,87.83,0.83,89.66,1.13,0.6056765967819333,867,1464,61.0,15616,499712
