average_entropy,average_policy_loss,average_value,average_value_loss,eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,explained_variance,fps,n_updates,num_ppo_update,steps,total_steps
2.7080483,-0.0007121436841165026,-0.12504606,0.40365182360013324,78.96470588235294,-2.2588236,78.5813953488372,-2.5813954,-0.01664042635876206,1495,24,1.0,256,8192
2.7069027,-0.0012766302291614313,-0.23421277,0.2739320940648516,84.34,-2.01,76.42,-2.23,0.010736803264148276,1536,48,2.0,512,16384
2.6962187,-0.0013492662433741821,-0.28933033,0.25291906856000423,83.7,-3.21,84.41,-2.67,0.02606936184139874,1554,72,3.0,768,24576
2.675263,-0.0017794244583152856,-0.54577196,0.22451414517126977,82.61,-2.1,84.24,-2.2,0.07620301140668861,1573,96,4.0,1024,32768
2.6681817,-0.0024041757872328164,-0.53268653,0.16153873793780804,88.39,-2.22,80.9,-1.89,0.15947247904364947,1542,120,5.0,1280,40960
2.6825964,-0.0013816943066194654,-0.4222614,0.1534502734988928,78.36,-2.01,85.4,-2.93,0.13064507431276762,1548,144,6.0,1536,49152
2.6668706,-0.0015116236312314867,-0.421096,0.12957155227661132,85.54,-1.58,81.79,-2.71,0.20429510741531542,1533,168,7.0,1792,57344
2.6719868,-0.001678212583065033,-0.41555494,0.12863782584667205,86.28,-2.08,75.96,-1.49,0.2814395707773103,1544,192,8.0,2048,65536
2.6867347,-0.002324380478821695,-0.31266278,0.12697431810200213,78.5,-1.86,81.92,-2.46,0.33900728630213683,1554,216,9.0,2304,73728
2.669959,-0.002730359970591962,-0.31303108,0.12664545103907585,79.43,-2.09,80.93,-2.26,0.3597353570374424,1516,240,10.0,2560,81920
2.6601195,-0.0030928405979648234,-0.33000672,0.13110864244401454,73.53,-1.81,79.7,-2.24,0.3529696665638484,1562,264,11.0,2816,90112
2.6569571,-0.002902152864262462,-0.40270752,0.12283062987029553,76.03,-1.62,80.02,-2.37,0.39864165600695234,1535,288,12.0,3072,98304
2.6424737,-0.006005571070127189,-0.4200182,0.11097607463598251,79.79,-1.63,81.22,-1.95,0.46524229662369987,1538,312,13.0,3328,106496
2.624099,-0.006173284822143615,-0.33873755,0.10349266432225704,77.6,-1.3,75.94,-2.15,0.4404756722270142,1542,336,14.0,3584,114688
2.630939,-0.008908784161321818,-0.41786635,0.09786636658012866,78.16,-1.61,80.19,-2.02,0.4660999185274406,1546,360,15.0,3840,122880
2.632263,-0.011190854511223734,-0.21339157,0.0949410430341959,81.66,-1.72,74.21,-1.6,0.5390675266996674,1544,384,16.0,4096,131072
