average_entropy,average_policy_loss,average_value,average_value_loss,eprewmean,eval_eprewmean,explained_variance,n_updates,steps,total_steps
2.70805,-0.00038331112591549754,0.044005968,0.2727414723485708,-2.2738094,-2.702381,0.0002427902749956301,24,256,8192
2.7074435,-0.0005308907517852882,-0.17375967,0.2092958971237143,-2.17,-1.98,0.007279293620211846,48,512,16384
2.7047942,-0.0006816799868829548,-0.31239712,0.20338155018786588,-2.87,-2.33,0.00537070887724278,72,768,24576
2.6973178,-0.0005541945623311525,-0.4361599,0.19579369435086846,-3.0,-2.62,0.0244161403498655,96,1024,32768
2.701912,-0.00042550642741844057,-0.46041924,0.1671604762226343,-2.06,-2.91,0.13193987639324323,120,1280,40960
2.7011983,-0.00116393183125183,-0.4637895,0.16219540774822236,-2.46,-2.32,0.17858761136209922,144,1536,49152
2.6855388,-0.0025950752221979203,-0.5688529,0.15373479023575784,-2.46,-2.21,0.2589075950737334,168,1792,57344
2.684448,-0.0033170910296030343,-0.5032686,0.14002059876918793,-1.36,-1.88,0.4181317343387445,192,2048,65536
2.682711,-0.0038479597354307772,-0.35599872,0.13206836350262166,-2.05,-2.43,0.406883097357564,216,2304,73728
2.6750782,-0.006245967065915466,-0.41052365,0.12267514668405056,-2.36,-2.06,0.46680140117341273,240,2560,81920
2.6696887,-0.007676168908365071,-0.4219292,0.11725634828209877,-1.33,-2.22,0.39891822843428915,264,2816,90112
2.6602423,-0.007998881614767014,-0.4555371,0.11449283421039581,-2.19,-1.93,0.4583017137235894,288,3072,98304
2.6498613,-0.010239960523322225,-0.27834266,0.10660004794597626,-1.09,-2.32,0.46756012553677173,312,3328,106496
2.6334727,-0.012079735114239156,-0.2763314,0.10479912087321282,-1.35,-1.83,0.41816118913164546,336,3584,114688
2.6355543,-0.01299747352488339,-0.41680324,0.09515138238668441,-1.29,-2.04,0.5042371785501412,360,3840,122880
2.6304712,-0.013772015427239239,-0.2984571,0.09906832352280617,-1.87,-1.36,0.4370865991876889,384,4096,131072
2.6218002,-0.015064389356411993,-0.45078093,0.1004822588711977,-1.71,-0.85,0.4986731324152569,408,4352,139264
2.6215138,-0.01607582236640155,-0.23409036,0.094133755043149,-0.85,-0.83,0.4835019090274374,432,4608,147456
2.599203,-0.01670653367880732,-0.33008593,0.10154323980212211,-1.38,-1.04,0.4395830451419699,456,4864,155648
2.5758526,-0.01756201217882335,-0.2278272,0.09105612296611071,-1.5,-1.18,0.5626930846098903,480,5120,163840
2.5736103,-0.01791437613312155,-0.21109897,0.08536280281841754,-0.61,-1.21,0.5716608355347061,504,5376,172032
2.5792365,-0.017274515428580342,-0.29082644,0.08663804162293673,-0.84,-1.09,0.5511362465102213,528,5632,180224
2.5570898,-0.017581165437586605,-0.116124265,0.07588322959840298,-0.81,-1.12,0.4947072674399995,552,5888,188416
2.5642886,-0.019581019189208747,-0.2088953,0.07851224817335606,-0.89,-1.11,0.49737638772921644,576,6144,196608
2.556645,-0.019563705022446812,-0.22589941,0.07871479660272598,-0.94,-1.33,0.4888963804330323,600,6400,204800
2.5556939,-0.020279646827839316,-0.11297354,0.07632370911538601,-0.69,-0.48,0.5332746236536565,624,6656,212992
2.4822943,-0.020623770961537956,-0.28464273,0.07895584385842085,-0.77,-0.82,0.5349301498651313,648,6912,221184
2.4601545,-0.02094566170591861,-0.15546417,0.07371440343558788,-0.79,-0.6,0.48380546579850026,672,7168,229376
2.4141817,-0.021105125499889254,-0.10254699,0.07393949046730995,-0.51,-0.79,0.49247384392082594,696,7424,237568
2.3558657,-0.02231187069788575,-0.22157578,0.07374674685299397,-0.76,-0.39,0.5537148323325253,720,7680,245760
2.3856158,-0.02194753439631313,-0.12685332,0.0710864220932126,-0.79,-0.69,0.5556710103441675,744,7936,253952
2.3794806,-0.02118727400433272,-0.06140662,0.0694856458157301,-0.07,-0.74,0.5697503101418682,768,8192,262144
2.375449,-0.02206839924212545,-0.1639285,0.06466548565775156,-0.18,-0.36,0.5281004540434202,792,8448,270336
2.3181229,-0.02289556442759931,-0.26654997,0.06281389690935611,-0.59,-0.32,0.5626597544488345,816,8704,278528
2.348052,-0.02268469497561455,-0.07177845,0.06295721795409918,-0.7,-0.84,0.5590665028689872,840,8960,286720
2.4437695,-0.022822812590748073,-0.05475585,0.05914541810750961,-0.36,-0.22,0.5363658897999369,864,9216,294912
2.4411802,-0.02272154505364597,-0.07995744,0.06208516292273998,-0.4,-0.07,0.475594119007377,888,9472,303104
2.4481933,-0.024242979856207967,-0.018546646,0.059718449451029304,-0.52,-0.97,0.4735794142125772,912,9728,311296
2.4413722,-0.023693485045805575,-0.028256811,0.05715066008269787,-0.19,-0.3,0.46810179963856247,936,9984,319488
2.4859736,-0.024143289728090166,-0.02452343,0.0603050646930933,-0.13,-0.64,0.43163439965240036,960,10240,327680
2.4483979,-0.024108031527139247,-0.15361603,0.060518765784800053,-0.19,-0.39,0.5322354655427932,984,10496,335872
2.5095463,-0.02654189080465585,0.0855579,0.061543338038027286,-0.03,-0.54,0.4330007489981925,1008,10752,344064
2.4718394,-0.027684502485208214,0.02267202,0.0669526782631874,-0.65,-0.77,0.4503937845385424,1032,11008,352256
2.467054,-0.02683481023646891,-0.04201705,0.06340470194816589,0.0,-0.18,0.4627159722417401,1056,11264,360448
2.4656022,-0.027561187464743852,0.021698255,0.05952088415622711,0.0,-0.4,0.507332858386544,1080,11520,368640
2.4184616,-0.026463787481188775,0.120605834,0.06225371848791838,-0.32,-0.55,0.44805398420223896,1104,11776,376832
2.3629773,-0.026369311488233505,0.00615388,0.0652410701289773,-0.43,-0.17,0.559436171111541,1128,12032,385024
2.3945258,-0.02751567400060594,0.085109256,0.06703244924545287,0.07,-0.36,0.40302309676487147,1152,12288,393216
2.3794878,-0.027337255026213824,-0.009255404,0.06865180872380733,0.23,0.15,0.5120301660004223,1176,12544,401408
2.3871846,-0.028129263804294168,0.13757855,0.06265209350734949,0.39,-0.05,0.5281202718273839,1200,12800,409600
2.3240657,-0.02902351872995496,0.011335508,0.0508362453058362,0.64,-0.06,0.5453878030676789,1224,13056,417792
2.3580694,-0.028848600783385338,0.020054013,0.05217220742255449,0.23,-0.15,0.5096326076453863,1248,13312,425984
2.3206592,-0.027897470607422294,0.1690484,0.04654174027964473,0.56,0.38,0.5790713054858967,1272,13568,434176
2.3158581,-0.029452419630251823,-0.046220157,0.048808844927698374,0.33,0.33,0.5649337457251822,1296,13824,442368
2.327466,-0.029491879465058445,0.06485324,0.050911377184093,0.81,0.31,0.4663358895793899,1320,14080,450560
2.2717264,-0.027879978399723768,0.22675198,0.05084976417943835,0.42,0.78,0.37314655817431674,1344,14336,458752
2.256572,-0.02858124427497387,0.08056157,0.05110435735434294,1.13,0.7,0.4491368064728306,1368,14592,466944
2.3087137,-0.027923606908880173,0.083983675,0.048812893088907,0.83,0.45,0.42223797880129443,1392,14848,475136
2.3376067,-0.027824324034154416,0.18193185,0.04970125975087285,0.75,0.98,0.5076904636253061,1416,15104,483328
2.2741811,-0.027803380326367914,0.22207454,0.04748188743367791,0.94,0.7,0.591958284750671,1440,15360,491520
2.3202114,-0.02825658260844648,0.21869579,0.04752938872203231,1.06,0.93,0.6047989356780097,1464,15616,499712
2.2767587,-0.027309878920204936,0.32935908,0.0473180821724236,0.97,0.96,0.5366495362508239,1488,15872,507904
2.2935667,-0.027870547850616278,0.4189731,0.045843737963587046,1.29,1.04,0.5279444496252421,1512,16128,516096
2.1928995,-0.028208445445634424,0.473771,0.04391427611932158,1.2,1.44,0.605532324485972,1536,16384,524288
2.2492242,-0.028576099015772342,0.44729683,0.042715512588620184,1.5,1.4,0.6199191329490286,1560,16640,532480
2.2880695,-0.029093279289081692,0.33345753,0.04445905949920416,1.15,1.18,0.6094946410363185,1584,16896,540672
2.2882802,-0.030533466199412943,0.3778103,0.04406226659193635,1.39,1.26,0.6457735696958131,1608,17152,548864
