average_entropy,average_policy_loss,average_value,average_value_loss,avg_frob_kernel_diff_layer1,avg_frob_kernel_layer1,eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,explained_variance,fps,n_updates,num_ppo_update,steps,total_steps
2.7080464,-0.0008090538127968708,0.18525669,0.43023681951065856,0.0043118721706828355,1.7307441566999142,77.57303370786516,-2.3707864,75.14893617021276,-2.3297873,-0.002886001906672986,826,24,1.0,256,8192
2.7047632,-0.0016917861648835242,0.018183282,0.28976771778737503,0.005770723727450699,1.7306542355280656,81.89,-2.02,81.65,-2.99,0.00850830930733093,843,48,2.0,512,16384
2.6879277,-0.002032053223552389,-0.082915485,0.24752060148037142,0.008355404886344786,1.7307890816376759,82.08,-2.79,79.05,-2.64,0.04861259254025119,845,72,3.0,768,24576
2.689081,-0.0024377743538934737,-0.15259226,0.2160767464277645,0.010891641636380182,1.7309659675909923,83.77,-2.64,82.35,-2.82,0.08471165986051066,849,96,4.0,1024,32768
2.6710112,-0.0028846950735896826,-0.26229683,0.1448114301264286,0.01311148328732263,1.7310671446415093,85.69,-2.15,86.69,-2.7,0.14658374371957028,850,120,5.0,1280,40960
2.6872675,-0.003402885757386684,-0.2908724,0.13222155317664147,0.015777016901268745,1.731073881341861,85.71,-2.2,84.18,-2.58,0.156918634560281,849,144,6.0,1536,49152
2.6804972,-0.0038252108031883838,-0.38274097,0.12370690271258354,0.018706163584343252,1.7311809056080305,83.82,-2.16,87.22,-3.08,0.200304630663105,842,168,7.0,1792,57344
2.688581,-0.004350428287871182,-0.30957812,0.12299368768930435,0.020960213225281712,1.731298793737705,88.78,-2.29,85.98,-2.81,0.33919784130208663,833,192,8.0,2048,65536
2.6740975,-0.005130037222988904,-0.3898061,0.12083950743079186,0.023030841002995517,1.7315029848080414,80.03,-1.47,88.08,-2.6,0.3353576286109754,842,216,9.0,2304,73728
2.67025,-0.008039492862299085,-0.3693465,0.11984999470412731,0.024354746789658047,1.7316528781102254,80.59,-1.91,79.33,-1.9,0.30088623303710005,841,240,10.0,2560,81920
2.6628573,-0.009870387758128344,-0.4065094,0.11793138049542903,0.025839025354651733,1.7318239993773974,78.37,-2.35,87.44,-1.98,0.3579686767737308,841,264,11.0,2816,90112
2.639358,-0.011990612247027457,-0.41720513,0.11420180469751358,0.027312583318654597,1.7319364107572115,84.32,-1.78,81.25,-1.52,0.3970358102405174,840,288,12.0,3072,98304
2.6168866,-0.013917809072881936,-0.6139289,0.10776658117771148,0.028584679595741572,1.7320502994152216,81.96,-1.09,79.28,-1.51,0.4149807886091712,838,312,13.0,3328,106496
2.6274457,-0.014232556479983031,-0.37619975,0.09949192248284816,0.029729478154943607,1.7321624870483692,88.83,-1.55,79.48,-1.35,0.45008954131581247,839,336,14.0,3584,114688
2.6042485,-0.01589352826587856,-0.4836303,0.09154564164578914,0.03155562112210296,1.7322934588560692,81.53,-0.92,79.93,-1.17,0.35251679748129716,832,360,15.0,3840,122880
2.5991597,-0.01774804842658341,-0.17054434,0.08669748611748218,0.03246769553320169,1.7323069994266216,79.54,-1.65,82.62,-1.76,0.4076566437399529,839,384,16.0,4096,131072
2.6106186,-0.018610051656141876,-0.29035732,0.08053550243377686,0.03325184288797363,1.732559473468707,77.43,-0.51,77.6,-1.16,0.4276983864075038,840,408,17.0,4352,139264
2.577959,-0.019803748289123176,-0.23679988,0.08214627385139465,0.034172124208809974,1.7328359654316536,87.74,-1.01,78.22,-0.79,0.39547547407905836,840,432,18.0,4608,147456
2.5524828,-0.022292941748164593,-0.2516689,0.08037010002881288,0.03478352428280162,1.7328816104393738,81.74,-0.96,79.81,-1.38,0.37908742037077847,842,456,19.0,4864,155648
2.5626192,-0.024315463472157718,-0.0980708,0.07823829684406519,0.035609542363391276,1.7329079790757254,82.11,-0.51,75.38,-0.97,0.26799918236579745,840,480,20.0,5120,163840
2.5769897,-0.024814117553178222,-0.05946278,0.08025398544967174,0.03687879669403348,1.7331705047534063,79.11,-1.0,80.95,-1.23,0.4063562618208004,843,504,21.0,5376,172032
2.5544083,-0.025139095571357756,-0.1675673,0.08176430717110633,0.03802455868238982,1.7332839156572635,83.3,-0.45,79.73,-0.85,0.3429443150685012,842,528,22.0,5632,180224
2.5232835,-0.024463162140455096,-0.14322957,0.0847215572372079,0.03907491026381579,1.733378328039096,78.74,-0.87,79.94,-1.2,0.3515102523629108,832,552,23.0,5888,188416
2.5331583,-0.026105978202540427,-0.13573776,0.07876490693539381,0.04010126253649035,1.7334965559152455,77.16,-0.4,76.17,-0.23,0.4508446155361373,839,576,24.0,6144,196608
2.49656,-0.025845666138920934,-0.0934211,0.07908196449279785,0.04107513451032831,1.7335905134677887,84.94,-0.16,76.62,-0.54,0.38712600770993466,836,600,25.0,6400,204800
2.451917,-0.02686189207714051,-0.095747665,0.0755939619243145,0.04178757807443477,1.7337252561862653,82.24,-0.41,77.36,-0.74,0.3080034331220102,834,624,26.0,6656,212992
2.5028384,-0.026588233266957105,-0.05739479,0.07077697940170764,0.04270337143438715,1.7336744186969903,83.32,-0.22,76.7,-0.81,0.23562869550890198,840,648,27.0,6912,221184
2.49848,-0.027965263449586927,-0.014699503,0.06845851998776198,0.043508977237965714,1.7337659375025676,80.65,-0.09,76.89,-1.02,0.3485017791516217,838,672,28.0,7168,229376
2.4697175,-0.02802035616245121,-0.0168061,0.06321063056588173,0.04410344628158782,1.7339042372428455,76.69,0.31,78.35,-0.5,0.3124669686004118,840,696,29.0,7424,237568
2.4675155,-0.0266637768317014,-0.012318722,0.06261339034885167,0.04468715588361822,1.7341174609386003,86.88,-0.22,83.04,-0.32,0.3636597735750109,831,720,30.0,7680,245760
2.4268496,-0.027614419739693405,0.028834263,0.06356903336942196,0.04520888304326106,1.7343256595043035,80.75,0.12,77.04,-0.41,0.24856620323178735,837,744,31.0,7936,253952
2.4031808,-0.027842873795889317,0.059020698,0.061250589825212955,0.04584790302049861,1.7344456846897418,79.86,0.31,76.56,-0.1,0.29889727462109805,839,768,32.0,8192,262144
2.4651117,-0.027646082085557282,0.17588818,0.0637233292683959,0.0464691902307095,1.7345832799489682,83.81,0.17,80.36,0.25,0.3563105707351675,845,792,33.0,8448,270336
2.395005,-0.027468151045031846,0.13821748,0.062365765869617465,0.04717800916916111,1.7345600504141587,79.45,-0.06,76.69,0.25,0.34715161524841887,844,816,34.0,8704,278528
2.3579233,-0.028212958003859968,0.11309174,0.058432223349809645,0.04783849911172393,1.7344574011289156,76.89,0.17,73.94,-0.3,0.31265076047311,837,840,35.0,8960,286720
2.3593848,-0.02912400363245979,0.074967355,0.06195584271103144,0.048476015029882545,1.7344078976374406,76.9,0.22,77.97,-0.37,0.3104908380227732,838,864,36.0,9216,294912
2.365111,-0.02942688232520595,0.1360009,0.06428279411047697,0.04919683712662216,1.7344665277462739,80.82,0.13,79.39,-0.08,0.2683218080412727,831,888,37.0,9472,303104
2.377013,-0.028150703369174152,0.08009437,0.06190900128334761,0.04957086902408124,1.7345160296330084,81.46,0.67,79.89,-0.05,0.4526054554422151,839,912,38.0,9728,311296
2.323313,-0.029451777189970017,0.1314703,0.0643681501597166,0.050117551542713884,1.7346135861598528,80.38,0.04,75.98,-0.54,0.34006781314346557,840,936,39.0,9984,319488
2.3198628,-0.02969953787513077,0.04606589,0.06290137860924006,0.0503993637720039,1.7346825228287623,77.9,0.42,76.99,0.36,0.3435648710276963,839,960,40.0,10240,327680
2.2871666,-0.029287263294681908,0.13521057,0.06469236895442008,0.05103444633240053,1.7347450765279624,80.29,0.2,81.36,0.02,0.34685720735652603,839,984,41.0,10496,335872
2.3216636,-0.030808098744601012,0.20226613,0.06768049221485853,0.05149778484875032,1.7347760113386008,79.61,0.2,78.41,0.0,0.3499132512765585,837,1008,42.0,10752,344064
2.324545,-0.031388757452368736,0.11441721,0.06523027043789625,0.05220812801969889,1.734826920582698,79.36,0.69,77.86,-0.08,0.3349959068039412,837,1032,43.0,11008,352256
